"event","experiment time","system time","system time text"
"START",0.000000000E0,1686142205.541,"2023-06-07 14:50:05.541 UTC+02:00"
"PAUSE",2.013343640E1,1686142225.675,"2023-06-07 14:50:25.675 UTC+02:00"
"START",2.013343640E1,1686142265.692,"2023-06-07 14:51:05.692 UTC+02:00"
"PAUSE",4.023922582E1,1686142285.798,"2023-06-07 14:51:25.798 UTC+02:00"
"START",4.023922582E1,1686142295.321,"2023-06-07 14:51:35.321 UTC+02:00"
"PAUSE",6.036717821E1,1686142315.449,"2023-06-07 14:51:55.449 UTC+02:00"
