"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.657767780E-1,-8.112999916E0,3.401359940E1,8.942600250E0
1.757767780E-1,-7.966599941E0,3.406240082E1,8.783999443E0
1.857767780E-1,-7.844599724E0,3.417219925E1,8.356999397E0
1.957767780E-1,-7.942199707E0,3.424539948E1,7.978799820E0
2.057767780E-1,-8.003199577E0,3.428199768E1,7.612799644E0
2.157767780E-1,-8.125200272E0,3.435519791E1,7.271199703E0
2.257767780E-1,-8.234999657E0,3.440399933E1,6.966199875E0
2.357767780E-1,-8.320400238E0,3.452600098E1,6.697799683E0
2.457767780E-1,-8.405799866E0,3.464799881E1,6.075599670E0
2.557767780E-1,-8.600999832E0,3.473339844E1,5.453399658E0
2.657767780E-1,-8.808400154E0,3.481879807E1,4.904399872E0
2.757767780E-1,-8.930399895E0,3.491640091E1,4.257800102E0
2.857767780E-1,-9.040200233E0,3.500180054E1,3.586799860E0
2.957767780E-1,-9.040200233E0,3.503839874E1,3.074399948E0
3.057767780E-1,-9.064599991E0,3.511159897E1,2.513200045E0
3.157767780E-1,-9.125599861E0,3.508720016E1,2.073999882E0
3.257767780E-1,-9.174399376E0,3.512379837E1,1.720199943E0
3.357767780E-1,-9.149999619E0,3.518479919E1,1.305400014E0
3.457767780E-1,-9.149999619E0,3.518479919E1,9.393999577E-1
3.557767780E-1,-9.137800217E0,3.512379837E1,6.832000017E-1
3.657767780E-1,-9.174399376E0,3.513599777E1,5.123999715E-1
3.757767780E-1,-9.149999619E0,3.512379837E1,2.317999899E-1
3.857767780E-1,-9.076799393E0,3.511159897E1,1.219999976E-2
3.957767780E-1,-9.003600121E0,3.512379837E1,-2.439999878E-1
4.057767780E-1,-8.832799911E0,3.516040039E1,-5.367999673E-1
4.157767780E-1,-8.820599556E0,3.513599777E1,-8.295999765E-1
4.257767780E-1,-8.661999702E0,3.519699860E1,-1.085799932E0
4.357767780E-1,-8.552199364E0,3.528239822E1,-1.354200006E0
4.457767780E-1,-8.405799866E0,3.524580002E1,-1.781199932E0
4.557767780E-1,-8.369199753E0,3.527019882E1,-2.269199848E0
4.657767780E-1,-8.430199623E0,3.525799942E1,-2.659600019E0
4.757767780E-1,-8.491199493E0,3.520919800E1,-3.159800053E0
4.857767780E-1,-8.625399590E0,3.518479919E1,-3.611199856E0
4.957767780E-1,-8.625399590E0,3.518479919E1,-4.050399780E0
5.057767780E-1,-8.783999443E0,3.505059814E1,-4.660399914E0
5.157767780E-1,-8.942600250E0,3.492860031E1,-5.136199951E0
5.257767780E-1,-9.076799393E0,3.494079971E1,-5.380199909E0
5.357767780E-1,-9.198800087E0,3.495299911E1,-5.453399658E0
5.457767780E-1,-9.174399376E0,3.498960114E1,-5.587599754E0
5.557767780E-1,-9.064599991E0,3.506279755E1,-5.441199780E0
5.657767780E-1,-8.893799782E0,3.507500076E1,-5.245999813E0
5.757767780E-1,-8.661999702E0,3.513599777E1,-4.782400131E0
5.857767780E-1,-8.344799995E0,3.530680084E1,-4.013800144E0
5.957767780E-1,-8.039799690E0,3.547760010E1,-3.123199940E0
6.057767780E-1,-7.698199749E0,3.563619995E1,-2.061800003E0
6.157767780E-1,-7.210199833E0,3.568499756E1,-7.197999954E-1
6.257767780E-1,-6.770999908E0,3.574599838E1,8.051999807E-1
6.357767780E-1,-6.319600105E0,3.569720078E1,2.366800070E0
6.457767780E-1,-5.941400051E0,3.561180115E1,3.989399910E0
6.557767780E-1,-5.563199997E0,3.544099808E1,5.660799980E0
6.657767780E-1,-5.160599709E0,3.522140121E1,7.283400059E0
6.757767780E-1,-4.757999897E0,3.498960114E1,8.881599426E0
6.857767780E-1,-4.355400085E0,3.463579941E1,1.045539951E1
6.957767780E-1,-4.123600006E0,3.436740112E1,1.162659931E1
7.057767780E-1,-3.867399931E0,3.394039917E1,1.274899960E1
7.157767780E-1,-3.635599852E0,3.358660126E1,1.384700012E1
7.257767780E-1,-3.367199898E0,3.323279953E1,1.478639984E1
7.357767780E-1,-3.196399927E0,3.285459900E1,1.562819958E1
7.457767780E-1,-2.927999973E0,3.240319824E1,1.673839951E1
7.557767780E-1,-2.574199915E0,3.189079857E1,1.776319885E1
7.657767780E-1,-2.183799982E0,3.136619949E1,1.870260048E1
7.757767780E-1,-1.732399940E0,3.075619888E1,1.975180054E1
7.857767780E-1,-1.220000029E0,3.008519936E1,2.076440048E1
7.957767780E-1,-7.319999933E-1,2.946299934E1,2.165499878E1
8.057767780E-1,-1.951999962E-1,2.876759911E1,2.264319992E1
8.157767780E-1,4.269999862E-1,2.812100029E1,2.360700035E1
8.257767780E-1,9.759999514E-1,2.746220016E1,2.422920036E1
8.357767780E-1,1.537199974E0,2.680340004E1,2.481480026E1
8.457767780E-1,2.061800003E0,2.616899872E1,2.537599945E1
8.557767780E-1,2.586400032E0,2.557119942E1,2.580299950E1
8.657767780E-1,3.037799835E0,2.520520020E1,2.625440025E1
8.757767780E-1,3.489199877E0,2.475379944E1,2.657159996E1
8.857767780E-1,3.928400040E0,2.441219902E1,2.681559944E1
8.957767780E-1,4.257800102E0,2.415600014E1,2.697419930E1
9.057767780E-1,4.513999939E0,2.400959969E1,2.697419930E1
9.157767780E-1,4.635999680E0,2.394859886E1,2.705959892E1
