"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.404953800E-2,0.000000000E0,0.000000000E0,0.000000000E0
8.916490300E-2,-2.391135693E-1,-3.049554825E-1,5.307960510E-2
9.422235100E-2,-4.437496662E-1,-6.747975349E-1,1.171860695E-1
9.916688200E-2,-5.423188210E-1,-1.103311539E0,2.979969978E-1
1.043172470E-1,-5.564284325E-1,-1.483276367E0,4.986715317E-1
1.092667260E-1,-4.163727760E-1,-1.798236847E0,7.127835751E-1
1.143167260E-1,-3.151309490E-1,-2.012818336E0,9.981780052E-1
1.193667260E-1,-1.591808796E-1,-2.008681297E0,1.387933731E0
1.244167780E-1,4.194755554E-1,-2.069442749E0,1.884284139E0
1.294667780E-1,1.332686543E0,-1.940715790E0,2.310044289E0
1.345167780E-1,1.935592055E0,-1.681613922E0,2.305340767E0
1.395667780E-1,2.067161798E0,-1.331117630E0,2.178142548E0
1.446562570E-1,2.198418617E0,-8.389329910E-1,1.970123887E0
1.497064650E-1,2.249189615E0,-2.892303467E-1,1.793698072E0
1.548239650E-1,2.279644728E0,1.748018265E-1,1.673299313E0
1.598063090E-1,2.285692215E0,4.734554291E-1,1.576938629E0
1.649360490E-1,2.259892941E0,7.328205109E-1,1.450218916E0
1.699063090E-1,2.162016392E0,9.909515381E-1,1.421446919E0
1.749563090E-1,1.996728897E0,1.212772369E0,1.230366826E0
1.800063610E-1,1.529844999E0,1.516901970E0,1.005341291E0
1.851746950E-1,7.589634657E-1,1.942024231E0,5.670001507E-1
1.902246950E-1,-1.441001892E-3,2.332776070E0,-3.386116028E-2
1.952746950E-1,-6.266967654E-1,2.581261635E0,-7.337990403E-1
2.003246950E-1,-1.232558727E0,2.865134716E0,-1.400768399E0
2.053747470E-1,-1.819913030E0,3.144522667E0,-2.206624269E0
2.104247470E-1,-2.350386143E0,3.277385235E0,-2.884906292E0
2.154747470E-1,-2.766048670E0,3.334878922E0,-3.495127201E0
2.205247470E-1,-2.840342045E0,3.240943432E0,-3.954111099E0
2.255747990E-1,-2.381117582E0,3.192244530E0,-4.135540485E0
2.306247990E-1,-1.621633053E0,3.083920479E0,-4.017040253E0
2.356747990E-1,-8.922554255E-1,3.078690529E0,-3.684899330E0
2.407247990E-1,-4.463608265E-1,3.083868980E0,-3.227932692E0
2.457747990E-1,-2.428823709E-1,3.146548271E0,-2.816197872E0
2.508247990E-1,-7.501173019E-2,3.235928535E0,-2.366341114E0
2.558748510E-1,7.882583141E-2,3.320934772E0,-1.999227166E0
2.609248510E-1,1.846526861E-1,3.344548225E0,-1.705307722E0
2.659748510E-1,2.396013737E-1,3.248769760E0,-1.512331128E0
2.710643300E-1,1.124149561E-1,3.083064079E0,-1.508539438E0
2.760749030E-1,-2.298414707E-2,2.749328613E0,-1.566508174E0
2.811643820E-1,-1.657699347E-1,2.295781612E0,-1.735999227E0
2.861749030E-1,-2.879979610E-1,1.842377663E0,-1.864471316E0
2.912249030E-1,-4.291399717E-1,1.445945740E0,-1.951394916E0
2.962749030E-1,-4.207199812E-1,9.642014503E-1,-1.985205173E0
3.013249550E-1,-4.325977564E-1,6.174030304E-1,-2.070909977E0
3.063749550E-1,-4.062068462E-1,4.314746857E-1,-2.128623962E0
3.114249550E-1,-3.448446989E-1,4.379281998E-1,-2.160320759E0
3.164749550E-1,-2.204245329E-1,6.563014984E-1,-2.115819454E0
3.215249550E-1,-1.854624748E-1,1.014457703E0,-2.086564064E0
3.265750070E-1,-2.749092579E-1,1.345784187E0,-1.961810112E0
3.316250070E-1,-3.689389229E-1,1.684045315E0,-1.816946983E0
3.366750070E-1,-5.774930716E-1,1.989447594E0,-1.615263343E0
3.417250070E-1,-8.695634604E-1,2.155806541E0,-1.458623767E0
3.467750590E-1,-1.205511808E0,2.200999260E0,-1.263733387E0
3.518250590E-1,-1.558185220E0,2.082417965E0,-1.051903725E0
3.568750590E-1,-1.899443269E0,1.806230068E0,-1.002892852E0
3.619250590E-1,-2.238412619E0,1.337183952E0,-1.026204824E0
3.669750590E-1,-2.337449312E0,6.523761749E-1,-1.071229100E0
3.720250590E-1,-1.964964747E0,-3.813180923E-1,-1.016874552E0
3.770751110E-1,-1.342999101E0,-1.556959152E0,-9.484175444E-1
3.821251110E-1,-4.793673754E-1,-2.835928917E0,-9.119620323E-1
