"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.712665700E-1,-2.478264570E0,-4.294220507E-1,5.499265194E-1
6.737919340E-1,-2.491047382E0,-5.274235010E-1,4.892082810E-1
6.763172470E-1,-2.511286736E0,-6.009245515E-1,4.348813891E-1
6.788426110E-1,-2.527265310E0,-6.467295885E-1,3.965329826E-1
6.813679240E-1,-2.546439648E0,-6.616428494E-1,3.753614724E-1
6.838932360E-1,-2.565613747E0,-6.296858788E-1,3.806876540E-1
6.863762050E-1,-2.593309879E0,-5.657718778E-1,4.082505703E-1
6.889015170E-1,-2.625266790E0,-4.869446456E-1,4.465989470E-1
6.914268300E-1,-2.662549973E0,-3.953346014E-1,4.924039543E-1
6.939521950E-1,-2.709420204E0,-3.079854846E-1,5.446003675E-1
6.965156840E-1,-2.762681961E0,-2.291582525E-1,5.989272594E-1
6.990409970E-1,-2.820204496E0,-1.611164957E-1,6.553846002E-1
7.015663610E-1,-2.884118319E0,-1.110505462E-1,7.022548914E-1
7.040916740E-1,-2.948032379E0,-9.081111848E-2,7.512555718E-1
7.066170380E-1,-3.010747910E0,-9.294158220E-2,8.023867607E-1
7.091423510E-1,-3.078922987E0,-1.174419373E-1,8.492570519E-1
7.116677150E-1,-3.138576031E0,-1.515294015E-1,9.003882408E-1
7.141930280E-1,-3.195033312E0,-2.069215178E-1,9.451280236E-1
7.167183400E-1,-3.240838289E0,-3.058550358E-1,9.898678064E-1
7.192437050E-1,-3.269599676E0,-4.251611233E-1,1.031278729E0
7.217690170E-1,-3.287708521E0,-5.604457259E-1,1.070692301E0
7.242509450E-1,-3.305817604E0,-7.010564804E-1,1.107975483E0
7.267763090E-1,-3.317535162E0,-8.319469690E-1,1.139932513E0
7.293016220E-1,-3.323926449E0,-9.437964559E-1,1.168693781E0
7.318269340E-1,-3.327122211E0,-1.034341216E0,1.193194151E0
7.343522990E-1,-3.326056957E0,-1.095059514E0,1.212368369E0
7.368776110E-1,-3.323926449E0,-1.124886036E0,1.219824910E0
7.394029760E-1,-3.313274145E0,-1.125951290E0,1.221955419E0
7.419282880E-1,-3.298360825E0,-1.109972835E0,1.215564013E0
7.444536010E-1,-3.280251980E0,-1.087602973E0,1.202781200E0
7.469763610E-1,-3.249360085E0,-1.063102603E0,1.183607101E0
7.495016220E-1,-3.211011887E0,-1.041797876E0,1.156976223E0
7.520269860E-1,-3.164141655E0,-1.015167117E0,1.133541107E0
7.545523510E-1,-3.115140915E0,-1.001319051E0,1.112236381E0
7.570763610E-1,-3.064009666E0,-1.003449559E0,1.086670876E0
7.596016740E-1,-3.018204689E0,-1.006645203E0,1.058974743E0
7.621269860E-1,-2.976660490E0,-1.042863131E0,1.029148221E0
7.646523510E-1,-2.940575838E0,-1.137668848E0,1.006778359E0
7.671776630E-1,-2.896901131E0,-1.247387886E0,9.888025522E-1
7.697030280E-1,-2.845770121E0,-1.314497590E0,9.781502485E-1
7.722283400E-1,-2.789312601E0,-1.365628719E0,9.824111462E-1
7.747536530E-1,-2.733920574E0,-1.422086120E0,9.888025522E-1
7.772790170E-1,-2.677463293E0,-1.475214601E0,9.909330010E-1
7.798043300E-1,-2.625266790E0,-1.525280595E0,9.856068492E-1
7.823296950E-1,-2.568809509E0,-1.578542233E0,9.760197401E-1
7.848905800E-1,-2.510221720E0,-1.620086312E0,9.653674364E-1
7.874158920E-1,-2.450568676E0,-1.654173732E0,9.525846243E-1
7.899412570E-1,-2.396241665E0,-1.685065508E0,9.440627694E-1
7.924665700E-1,-2.337786913E0,-1.704239726E0,9.280842543E-1
7.949918820E-1,-2.280264378E0,-1.714892030E0,9.184971452E-1
7.975172470E-1,-2.220611334E0,-1.722348690E0,9.099752903E-1
8.000425590E-1,-2.163088799E0,-1.720218182E0,9.014534354E-1
8.025679240E-1,-2.102370501E0,-1.705304861E0,8.918663263E-1
8.050932360E-1,-2.041652203E0,-1.677608848E0,8.780183196E-1
8.076185490E-1,-1.978803515E0,-1.641390920E0,8.588441014E-1
8.101439130E-1,-1.911693811E0,-1.601977348E0,8.396699429E-1
8.126692260E-1,-1.844584107E0,-1.557237506E0,8.162348270E-1
8.151511530E-1,-1.776409268E0,-1.501845360E0,7.949301600E-1
8.176765170E-1,-1.700910807E0,-1.438996673E0,7.778863907E-1
8.202018300E-1,-1.619953156E0,-1.377346277E0,7.597774267E-1
8.227271420E-1,-1.536864996E0,-1.309171438E0,7.448641658E-1
8.252525070E-1,-1.458037734E0,-1.235670328E0,7.310161591E-1
8.277778200E-1,-1.374949574E0,-1.160038710E0,7.129071951E-1
8.303031840E-1,-1.291861296E0,-1.081211567E0,6.916025281E-1
8.328284970E-1,-1.206642747E0,-1.001319051E0,6.798849702E-1
8.353538090E-1,-1.121557236E0,-9.224917889E-1,6.681674123E-1
8.378791740E-1,-1.036338568E0,-8.468602300E-1,6.564498544E-1
8.404044860E-1,-9.500547051E-1,-7.873403430E-1,6.426018476E-1
8.429298510E-1,-8.637708426E-1,-7.255568504E-1,6.234276295E-1
8.454512050E-1,-7.785521746E-1,-6.627081037E-1,6.021229625E-1
8.479765700E-1,-6.933335662E-1,-6.062507629E-1,5.882749557E-1
8.505018820E-1,-6.134410501E-1,-5.519238710E-1,5.797531009E-1
8.530271950E-1,-5.335485935E-1,-5.029231310E-1,5.648398399E-1
8.555525590E-1,-4.644415975E-1,-4.517919421E-1,5.520570278E-1
8.580778720E-1,-3.898752928E-1,-3.995955288E-1,5.403394699E-1
8.606032360E-1,-3.238308430E-1,-3.505948186E-1,5.211652517E-1
8.631285490E-1,-2.545906901E-1,-2.973331809E-1,4.902735054E-1
8.656538610E-1,-1.853505522E-1,-2.408758104E-1,4.540555775E-1
8.681792260E-1,-1.193061024E-1,-1.824211627E-1,4.125114977E-1
8.707045380E-1,-5.219641700E-2,-1.174419373E-1,3.593829870E-1
8.732299030E-1,1.597849466E-2,-5.246272683E-2,3.093170524E-1
8.757512570E-1,8.188978583E-2,1.358172111E-2,2.517944574E-1
8.782766220E-1,1.479342431E-1,7.962616533E-2,1.964023411E-1
8.808019340E-1,2.150439173E-1,1.403444558E-1,1.420754492E-1
8.833272470E-1,2.757622004E-1,1.936061084E-1,8.668334037E-2
8.858526110E-1,3.407414258E-1,2.426068187E-1,3.022598661E-2
8.883779240E-1,4.046553969E-1,2.777595222E-1,-2.836182900E-2
8.909032880E-1,4.685693681E-1,3.065207899E-1,-9.014534205E-2
8.934286010E-1,5.303528905E-1,3.278254569E-1,-1.540593207E-1
8.959539130E-1,5.900059342E-1,3.501953483E-1,-2.210358530E-1
8.984792780E-1,6.453980803E-1,3.725652397E-1,-2.892107666E-1
9.010045900E-1,7.006570101E-1,3.842828274E-1,-3.605813682E-1
9.035299550E-1,7.475273013E-1,3.896089792E-1,-4.340824485E-1
9.060908400E-1,7.933322787E-1,3.853480518E-1,-5.075835586E-1
9.086161530E-1,8.295502067E-1,3.821523488E-1,-5.789541602E-1
9.111415170E-1,8.583115339E-1,3.757609427E-1,-6.481943130E-1
9.136668300E-1,8.806813955E-1,3.736304939E-1,-7.174344659E-1
9.161921420E-1,9.009208083E-1,3.778914213E-1,-7.845441103E-1
9.187175070E-1,9.168993235E-1,3.928046823E-1,-8.493902087E-1
9.212428200E-1,9.328778386E-1,4.235632718E-1,-9.122389555E-1
9.237681840E-1,9.605738521E-1,4.555202723E-1,-9.772181511E-1
9.262934970E-1,1.001052737E0,4.821510911E-1,-1.042197347E0
9.288188090E-1,1.050053477E0,5.141080618E-1,-1.108241796E0
9.313441740E-1,1.105445623E0,5.322170258E-1,-1.172155738E0
9.338694860E-1,1.162968159E0,5.588479042E-1,-1.229678392E0
9.363514130E-1,1.200251341E0,6.003919840E-1,-1.278679132E0
9.388767780E-1,1.200251341E0,6.589797735E-1,-1.318092704E0
9.414020900E-1,1.132076383E0,7.388722301E-1,-1.344723582E0
9.439274030E-1,9.840090275E-1,8.453955650E-1,-1.353245378E0
9.464527670E-1,7.581796050E-1,9.764192104E-1,-1.339397430E0
9.489780800E-1,4.856131077E-1,1.099853039E0,-1.306375146E0
9.515034450E-1,2.448704392E-1,1.175484657E0,-1.264831066E0
9.540287570E-1,1.149120107E-1,1.162701845E0,-1.215830326E0
9.565540700E-1,1.394123733E-1,1.019960642E0,-1.156177282E0
9.590794340E-1,3.098496497E-1,7.175676227E-1,-1.083741426E0
9.616047470E-1,5.505923033E-1,2.703028917E-1,-1.014501333E0
9.641301110E-1,7.858756781E-1,-2.600499988E-1,-9.623048902E-1
9.666514650E-1,9.627043605E-1,-7.830794454E-1,-9.207608104E-1
9.691768300E-1,1.071358085E0,-1.210104704E0,-8.824124336E-1
9.717021420E-1,1.118228316E0,-1.475214601E0,-8.632382154E-1
9.742274550E-1,1.110771775E0,-1.502910614E0,-8.483249545E-1
9.767528200E-1,1.051118731E0,-1.292127609E0,-8.280855417E-1
9.792781320E-1,9.435301423E-1,-8.979914188E-1,-8.101097345E-1
9.818034970E-1,8.114412427E-1,-4.113130867E-1,-7.856093645E-1
9.843288090E-1,7.091788650E-1,6.790860742E-2,-7.547175884E-1
9.868541220E-1,6.720288992E-1,4.491288662E-1,-7.110430598E-1
9.893794860E-1,7.155702710E-1,6.706973314E-1,-6.663032770E-1
9.919047990E-1,8.263545036E-1,6.962629557E-1,-6.332810521E-1
9.944301630E-1,9.776176214E-1,5.247604251E-1,-6.162372828E-1
9.969515170E-1,1.159772396E0,2.085193694E-1,-6.258243918E-1
9.994768820E-1,1.353511691E0,-1.515294015E-1,-6.524552107E-1
1.002002195E0,1.537796974E0,-4.347482324E-1,-6.780208349E-1
1.004527507E0,1.702908158E0,-5.828156471E-1,-6.950645447E-1
1.007052872E0,1.830736160E0,-6.051855087E-1,-7.057169080E-1
1.009578184E0,1.916886806E0,-5.348801613E-1,-7.099778056E-1
1.012103549E0,1.964822292E0,-3.953346014E-1,-7.216953635E-1
1.014628861E0,1.986127019E0,-2.111824453E-1,-7.398043275E-1
1.017154174E0,2.003170729E0,-2.396774245E-3,-7.685656548E-1
1.019679538E0,2.024475336E0,2.063889056E-1,-8.069140315E-1
1.022204851E0,2.055367231E0,4.011933804E-1,-8.547163606E-1
1.024730215E0,2.094780684E0,5.748263597E-1,-9.037170410E-1
1.027251622E0,2.136324883E0,7.324808836E-1,-9.548482299E-1
1.029776986E0,2.177868843E0,8.667002320E-1,-1.004914165E0
1.032302299E0,2.205564976E0,9.732235074E-1,-1.052849650E0
1.034827611E0,2.218347788E0,1.048721910E0,-1.097589493E0
1.037352976E0,2.216217279E0,1.096657395E0,-1.141264081E0
1.039878288E0,2.198108435E0,1.108374953E0,-1.177482009E0
