"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.297417780E-1,-9.912267923E-1,-1.246062374E1,-9.801599979E-1
1.322667780E-1,-5.766702294E-1,-1.242951679E1,-8.650053740E-1
1.347917780E-1,-3.517449200E-1,-1.230000591E1,-7.956135273E-1
1.373167780E-1,-2.126621157E-1,-1.224975681E1,-7.286145091E-1
1.398417780E-1,-4.486542568E-2,-1.207986641E1,-6.110670567E-1
1.423667780E-1,1.465603858E-1,-1.190489101E1,-6.541379094E-1
1.449312570E-1,2.545365095E-1,-1.163420296E1,-5.871388316E-1
1.474562570E-1,3.909274042E-1,-1.139940739E1,-6.278168559E-1
1.499813090E-1,4.869394004E-1,-1.113350487E1,-5.033900738E-1
1.525064650E-1,5.826523304E-1,-1.088195896E1,-5.129613280E-1
1.550652150E-1,7.118647099E-1,-1.074317551E1,-4.292125702E-1
1.576239650E-1,8.006982803E-1,-1.057059288E1,-3.714857101E-1
1.601639130E-1,8.413762450E-1,-1.043390274E1,-3.667000830E-1
1.626063090E-1,9.203394055E-1,-1.028315544E1,-3.523431420E-1
1.651314650E-1,9.873384237E-1,-1.014885807E1,-2.662015259E-1
1.677360490E-1,9.897312522E-1,-9.969396591E0,-1.848455518E-1
1.701813090E-1,1.016351461E0,-9.863813400E0,-1.369891018E-1
1.727063090E-1,1.028315544E0,-9.720243454E0,-1.752742529E-1
1.752313090E-1,9.179465771E-1,-9.566803932E0,-1.992024779E-1
1.777563090E-1,7.357929349E-1,-9.392127991E0,-1.752742529E-1
1.802813090E-1,4.965106845E-1,-9.157332420E0,-3.475574851E-1
1.828063610E-1,9.391828626E-2,-8.898608208E0,-4.722833633E-1
1.854102150E-1,-2.581257522E-1,-8.635098457E0,-6.664010882E-1
1.879746950E-1,-6.296114326E-1,-8.371588707E0,-8.961120844E-1
1.904996950E-1,-9.816554785E-1,-8.184649467E0,-1.243669510E0
1.930246950E-1,-1.281057477E0,-8.000102997E0,-1.552642822E0
1.955891740E-1,-1.558923960E0,-7.849355698E0,-1.847259045E0
1.980746950E-1,-1.855933070E0,-7.636095047E0,-2.079662085E0
2.005996950E-1,-2.222633123E0,-7.420442104E0,-2.568396091E0
2.031246950E-1,-2.531606436E0,-7.197610378E0,-2.944368362E0
2.056497470E-1,-2.795115948E0,-7.061219692E0,-3.294019461E0
2.081747470E-1,-3.101696253E0,-6.946064949E0,-3.629612923E0
2.106997470E-1,-3.401098251E0,-6.807281494E0,-3.998406649E0
2.132247470E-1,-3.643072367E0,-6.723532677E0,-4.300201416E0
2.157497470E-1,-3.839582920E0,-6.680162430E0,-4.630710125E0
2.182747470E-1,-3.899403572E0,-6.701997280E0,-4.882255554E0
2.207997470E-1,-3.887439489E0,-6.670591354E0,-5.088337421E0
2.233247470E-1,-3.669393539E0,-6.634698868E0,-5.215456009E0
2.258497470E-1,-3.322135210E0,-6.627520561E0,-5.258526802E0
2.283747990E-1,-2.972184896E0,-6.658627033E0,-5.253741264E0
2.308997990E-1,-2.569891453E0,-6.627520561E0,-5.119443893E0
2.334247990E-1,-2.167299032E0,-6.608377934E0,-4.995017052E0
2.359497990E-1,-1.934896231E0,-6.503093719E0,-4.829613209E0
2.384747990E-1,-1.702792406E0,-6.450451851E0,-4.616353035E0
2.409997990E-1,-1.496710539E0,-6.471987247E0,-4.379164696E0
2.435247990E-1,-1.427318692E0,-6.390331745E0,-4.240380764E0
2.460497990E-1,-1.340878010E0,-6.230012894E0,-3.988835335E0
2.485747990E-1,-1.252343535E0,-6.179763794E0,-3.773182154E0
2.510997990E-1,-1.147059321E0,-6.086144447E0,-3.581457376E0
2.536247990E-1,-1.060618639E0,-5.978467464E0,-3.413959742E0
2.561498510E-1,-9.912267923E-1,-5.942574978E0,-3.205485106E0
2.586748510E-1,-9.218349457E-1,-5.882455349E0,-3.088236809E0
2.611998510E-1,-8.763712645E-1,-5.820241928E0,-2.920439959E0
2.637248510E-1,-8.018946648E-1,-5.853741646E0,-2.829512835E0
2.662498510E-1,-8.449655175E-1,-5.880062580E0,-2.755036116E0
2.687748510E-1,-9.026923180E-1,-5.897111416E0,-2.788535595E0
2.712998510E-1,-9.696913958E-1,-6.021538258E0,-2.745464802E0
2.738643300E-1,-1.043868899E0,-6.129215240E0,-2.747857809E0
2.763499030E-1,-1.082154036E0,-6.330511570E0,-2.863012314E0
2.788749030E-1,-1.180558920E0,-6.512664795E0,-2.937189817E0
2.813998510E-1,-1.226022482E0,-6.754639149E0,-2.980260611E0
2.839643820E-1,-1.288235903E0,-6.967899323E0,-3.030509949E0
2.864499030E-1,-1.367199063E0,-7.130611420E0,-3.121736288E0
2.889749030E-1,-1.456032634E0,-7.310372353E0,-3.119343519E0
2.914999030E-1,-1.496710539E0,-7.526025295E0,-3.191128016E0
2.940249030E-1,-1.491924882E0,-7.770392418E0,-3.160021305E0
2.965499030E-1,-1.460818172E0,-7.997710705E0,-3.207877874E0
2.990749030E-1,-1.496710539E0,-8.148757935E0,-3.215056419E0
3.015999030E-1,-1.499103427E0,-8.297411919E0,-3.322733402E0
3.041249550E-1,-1.484746456E0,-8.395517349E0,-3.332304716E0
3.066499550E-1,-1.477568030E0,-8.414659500E0,-3.327518940E0
3.091749550E-1,-1.422533035E0,-8.445766449E0,-3.317947626E0
3.116999550E-1,-1.434497118E0,-8.342875481E0,-3.418745279E0
3.142249550E-1,-1.333699465E0,-8.244470596E0,-3.351746321E0
3.167499550E-1,-1.285843015E0,-8.088936806E0,-3.310769320E0
3.192749550E-1,-1.269093275E0,-7.882854939E0,-3.317947626E0
3.217999550E-1,-1.290628672E0,-7.700701237E0,-3.301198006E0
3.243249550E-1,-1.360020518E0,-7.509275436E0,-3.222234726E0
3.268500070E-1,-1.391127229E0,-7.365406990E0,-3.157628536E0
3.293750070E-1,-1.446461320E0,-7.140182972E0,-3.104986429E0
3.319000070E-1,-1.508674622E0,-6.999006271E0,-2.987439156E0
3.344250070E-1,-1.635494232E0,-6.800102711E0,-2.896511793E0
3.369500070E-1,-1.760220170E0,-6.658627033E0,-2.783750057E0
3.394750070E-1,-1.915753603E0,-6.574878216E0,-2.731107950E0
3.420000070E-1,-2.100300074E0,-6.476772785E0,-2.618645191E0
3.445250070E-1,-2.277667999E0,-6.438487530E0,-2.551646233E0
3.470500590E-1,-2.461915493E0,-6.448058605E0,-2.381456852E0
3.495750590E-1,-2.646461725E0,-6.483951092E0,-2.295315027E0
3.521000590E-1,-2.866900682E0,-6.570092678E0,-2.177767754E0
3.546250590E-1,-3.027518749E0,-6.713961124E0,-2.199303150E0
3.571500590E-1,-3.254837036E0,-6.833602428E0,-2.137089729E0
3.596750590E-1,-3.458526134E0,-7.085147858E0,-2.161017895E0
3.622000590E-1,-3.607180119E0,-7.358228683E0,-2.184946060E0
3.647250590E-1,-3.695714474E0,-7.686344624E0,-2.220838547E0
3.672500590E-1,-3.683750391E0,-8.108079910E0,-2.180160522E0
3.697750590E-1,-3.494418383E0,-8.630312920E0,-2.163410664E0
3.723001110E-1,-3.247658491E0,-9.248259544E0,-2.091626167E0
3.748250590E-1,-2.953042269E0,-9.808777809E0,-2.048555374E0
3.773501110E-1,-2.634497643E0,-1.047727299E1,-2.027019978E0
3.798751110E-1,-2.186441660E0,-1.114068317E1,-1.969292998E0
3.824001110E-1,-1.733899117E0,-1.180199909E1,-1.983649969E0
3.849251110E-1,-1.295414329E0,-1.240080357E1,-1.971685886E0
3.874501110E-1,-8.330013752E-1,-1.300199986E1,-1.998306036E0
3.899751110E-1,-3.661018610E-1,-1.350030518E1,-1.935793519E0
3.925001110E-1,7.477571070E-2,-1.399382496E1,-1.962114573E0
3.950646420E-1,5.635097623E-1,-1.443201065E1,-1.971685886E0
3.975501630E-1,1.004387259E0,-1.471226978E1,-1.907079697E0
4.000751630E-1,1.394716501E0,-1.500000668E1,-1.842473388E0
4.026001630E-1,1.741974831E0,-1.524168205E1,-1.895115495E0
4.051251630E-1,1.998306036E0,-1.548365593E1,-1.849651933E0
4.076501630E-1,2.149353027E0,-1.562273884E1,-1.878365755E0
4.101751630E-1,2.206780672E0,-1.581685638E1,-1.875972986E0
4.127002150E-1,2.163709879E0,-1.598674679E1,-1.887937069E0
4.152251630E-1,2.005484581E0,-1.629093552E1,-1.861616015E0
4.177502150E-1,1.698904037E0,-1.658794403E1,-1.899901152E0
4.202752150E-1,1.444965720E0,-1.695225143E1,-1.914258122E0
4.228002150E-1,1.159920812E0,-1.741227150E1,-1.844866276E0
4.253252150E-1,8.413762450E-1,-1.787677765E1,-1.866401672E0
4.278502150E-1,5.970092416E-1,-1.828654861E1,-1.825723648E0
4.303752150E-1,3.574278951E-1,-1.868884277E1,-1.758724689E0
4.329002150E-1,1.657029688E-1,-1.903400612E1,-1.588535190E0
4.354252150E-1,3.409772366E-2,-1.929273033E1,-1.478465319E0
4.379502150E-1,-6.161518395E-2,-1.947937012E1,-1.267597795E0
4.404752670E-1,-1.743769497E-1,-1.959452629E1,-1.037587762E0
4.430002670E-1,-2.629113793E-1,-1.956341934E1,-6.951149702E-1
4.455252670E-1,-3.708875179E-1,-1.948415565E1,-4.579264224E-1
4.480502670E-1,-5.072783828E-1,-1.936451530E1,-2.087737769E-1
4.505752670E-1,-6.726822853E-1,-1.922543335E1,4.486542661E-3
4.531002670E-1,-9.266205430E-1,-1.912014771E1,2.057827413E-1
4.556252670E-1,-1.254736423E0,-1.894756699E1,3.397808075E-1
4.581502670E-1,-1.592423439E0,-1.883510399E1,6.702894568E-1
4.606753200E-1,-1.959123492E0,-1.876571083E1,9.532406926E-1
4.632003200E-1,-2.385344982E0,-1.867927170E1,1.269392371E0
4.657253200E-1,-2.727817774E0,-1.860987854E1,1.592722535E0
4.682503200E-1,-2.893221617E0,-1.851895142E1,2.035992861E0
4.707753200E-1,-3.025125980E0,-1.847348785E1,2.445464849E0
4.733003200E-1,-3.202194929E0,-1.836072540E1,2.737688303E0
4.758253200E-1,-3.417848110E0,-1.826740646E1,2.929413080E0
4.783503200E-1,-3.779463291E0,-1.824826431E1,2.840878725E0
4.808753720E-1,-4.177269936E0,-1.825065613E1,2.462214470E0
4.834003720E-1,-4.646861553E0,-1.824108505E1,1.906481385E0
4.859253720E-1,-5.097011566E0,-1.816900063E1,1.257428288E0
4.884503720E-1,-5.571388245E0,-1.809960938E1,3.804588020E-1
4.909753720E-1,-5.964409351E0,-1.793689728E1,-4.148556292E-1
4.935003720E-1,-6.318846226E0,-1.766860199E1,-1.365703583E0
4.960253720E-1,-6.606284142E0,-1.724925995E1,-2.278565407E0
4.985503720E-1,-6.798008919E0,-1.681077576E1,-3.219841957E0
5.010753720E-1,-6.967899323E0,-1.626939964E1,-3.957728624E0
5.036399030E-1,-7.202695370E0,-1.559881115E1,-4.575675011E0
5.061254240E-1,-7.332206726E0,-1.486810303E1,-5.004588604E0
5.086504240E-1,-7.394420147E0,-1.409671593E1,-5.284847736E0
5.111754240E-1,-7.459026337E0,-1.340937805E1,-5.375775337E0
5.137004240E-1,-7.370491982E0,-1.274088287E1,-5.335097313E0
5.162254240E-1,-7.152445793E0,-1.216600800E1,-5.213063240E0
5.187504240E-1,-6.824330330E0,-1.168684483E1,-4.992624283E0
5.212754240E-1,-6.326025009E0,-1.130848026E1,-4.743471622E0
5.238399030E-1,-5.767899036E0,-1.098275661E1,-4.539782524E0
5.263254760E-1,-5.269593716E0,-1.077667522E1,-4.345664978E0
5.288899550E-1,-4.780859470E0,-1.060887814E1,-4.249952316E0
5.313754760E-1,-4.318446636E0,-1.056580734E1,-4.192524433E0
5.339399550E-1,-3.820440531E0,-1.054666519E1,-4.223630905E0
5.364254760E-1,-3.341277838E0,-1.065194893E1,-4.285844326E0
5.389504760E-1,-2.943470955E0,-1.085563850E1,-4.345664978E0
5.414754760E-1,-2.632104874E0,-1.105214882E1,-4.410570145E0
5.440400070E-1,-2.294417858E0,-1.126062298E1,-4.417748928E0
5.465255280E-1,-2.054836512E0,-1.157916832E1,-4.475176334E0
5.490505280E-1,-1.918146491E0,-1.184267712E1,-4.542175770E0
5.515755280E-1,-1.800898194E0,-1.208225918E1,-4.657031059E0
5.541005280E-1,-1.748256087E0,-1.225932789E1,-4.707579613E0
5.566255280E-1,-1.666600943E0,-1.240798187E1,-4.824827671E0
5.591505280E-1,-1.563709617E0,-1.251087284E1,-4.925326347E0
5.616755280E-1,-1.412961721E0,-1.254676533E1,-5.050052166E0
5.642005800E-1,-1.295414329E0,-1.250848007E1,-5.176871777E0
5.667255280E-1,-1.125224829E0,-1.251805210E1,-5.342275620E0
5.692505800E-1,-9.098708034E-1,-1.256112289E1,-5.510072231E0
5.717755800E-1,-6.990033388E-1,-1.257069397E1,-5.684748173E0
5.743005800E-1,-5.144568682E-1,-1.263559914E1,-5.795117378E0
5.768255800E-1,-3.900300860E-1,-1.260209942E1,-5.811867237E0
5.793505800E-1,-2.557329237E-1,-1.262124252E1,-5.809474468E0
5.818755800E-1,-9.780662507E-2,-1.267388439E1,-5.725426197E0
5.844006320E-1,3.888336942E-2,-1.272413349E1,-5.622535229E0
5.869256320E-1,1.704886109E-1,-1.265474129E1,-5.466702461E0
5.894506320E-1,1.920240223E-1,-1.262602806E1,-5.323132992E0
5.919755800E-1,1.824527234E-1,-1.259013557E1,-5.193621635E0
5.945006320E-1,1.345962733E-1,-1.266192055E1,-5.062016487E0
5.970256320E-1,-3.529413417E-2,-1.275045490E1,-4.920540810E0
5.995506320E-1,-2.102692872E-1,-1.293739414E1,-4.922933578E0
6.020756320E-1,-4.833501875E-1,-1.311207008E1,-4.896612644E0
6.046006840E-1,-7.396813035E-1,-1.337557983E1,-4.954339504E0
6.071256840E-1,-1.180558920E0,-1.357687569E1,-4.891826630E0
6.096506840E-1,-1.597209096E0,-1.377817154E1,-4.812863827E0
6.121756840E-1,-2.026122570E0,-1.389781284E1,-4.573282242E0
6.147006840E-1,-2.335095882E0,-1.401775360E1,-4.077369690E0
6.172256840E-1,-2.577069998E0,-1.411107349E1,-3.545564890E0
6.197506840E-1,-2.773580551E0,-1.414218044E1,-3.114557743E0
6.222756840E-1,-3.082553864E0,-1.421187115E1,-2.630609512E0
6.248006840E-1,-3.436990738E0,-1.424058533E1,-1.919043779E0
6.273257360E-1,-3.561716557E0,-1.427408409E1,-9.586246014E-1
6.298507360E-1,-3.525525093E0,-1.438176155E1,-5.772684515E-2
6.323757360E-1,-3.544667721E0,-1.429561996E1,9.652048349E-1
6.349007360E-1,-3.379562855E0,-1.423579884E1,1.906481385E0
6.374257360E-1,-3.118446112E0,-1.413978767E1,2.560619354E0
6.399507360E-1,-2.984148979E0,-1.393639755E1,3.051447153E0
6.424757360E-1,-2.883650303E0,-1.371356583E1,3.341277838E0
6.450007360E-1,-2.706282377E0,-1.333968735E1,3.585644722E0
6.475257360E-1,-2.641676188E0,-1.301635742E1,3.839582920E0
6.500507360E-1,-2.457129717E0,-1.271695518E1,4.115056515E0
6.525757880E-1,-2.236989975E0,-1.239123249E1,4.304389000E0
6.551007880E-1,-2.009372711E0,-1.203649616E1,4.311567307E0
6.576257880E-1,-1.822433591E0,-1.178764248E1,4.031308174E0
6.601507880E-1,-1.714756489E0,-1.149512005E1,3.592823267E0
6.627152670E-1,-1.408176184E0,-1.122443199E1,3.183351517E0
6.652405800E-1,-9.218349457E-1,-1.102822018E1,2.752045155E0
6.677659450E-1,-4.594219327E-1,-1.083888817E1,2.076670885E0
6.702912570E-1,8.673982322E-2,-1.076231766E1,1.341177106E0
6.728165700E-1,5.395814776E-1,-1.060887814E1,6.272186637E-1
6.753419340E-1,8.030911088E-1,-1.047248745E1,1.674975902E-1
6.778672470E-1,7.456633449E-1,-1.029033375E1,9.541380405E-2
6.803926110E-1,3.406781256E-1,-9.959825516E0,-1.800599098E-1
6.829179240E-1,-3.155534863E-1,-9.607481956E0,-5.201398134E-1
6.854432360E-1,-8.162516356E-1,-9.221938133E0,-6.855437160E-1
6.879262050E-1,-1.235593796E0,-8.855537415E0,-8.530412912E-1
6.904515170E-1,-1.590030670E0,-8.551051140E0,-1.090229869E0
6.929768300E-1,-1.800898194E0,-8.237292290E0,-1.298704505E0
6.955021950E-1,-2.076371908E0,-7.916354656E0,-1.464108348E0
6.980656840E-1,-2.256132603E0,-7.688737392E0,-1.571785331E0
7.005909970E-1,-2.356631279E0,-7.492226601E0,-1.607677698E0
7.031163610E-1,-2.457129717E0,-7.307979584E0,-1.519143224E0
7.056416740E-1,-2.569891453E0,-7.106683254E0,-1.269990563E0
7.081670380E-1,-2.660818815E0,-6.963113785E0,-1.183549881E0
7.106923510E-1,-2.727817774E0,-6.843173504E0,-1.097408295E0
7.132177150E-1,-2.742174864E0,-6.733103752E0,-9.224331379E-1
7.157430280E-1,-2.701496840E0,-6.658627033E0,-6.086742878E-1
7.182683400E-1,-2.708675146E0,-6.565307140E0,-3.909274042E-1
7.207937050E-1,-2.713460922E0,-6.287440777E0,-2.733799815E-1
7.233190170E-1,-2.667997360E0,-5.961717606E0,-3.140579760E-1
7.258009450E-1,-2.600998163E0,-5.743671417E0,-4.387838542E-1
7.283263090E-1,-2.442772865E0,-5.640780449E0,-7.357929349E-1
7.308516220E-1,-2.268096685E0,-5.525625706E0,-1.140479088E0
7.333769340E-1,-2.071586132E0,-5.472983360E0,-1.705783486E0
7.359022990E-1,-1.776969910E0,-5.348257542E0,-2.211267233E0
7.384276110E-1,-1.362413406E0,-5.281258583E0,-2.702394009E0
7.409529760E-1,-1.000798106E0,-5.338686466E0,-2.980260611E0
7.434782880E-1,-6.583253145E-1,-5.343472004E0,-3.205485106E0
7.460036010E-1,-3.756731451E-1,-5.286044121E0,-3.301198006E0
7.485263610E-1,-1.480558962E-1,-5.240580559E0,-3.435495138E0
7.510516220E-1,1.495514158E-2,-5.211866856E0,-3.512065411E0
7.535769860E-1,2.186441720E-1,-5.156831741E0,-3.430709362E0
7.561023510E-1,4.363910258E-1,-5.152046204E0,-3.354139090E0
7.586263610E-1,6.927221417E-1,-5.209474087E0,-3.207877874E0
7.611516740E-1,6.687939167E-1,-5.152046204E0,-2.735893488E0
7.636769860E-1,3.191427290E-1,-4.843072891E0,-1.890329838E0
7.662023510E-1,1.417747438E-1,-4.555634975E0,-1.523928881E0
7.687276630E-1,2.928216755E-1,-4.440480709E0,-1.665105462E0
7.712530280E-1,3.406781256E-1,-4.284946918E0,-1.564606905E0
7.737783400E-1,3.622135222E-1,-4.203291893E0,-1.351346612E0
7.763036530E-1,5.371887088E-1,-4.265505314E0,-1.195813060E0
7.788290170E-1,6.209374666E-1,-4.246362686E0,-9.825528264E-1
7.813543300E-1,5.587241054E-1,-4.124329090E0,-7.046862841E-1
7.838796950E-1,4.411766827E-1,-3.942175388E0,-5.536393523E-1
7.864405800E-1,3.023929596E-1,-3.760320902E0,-3.619144261E-1
7.889658920E-1,1.154536903E-1,-3.618845224E0,-2.709871531E-1
7.914912570E-1,-2.093719877E-2,-3.465405464E0,-2.279163599E-1
7.940165700E-1,-2.509472668E-1,-3.170789003E0,-1.298106313E-1
7.965418820E-1,-4.833501875E-1,-2.902493954E0,-4.097708687E-2
7.990672470E-1,-6.966105103E-1,-2.579163790E0,-1.226321608E-2
8.015925590E-1,-9.002995491E-1,-2.325225353E0,-6.969095767E-2
8.041179240E-1,-1.036690354E0,-2.138286114E0,-1.393819153E-1
8.066432360E-1,-1.209272742E0,-1.906182289E0,-1.896311939E-1
8.091685490E-1,-1.247557878E0,-1.714457393E0,-3.068794906E-1
8.116939130E-1,-1.285843015E0,-1.448554993E0,-3.499503136E-1
8.142192260E-1,-1.609173179E0,-1.139581800E0,-4.579264224E-1
8.167011530E-1,-1.867897153E0,-8.904291391E-1,-4.842474759E-1
8.192265170E-1,-2.085943222E0,-7.130611539E-1,-5.799604058E-1
8.217518300E-1,-2.275275230E0,-5.958128572E-1,-6.278168559E-1
8.242771420E-1,-2.428415775E0,-5.766702294E-1,-6.951149702E-1
8.268025070E-1,-2.589034081E0,-6.149554253E-1,-8.075776696E-1
8.293278200E-1,-2.744866610E0,-6.436693072E-1,-9.152546525E-1
8.318531840E-1,-2.943470955E0,-6.317051649E-1,-1.123729348E0
8.343784970E-1,-3.087339401E0,-7.082754970E-1,-1.305882931E0
8.369038090E-1,-3.159124136E0,-8.258228898E-1,-1.370489120E0
8.394291740E-1,-3.266801119E0,-8.976075649E-1,-1.411167145E0
8.419544860E-1,-3.324527979E0,-1.000499010E0,-1.617249012E0
8.444798510E-1,-3.439383507E0,-1.134796143E0,-1.811366796E0
8.470012050E-1,-3.482454300E0,-1.247258782E0,-1.986042738E0
8.495265700E-1,-3.559323788E0,-1.220937729E0,-2.177767754E0
8.520518820E-1,-3.547359467E0,-1.304686546E0,-2.347957134E0
8.545771950E-1,-3.518346548E0,-1.470090389E0,-2.577967405E0
8.571025590E-1,-3.520739317E0,-1.582553029E0,-2.822334290E0
8.596278720E-1,-3.446561813E0,-1.616351724E0,-3.040081263E0
8.621532360E-1,-3.331706524E0,-1.726421595E0,-3.234198809E0
8.646785490E-1,-3.230908871E0,-1.896611094E0,-3.401995659E0
8.672038610E-1,-3.171088219E0,-1.951645970E0,-3.600898981E0
8.697292260E-1,-3.156731367E0,-1.937289000E0,-3.794717550E0
8.722545380E-1,-3.195016384E0,-1.927717686E0,-3.907479286E0
8.747799030E-1,-3.312563896E0,-1.846062660E0,-4.077369690E0
8.773012570E-1,-3.456133127E0,-1.788634896E0,-4.242773533E0
8.798266220E-1,-3.513561010E0,-1.752742529E0,-4.451248169E0
8.823519340E-1,-3.597608805E0,-1.776670814E0,-4.635495663E0
8.848772470E-1,-3.690928936E0,-1.783849239E0,-4.829613209E0
8.874026110E-1,-3.738785267E0,-1.791027784E0,-4.995017052E0
8.899279240E-1,-3.760320902E0,-1.788634896E0,-5.196014404E0
8.924532880E-1,-3.736392498E0,-1.819741607E0,-5.454738140E0
8.949786010E-1,-3.767499208E0,-1.867598057E0,-5.795117378E0
8.975039130E-1,-3.805784464E0,-1.903789520E0,-6.190232277E0
9.000292780E-1,-3.793820381E0,-1.989931107E0,-6.554539204E0
9.025545900E-1,-3.724428415E0,-2.109572172E0,-6.885047913E0
9.050799550E-1,-3.702893019E0,-2.296511650E0,-7.464709282E0
9.076408400E-1,-3.765106440E0,-2.440380096E0,-8.137690544E0
9.101661530E-1,-3.757927895E0,-2.588735104E0,-8.595317841E0
9.126915170E-1,-3.736392498E0,-2.857030153E0,-9.050552368E0
9.152168300E-1,-3.719642878E0,-3.051147938E0,-9.443274498E0
9.177421420E-1,-3.724428415E0,-3.228515863E0,-9.615857124E0
9.202675070E-1,-3.674179077E0,-3.474976778E0,-9.426525116E0
9.227928200E-1,-3.549752474E0,-3.688236952E0,-8.875576973E0
9.253181840E-1,-3.480061531E0,-3.956532240E0,-8.027621269E0
9.278434970E-1,-3.432204962E0,-4.198506355E0,-7.081558704E0
9.303688090E-1,-3.472882986E0,-4.519443989E0,-6.674180508E0
9.328941740E-1,-3.619144201E0,-4.754239559E0,-6.425027847E0
9.354194860E-1,-3.700500250E0,-4.979464054E0,-6.947261333E0
9.379014130E-1,-3.839582920E0,-5.152046204E0,-8.291130066E0
9.404267780E-1,-4.045365810E0,-5.305186749E0,-1.089990520E1
9.429520900E-1,-4.385744572E0,-5.585446358E0,-1.420319748E1
9.454774030E-1,-4.771288395E0,-5.889933109E0,-1.767667770E1
9.480027670E-1,-5.137689114E0,-6.399903297E0,-2.022323990E1
9.505280800E-1,-5.461318493E0,-6.938886642E0,-2.005783653E1
9.530534450E-1,-5.813362598E0,-7.516454220E0,-1.662024689E1
9.555787570E-1,-6.570391655E0,-8.091329575E0,-1.054516983E1
9.581040700E-1,-7.293921471E0,-8.551051140E0,-4.182952881E0
9.606294340E-1,-7.648358345E0,-9.262616158E0,2.632105052E-1
9.631547470E-1,-7.511668682E0,-1.020179939E1,1.709970832E0
9.656801110E-1,-7.010970116E0,-1.129651546E1,5.650052428E-1
9.682014650E-1,-6.534499645E0,-1.268106270E1,-1.849651933E0
9.707268300E-1,-6.179763794E0,-1.416850090E1,-4.664209366E0
9.732521420E-1,-5.904289722E0,-1.565384579E1,-7.955836296E0
9.757774550E-1,-5.557031631E0,-1.713679695E1,-1.171436214E1
9.783028200E-1,-5.362913609E0,-1.836790466E1,-1.526919937E1
9.808281320E-1,-5.166702271E0,-1.926611137E1,-1.722383690E1
9.833534970E-1,-5.183452129E0,-2.006381798E1,-1.620838165E1
9.858788090E-1,-5.523531914E0,-2.054537392E1,-1.295743370E1
9.884041220E-1,-6.009873390E0,-2.059562302E1,-8.964410782E0
9.909294860E-1,-6.452844620E0,-2.006142426E1,-5.392524719E0
9.934547990E-1,-6.642176628E0,-1.889013863E1,-2.251945257E0
9.959801630E-1,-6.416952133E0,-1.710299873E1,5.673980713E-1
9.985015170E-1,-6.019444466E0,-1.477478218E1,2.416750908E0
1.001026882E0,-5.616852283E0,-1.205354500E1,2.764009237E0
1.003552195E0,-5.592923641E0,-9.727422714E0,1.829911113E0
1.006077507E0,-5.655137062E0,-7.930711746E0,3.445664644E-1
