"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.418142260E-1,-2.023942769E-1,1.147788614E-1,5.722964406E-1
3.443394870E-1,-1.523283273E-1,1.744319052E-1,5.456656218E-1
3.468647470E-1,-1.033276021E-1,2.223673910E-1,5.147738457E-1
3.493900600E-1,-5.965305120E-2,2.596505582E-1,4.881430268E-1
3.519153200E-1,-1.384802908E-2,2.852161527E-1,4.625774324E-1
3.544794350E-1,3.195698932E-2,3.022598624E-1,4.370118380E-1
3.569659450E-1,7.656362653E-2,3.054555655E-1,4.103810191E-1
3.594912050E-1,1.213034093E-1,3.065207899E-1,3.870790601E-1
3.620165180E-1,1.660431921E-1,2.948032320E-1,3.604482114E-1
3.645417780E-1,2.086525112E-1,2.745638192E-1,3.359478712E-1
3.670670390E-1,2.523270845E-1,2.521939278E-1,3.071865737E-1
3.695923510E-1,2.960016131E-1,2.202369273E-1,2.773600519E-1
3.721176120E-1,3.418066502E-1,1.872147024E-1,2.496639937E-1
3.746429240E-1,3.865464330E-1,1.478010863E-1,2.198374718E-1
3.771681850E-1,4.302209914E-1,1.094526947E-1,1.900109351E-1
3.796934970E-1,4.781564772E-1,7.430000603E-2,1.644453406E-1
3.822188100E-1,5.239614844E-1,3.808208182E-2,1.367492825E-1
3.847440700E-1,5.750926733E-1,1.038602181E-2,1.058575287E-1
3.872693300E-1,6.283543110E-1,-1.091863867E-2,7.390054315E-2
3.897946430E-1,6.794854999E-1,-3.222329915E-2,4.407401755E-2
3.923199030E-1,7.304835320E-1,-4.607132822E-2,1.318225823E-2
3.948452160E-1,7.826799750E-1,-5.991935730E-2,-2.090519853E-2
3.973705280E-1,8.316806555E-1,-6.311506033E-2,-4.860125855E-2
3.998957890E-1,8.849423528E-1,-6.098458916E-2,-7.310161740E-2
4.024210490E-1,9.318125844E-1,-5.672365800E-2,-9.653674066E-2
4.049463620E-1,9.829437733E-1,-4.607132822E-2,-1.178414002E-1
4.074716220E-1,1.035140157E0,-2.583190054E-2,-1.359503716E-1
4.099969350E-1,1.086271405E0,-7.722939365E-3,-1.508636326E-1
4.125221950E-1,1.139533043E0,1.358172111E-2,-1.689725816E-1
4.150475080E-1,1.189599037E0,4.340824485E-2,-1.892120093E-1
4.175727680E-1,1.247121572E0,7.216953486E-2,-2.051905096E-1
4.200980800E-1,1.302380562E0,1.062569916E-1,-2.199706137E-1
4.226233410E-1,1.357772589E0,1.467358470E-1,-2.359491140E-1
4.251486530E-1,1.415295243E0,1.914756298E-1,-2.455362082E-1
4.276739140E-1,1.471752524E0,2.372806519E-1,-2.572537661E-1
4.301992260E-1,1.530340433E0,2.948032320E-1,-2.679060996E-1
4.327244870E-1,1.589993477E0,3.565867543E-1,-2.774932086E-1
4.352497990E-1,1.645385504E0,4.256937504E-1,-2.838846147E-1
4.377750600E-1,1.699712396E0,4.906729758E-1,-2.860150635E-1
4.403003720E-1,1.757235050E0,5.620435476E-1,-2.913412452E-1
4.428256330E-1,1.807300925E0,6.366099119E-1,-2.945369184E-1
4.453509450E-1,1.859497428E0,7.133066654E-1,-2.945369184E-1
4.478762050E-1,1.906234503E0,7.846772671E-1,-2.977326214E-1
4.504015180E-1,1.950974226E0,8.571131229E-1,-2.966673970E-1
4.529267780E-1,1.993583560E0,9.220923185E-1,-2.956021726E-1
4.554520910E-1,2.029801607E0,9.849410653E-1,-2.966673970E-1
4.579773510E-1,2.064954281E0,1.039134860E0,-2.945369184E-1
4.605026120E-1,2.096911192E0,1.093461752E0,-2.902759910E-1
4.630279240E-1,2.121411562E0,1.143527627E0,-2.870802879E-1
4.655532370E-1,2.141650915E0,1.190397859E0,-2.849498391E-1
4.680784970E-1,2.161890507E0,1.230876803E0,-2.849498391E-1
4.706426120E-1,2.169347048E0,1.269225121E0,-2.838846147E-1
4.731290700E-1,2.182129860E0,1.306508303E0,-2.838846147E-1
4.756543830E-1,2.189586401E0,1.335269570E0,-2.817541361E-1
4.781796430E-1,2.191716909E0,1.358704686E0,-2.806889117E-1
4.807049550E-1,2.191716909E0,1.373618007E0,-2.806889117E-1
4.832302160E-1,2.186390877E0,1.382139802E0,-2.806889117E-1
4.857555280E-1,2.179999352E0,1.378944159E0,-2.838846147E-1
4.882807890E-1,2.171477556E0,1.367226601E0,-2.913412452E-1
4.908061010E-1,2.160825253E0,1.353378534E0,-3.009283245E-1
4.933313620E-1,2.148042440E0,1.331008673E0,-3.137111366E-1
4.958566740E-1,2.135259628E0,1.306508303E0,-3.232982159E-1
4.983819350E-1,2.119281054E0,1.286268830E0,-3.392767310E-1
5.009072470E-1,2.104367733E0,1.254311919E0,-3.531247377E-1
5.034325080E-1,2.088389397E0,1.218093991E0,-3.744294047E-1
5.059578200E-1,2.073476076E0,1.177615166E0,-3.946688473E-1
5.084830800E-1,2.059628010E0,1.143527627E0,-4.159734845E-1
5.110083930E-1,2.045779943E0,1.113701105E0,-4.404738545E-1
5.135336530E-1,2.029801607E0,1.080678940E0,-4.692351520E-1
5.160589660E-1,2.017018795E0,1.046591401E0,-5.001268983E-1
5.185842260E-1,2.008496761E0,1.012503982E0,-5.331491232E-1
5.211095390E-1,1.997844577E0,9.828106165E-1,-5.683017969E-1
5.236348510E-1,1.991453171E0,9.529840946E-1,-6.055849791E-1
5.261601120E-1,1.982931256E0,9.199618697E-1,-6.460638046E-1
5.286853720E-1,1.974409461E0,8.922657967E-1,-6.854774356E-1
5.312106850E-1,1.973344207E0,8.656349778E-1,-7.216953635E-1
5.337359450E-1,1.970148444E0,8.390041590E-1,-7.621742487E-1
5.362612580E-1,1.965887547E0,8.155690432E-1,-7.983921766E-1
5.387865180E-1,1.965887547E0,7.910686731E-1,-8.334116936E-1
5.413118300E-1,1.964822292E0,7.665683031E-1,-8.706948161E-1
5.438370910E-1,1.961626649E0,7.484593391E-1,-9.069127440E-1
5.463624030E-1,1.961626649E0,7.324808836E-1,-9.399349689E-1
5.488876640E-1,1.964822292E0,7.154371142E-1,-9.686962962E-1
5.514129240E-1,1.959496140E0,7.015891075E-1,-1.001718521E0
5.539382890E-1,1.956300497E0,6.930672526E-1,-1.027284145E0
5.564635490E-1,1.953104734E0,6.845453978E-1,-1.058175802E0
5.589888100E-1,1.945648074E0,6.760234833E-1,-1.090132833E0
5.615141220E-1,1.934995770E0,6.675016284E-1,-1.119959354E0
5.640393830E-1,1.924343467E0,6.579145193E-1,-1.149785876E0
5.665646950E-1,1.916886806E0,6.515231729E-1,-1.176416755E0
5.690899550E-1,1.901041508E0,6.440665126E-1,-1.200917125E0
5.715734450E-1,1.886128187E0,6.387403607E-1,-1.224352241E0
5.742182890E-1,1.873345375E0,6.312837005E-1,-1.250983000E0
5.767518830E-1,1.852040768E0,6.227618456E-1,-1.273352981E0
5.792299030E-1,1.832866549E0,6.174356937E-1,-1.290396690E0
5.817551640E-1,1.812627196E0,6.089138389E-1,-1.311701298E0
5.843238100E-1,1.787061572E0,6.003919840E-1,-1.328745008E0
5.867669350E-1,1.764691710E0,5.950657725E-1,-1.344723582E0
5.892922470E-1,1.740191340E0,5.940005779E-1,-1.357506275E0
5.918175080E-1,1.711429954E0,6.014571786E-1,-1.364962935E0
5.943428200E-1,1.683733940E0,6.057181358E-1,-1.373484850E0
5.968680800E-1,1.660298824E0,6.206313968E-1,-1.374550104E0
5.993933930E-1,1.628341794E0,6.344794035E-1,-1.379876256E0
6.019186530E-1,1.598515272E0,6.568493247E-1,-1.373484850E0
6.044827680E-1,1.571884513E0,6.845453978E-1,-1.367093444E0
6.069692260E-1,1.548449397E0,7.079805136E-1,-1.357506275E0
6.094945390E-1,1.533536077E0,7.303503752E-1,-1.344723582E0
6.120197990E-1,1.520753264E0,7.591117024E-1,-1.331940770E0
6.145451120E-1,1.513296723E0,7.900034189E-1,-1.318092704E0
6.170703720E-1,1.509035707E0,8.283518553E-1,-1.303179502E0
6.195956850E-1,1.504774809E0,8.730916381E-1,-1.282940030E0
6.221209970E-1,1.505840063E0,9.135704637E-1,-1.264831066E0
6.246462580E-1,1.516492367E0,9.540493488E-1,-1.247787356E0
6.271715700E-1,1.537796974E0,9.828106165E-1,-1.224352241E0
6.296968300E-1,1.558036447E0,9.955934286E-1,-1.199851871E0
6.322220910E-1,1.581471562E0,1.011438727E0,-1.176416755E0
6.347474030E-1,1.600645781E0,1.018895388E0,-1.150851130E0
6.372727160E-1,1.611298084E0,1.025286794E0,-1.124220252E0
6.397979760E-1,1.621950388E0,1.028482437E0,-1.098654747E0
6.423232370E-1,1.626211405E0,1.027417302E0,-1.070958614E0
6.448485490E-1,1.625146151E0,1.031678200E0,-1.042197347E0
6.473738100E-1,1.620885253E0,1.030612946E0,-1.016631722E0
6.498991220E-1,1.610232830E0,1.028482437E0,-9.910661578E-1
6.524243830E-1,1.596384883E0,1.022091031E0,-9.665657878E-1
6.549496950E-1,1.580406308E0,1.011438727E0,-9.431306720E-1
6.574749550E-1,1.559101701E0,9.966586232E-1,-9.196955562E-1
6.600002680E-1,1.536731839E0,9.700278044E-1,-8.973256946E-1
6.625643300E-1,1.507970452E0,9.370055795E-1,-8.802819252E-1
6.650508410E-1,1.484535336E0,8.912006021E-1,-8.653686643E-1
6.675761010E-1,1.454708815E0,8.400694132E-1,-8.472597003E-1
6.701014140E-1,1.427012801E0,7.804163694E-1,-8.227593303E-1
6.726266740E-1,1.393990517E0,7.133066654E-1,-7.941312194E-1
6.751519870E-1,1.357772589E0,6.376751065E-1,-7.696308494E-1
6.776772470E-1,1.321554661E0,5.556522012E-1,-7.440652847E-1
6.802025600E-1,1.279078603E0,4.683030546E-1,-7.206301689E-1
6.827278200E-1,1.236469269E0,3.768261969E-1,-7.035863996E-1
6.852531330E-1,1.192794681E0,2.820204496E-1,-6.822817326E-1
6.877783930E-1,1.142728686E0,1.893451661E-1,-6.663032770E-1
6.903037050E-1,1.092662811E0,9.240896255E-2,-6.524552107E-1
6.928289660E-1,1.042596817E0,-8.788172156E-3,-6.354115009E-1
6.953542780E-1,9.904004335E-1,-1.099853069E-1,-6.173025370E-1
6.978795390E-1,9.382039905E-1,-2.079867423E-1,-5.991935730E-1
7.004048510E-1,8.860075474E-1,-3.047898114E-1,-5.757584572E-1
7.029301120E-1,8.380720615E-1,-4.017260075E-1,-5.523233414E-1
7.054554240E-1,7.922670841E-1,-5.061188340E-1,-5.224968195E-1
7.079806850E-1,7.496577501E-1,-6.094464660E-1,-4.937354922E-1
7.105059970E-1,7.091788650E-1,-7.159697413E-1,-4.660394490E-1
7.130312580E-1,6.709636450E-1,-8.223599195E-1,-4.372781515E-1
7.155565700E-1,6.358109713E-1,-9.182308912E-1,-4.127778113E-1
7.180818300E-1,6.027887464E-1,-1.010906100E0,-3.914731443E-1
7.206071430E-1,5.708317757E-1,-1.090798616E0,-3.691032529E-1
7.231324030E-1,5.442008972E-1,-1.150451660E0,-3.477985859E-1
7.256577160E-1,5.143743753E-1,-1.195191503E0,-3.339505494E-1
7.281829760E-1,4.813521802E-1,-1.223952770E0,-3.211677670E-1
7.307082890E-1,4.440690279E-1,-1.240996480E0,-3.147763610E-1
7.332335490E-1,3.993292153E-1,-1.249518394E0,-3.062545061E-1
7.357588620E-1,3.460675776E-1,-1.243126988E0,-2.828193605E-1
7.382841220E-1,2.757622004E-1,-1.226083159E0,-2.476666719E-1
7.408094350E-1,1.990654171E-1,-1.210104704E0,-1.956034154E-1
7.433346950E-1,1.085206121E-1,-1.189865232E0,-1.284937263E-1
7.458600080E-1,1.278279629E-2,-1.157908320E0,-4.434032366E-2
7.483852680E-1,-9.267527610E-2,-1.112103224E0,5.792204663E-2
7.509105800E-1,-2.066552043E-1,-1.058841586E0,1.708367467E-1
7.534358410E-1,-3.110480309E-1,-9.842753410E-1,2.848166823E-1
7.559611530E-1,-4.143756330E-1,-8.862738609E-1,3.986634612E-1
7.584864140E-1,-5.059856772E-1,-7.820141912E-1,4.955996573E-1
7.610117260E-1,-6.038539410E-1,-6.882736683E-1,5.776225924E-1
7.635369870E-1,-7.071815729E-1,-6.083812118E-1,6.394061446E-1
7.660622990E-1,-8.243572116E-1,-5.657718778E-1,6.862763762E-1
7.685875600E-1,-9.670984149E-1,-5.668371320E-1,7.203638554E-1
7.711128720E-1,-1.137535691E0,-5.977289081E-1,7.469946742E-1
7.736381330E-1,-1.322753072E0,-6.520557404E-1,7.619079351E-1
7.761634450E-1,-1.513429761E0,-7.021217346E-1,7.757559419E-1
7.786887050E-1,-1.694519401E0,-7.191654444E-1,7.927996516E-1
7.812140180E-1,-1.845649362E0,-6.904041767E-1,8.034520149E-1
7.837392780E-1,-1.964955449E0,-5.934679508E-1,8.130391240E-1
7.862645910E-1,-2.026738882E0,-4.251611233E-1,8.194305301E-1
7.887898510E-1,-2.028869390E0,-1.845516264E-1,8.258218765E-1
7.913151640E-1,-1.968151212E0,1.137136221E-1,8.322132826E-1
7.938404240E-1,-1.852040768E0,4.533897936E-1,8.322132826E-1
7.963656850E-1,-1.689193249E0,8.272866011E-1,8.204957247E-1
7.988909970E-1,-1.493190408E0,1.236202955E0,8.055824637E-1
8.014162580E-1,-1.274817586E0,1.677076221E0,7.853430510E-1
8.039415700E-1,-1.040599465E0,2.129800320E0,7.608426809E-1
8.064668300E-1,-8.062482476E-1,2.584521532E0,7.288857102E-1
8.089921430E-1,-5.942668915E-1,2.996633768E0,6.852111220E-1
8.115174030E-1,-4.090494812E-1,3.344964743E0,6.372756362E-1
8.140427160E-1,-2.684387267E-1,3.607944250E0,5.904054046E-1
8.165680280E-1,-1.693720520E-1,3.764533520E0,5.541874766E-1
8.190932890E-1,-1.171756312E-1,3.794359922E0,5.286219120E-1
8.216185490E-1,-9.480573982E-2,3.655879736E0,5.222305059E-1
8.241438620E-1,-1.203713343E-1,3.299159765E0,5.403394699E-1
8.266691740E-1,-2.055899799E-1,2.656957388E0,5.989272594E-1
8.291944350E-1,-3.600487709E-1,1.645119309E0,7.065157890E-1
8.317196950E-1,-6.603113413E-1,1.733666807E-1,8.694964647E-1
8.342450080E-1,-1.165098667E0,-1.675478339E0,1.082409859E0
8.367702680E-1,-1.767887354E0,-3.491301298E0,1.317826390E0
8.392955800E-1,-2.336721897E0,-4.916316509E0,1.528742552E0
8.418208930E-1,-2.813812971E0,-5.827889919E0,1.691590071E0
8.443461530E-1,-3.183315754E0,-6.223091125E0,1.800243855E0
8.468714660E-1,-3.424058437E0,-6.124024868E0,1.837526917E0
8.493967260E-1,-3.512472630E0,-5.578758717E0,1.791721940E0
8.519219870E-1,-3.433645487E0,-4.690487385E0,1.661763549E0
8.544861010E-1,-3.185446262E0,-3.619129181E0,1.465893745E0
8.569725600E-1,-2.785051823E0,-2.485987663E0,1.211303115E0
8.594978720E-1,-2.304764748E0,-1.359237313E0,9.291495085E-1
8.620231330E-1,-1.806235790E0,-2.983984053E-1,6.511237025E-1
8.645484450E-1,-1.333405495E0,6.547188759E-1,3.881442845E-1
8.671125080E-1,-9.063801765E-1,1.455640912E0,1.527277827E-1
8.695990180E-1,-5.367442966E-1,2.080799580E0,-5.073172227E-2
8.721242780E-1,-2.205032408E-1,2.536586046E0,-2.274272442E-1
8.746495910E-1,5.326165259E-2,2.822068691E0,-3.818860352E-1
8.772136530E-1,2.960016131E-1,2.958285332E0,-5.182358623E-1
8.797001640E-1,5.037220716E-1,2.957220078E0,-6.396724582E-1
8.822254240E-1,6.816160083E-1,2.827394724E0,-7.376738787E-1
8.847507370E-1,8.295502067E-1,2.585586786E0,-8.165011406E-1
8.872759970E-1,9.403344393E-1,2.245777607E0,-8.728253245E-1
8.898013100E-1,1.015965939E0,1.848578811E0,-8.962604403E-1
8.923265700E-1,1.059640527E0,1.435401559E0,-8.994561434E-1
8.948518830E-1,1.079879999E0,1.058308959E0,-8.738905191E-1
8.973771430E-1,1.077749491E0,7.388722301E-1,-8.334116936E-1
8.999024550E-1,1.073488593E0,4.981296062E-1,-7.930659652E-1
9.024277160E-1,1.064966679E0,3.374125659E-1,-7.525871396E-1
9.049530280E-1,1.054314375E0,2.532591522E-1,-7.259563208E-1
9.074782890E-1,1.053249121E0,2.426068187E-1,-7.131735086E-1
9.100036010E-1,1.052183867E0,3.011946380E-1,-7.174344659E-1
9.125288620E-1,1.050053477E0,4.097152650E-1,-7.408695817E-1
9.150541740E-1,1.050053477E0,5.556522012E-1,-7.738918066E-1
9.175794350E-1,1.050053477E0,7.165023685E-1,-8.111749291E-1
9.201047470E-1,1.047922969E0,8.752220869E-1,-8.493902087E-1
9.226300080E-1,1.042596817E0,1.007177830E0,-8.749557734E-1
9.251552680E-1,1.034074903E0,1.092396498E0,-8.951951861E-1
9.276805800E-1,1.006378889E0,1.129679680E0,-9.122389555E-1
9.302058930E-1,9.648348093E-1,1.114766359E0,-9.228912592E-1
9.327311530E-1,9.083774686E-1,1.044461012E0,-9.324783683E-1
9.352564660E-1,8.444634676E-1,9.327446818E-1,-9.388697743E-1
9.377817260E-1,7.720276117E-1,7.793511152E-1,-9.484568238E-1
9.403070390E-1,6.857437491E-1,5.961310267E-1,-9.548482299E-1
9.428322990E-1,5.995930433E-1,3.938699067E-1,-9.601744413E-1
9.453576120E-1,5.250267386E-1,1.776276082E-1,-9.686962962E-1
9.478828720E-1,4.579170346E-1,-4.607132822E-2,-9.814790487E-1
9.504081850E-1,4.046553969E-1,-2.717675865E-1,-9.921314120E-1
9.529334450E-1,3.705679476E-1,-4.890751243E-1,-1.000653267E0
9.554587050E-1,3.503285050E-1,-6.946650743E-1,-1.005979419E0
9.579840180E-1,3.492632806E-1,-8.745563030E-1,-1.003849030E0
9.605093300E-1,3.556546867E-1,-1.022623658E0,-1.001718521E0
9.630345910E-1,3.737636507E-1,-1.139799356E0,-9.942618608E-1
9.655598510E-1,3.993292153E-1,-1.227148414E0,-9.836095572E-1
9.680851640E-1,4.302209914E-1,-1.278279662E0,-9.729571939E-1
9.706492780E-1,4.643084407E-1,-1.301714778E0,-9.612396359E-1
9.731357370E-1,5.005263686E-1,-1.305975676E0,-9.527177811E-1
9.756609970E-1,5.452661514E-1,-1.288931966E0,-9.463263750E-1
9.781863100E-1,5.900059342E-1,-1.253779292E0,-9.441959262E-1
9.807115700E-1,6.315500140E-1,-1.209039450E0,-9.452611804E-1
9.832368830E-1,6.784203053E-1,-1.150451660E0,-9.505873322E-1
9.857621430E-1,7.251573801E-1,-1.085472465E0,-9.537830353E-1
9.882874550E-1,7.645710111E-1,-1.013036609E0,-9.559134841E-1
9.908127160E-1,7.965279818E-1,-9.448617101E-1,-9.591091871E-1
9.933380280E-1,8.220936060E-1,-8.788172603E-1,-9.537830353E-1
9.958632890E-1,8.433982730E-1,-8.118407130E-1,-9.452611804E-1
9.983886010E-1,8.519201279E-1,-7.553833723E-1,-9.346088171E-1
1.000913862E0,8.561810255E-1,-7.042521834E-1,-9.122389555E-1
1.003439174E0,8.572462797E-1,-6.563166976E-1,-8.866733313E-1
1.005964435E0,8.497896194E-1,-6.179683208E-1,-8.568468094E-1
1.008489747E0,8.402025700E-1,-5.849460959E-1,-8.207620382E-1
1.011015008E0,8.348763585E-1,-5.561847687E-1,-7.802832127E-1
1.013540320E0,8.252893090E-1,-5.295539498E-1,-7.366086245E-1
1.016065580E0,8.146369457E-1,-5.103797913E-1,-6.982602477E-1
1.018590893E0,8.114412427E-1,-4.922707975E-1,-6.556509137E-1
1.021116153E0,8.093107939E-1,-4.730966091E-1,-6.151720881E-1
1.023641414E0,8.093107939E-1,-4.517919421E-1,-5.778889060E-1
1.026166726E0,8.146369457E-1,-4.315525293E-1,-5.395405293E-1
1.028692039E0,8.220936060E-1,-4.081174135E-1,-5.022573471E-1
1.031217299E0,8.284850121E-1,-3.782908916E-1,-4.660394490E-1
1.033742560E0,8.306154609E-1,-3.484643400E-1,-4.319519997E-1
1.036267872E0,8.380720615E-1,-3.165073693E-1,-3.999949992E-1
1.038793185E0,8.412677646E-1,-2.834851444E-1,-3.701684773E-1
