"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.040834100E-2,0.000000000E0,0.000000000E0,0.000000000E0
8.543516400E-2,1.220713854E-1,2.237319946E-1,-4.818491936E-1
9.040266400E-2,3.711376786E-1,4.318742752E-1,-8.165121078E-1
9.549500800E-2,6.544654965E-1,5.628681183E-1,-1.051490784E0
1.005455800E-1,7.657281756E-1,7.387671471E-1,-1.019813538E0
1.056024550E-1,7.550826669E-1,1.053953171E0,-4.928517342E-1
1.106467260E-1,5.428732038E-1,1.420720100E0,1.925292015E-1
1.157655280E-1,7.299369574E-2,1.756594658E0,5.684275627E-1
1.207478720E-1,-4.714130759E-1,1.881571293E0,6.320743561E-1
1.257984450E-1,-9.945601821E-1,1.750174046E0,8.291695118E-1
1.308490180E-1,-1.439493179E0,1.587513447E0,1.213236332E0
1.358995910E-1,-1.869774699E0,1.392204762E0,1.585731983E0
1.410665700E-1,-2.283876419E0,1.202196121E0,1.861598730E0
1.461171430E-1,-2.602908373E0,8.940858841E-1,1.755650520E0
1.511677160E-1,-2.713886976E0,4.618735313E-1,1.316632271E0
1.562182890E-1,-2.450521469E0,-1.702089310E-1,5.052363873E-1
1.612688620E-1,-1.971247435E0,-1.076427460E0,-3.562293053E-1
1.663194350E-1,-1.338245630E0,-2.121424198E0,-9.435143471E-1
1.713700080E-1,-8.675401211E-1,-3.316547394E0,-1.304068565E0
1.764205800E-1,-4.587202072E-1,-4.650868416E0,-1.451206207E0
1.814711530E-1,-9.463620186E-2,-6.151902676E0,-1.591448307E0
1.865605280E-1,2.293155193E-1,-7.631063461E0,-1.975340366E0
1.916312050E-1,4.263272285E-1,-8.988622665E0,-2.238562584E0
1.967336010E-1,3.890707493E-1,-9.957798958E0,-2.079874039E0
2.017288620E-1,2.453367710E-1,-1.042912006E1,-1.324796677E0
2.067240180E-1,-5.146002769E-2,-1.035789490E1,-5.192852020E-1
2.117745910E-1,-5.072343349E-1,-9.816911697E0,4.764318466E-2
2.168251640E-1,-8.307495117E-1,-8.993220329E0,4.241170883E-1
2.218757370E-1,-1.084365129E0,-8.081191063E0,8.303303719E-1
2.269263100E-1,-1.076248407E0,-6.977899551E0,1.384168625E0
2.319768830E-1,-9.950783253E-1,-5.762514114E0,1.877544403E0
2.370274550E-1,-7.593617439E-1,-4.440580368E0,2.187971830E0
2.420780280E-1,-4.516880512E-1,-2.954812050E0,2.404966831E0
2.471286530E-1,-1.619315147E-1,-1.502010345E0,2.382809639E0
2.521791740E-1,3.947687149E-2,-2.581748962E-1,2.161108971E0
2.572685490E-1,8.823680878E-2,7.986526489E-1,1.965894699E0
2.622803200E-1,5.772209167E-2,1.485808372E0,1.732736111E0
2.673308930E-1,-3.615021706E-2,1.912720680E0,1.709297180E0
2.723814660E-1,-8.038616180E-2,2.046795368E0,1.925442219E0
2.774320390E-1,-1.657114029E-1,2.020171165E0,2.312643051E0
2.824826120E-1,-8.847284317E-2,1.848318577E0,2.440746069E0
2.875331850E-1,-4.424238205E-2,1.510244370E0,2.243220329E0
2.925837580E-1,-5.465269089E-2,1.095138550E0,1.897040367E0
2.976343300E-1,-1.348948479E-1,6.676330566E-1,1.636502743E0
3.026849030E-1,-3.080811501E-1,3.519868851E-1,1.362053394E0
3.077354760E-1,-4.475784302E-1,4.436492920E-2,1.247359276E0
3.127860490E-1,-3.619041443E-1,-1.021547318E-1,1.140228748E0
3.178366220E-1,-2.045707703E-1,-2.847013474E-1,1.204983234E0
3.228871950E-1,-2.237319946E-3,-5.194845200E-1,1.100630283E0
3.279765700E-1,8.543634415E-2,-8.226108551E-1,1.096085548E0
3.329883410E-1,3.709888458E-2,-1.080316544E0,1.174701691E0
3.380389140E-1,1.141595840E-2,-1.353485107E0,1.411273479E0
3.430894870E-1,-9.053087234E-2,-1.535353661E0,1.743631840E0
3.481400600E-1,-2.665624619E-1,-1.565421104E0,2.156951427E0
3.532294350E-1,-4.855070114E-1,-1.506831169E0,2.536322355E0
3.582412050E-1,-6.774263382E-1,-1.309180260E0,2.844978809E0
3.632917780E-1,-7.910585403E-1,-9.738807678E-1,3.170724630E0
3.683423510E-1,-7.284193039E-1,-5.029926300E-1,3.423315048E0
3.733929240E-1,-5.154962540E-1,8.978176117E-2,3.657600403E0
3.784434970E-1,-2.122278214E-1,7.920913696E-1,3.732465267E0
3.834940700E-1,1.386160851E-1,1.464729309E0,3.659932613E0
3.885446430E-1,4.848256111E-1,2.098259926E0,3.503770828E0
3.935952160E-1,7.330689430E-1,2.695850849E0,3.278628588E0
3.986457890E-1,8.303728104E-1,3.268684387E0,2.970768929E0
4.036963620E-1,9.370565414E-1,3.710823059E0,2.630297184E0
4.087469350E-1,1.048112869E0,4.051336765E0,2.329940557E0
4.137975080E-1,1.133801937E0,4.356678486E0,2.047978878E0
4.188480800E-1,1.274512768E0,4.521288395E0,1.792393923E0
4.238986530E-1,1.372496605E0,4.692247868E0,1.532397747E0
4.289492260E-1,1.501502037E0,4.882315636E0,1.300106525E0
4.339997990E-1,1.602802753E0,4.978957176E0,1.107411385E0
4.390503720E-1,1.694802761E0,5.154261589E0,9.175007343E-1
4.441009450E-1,1.795239210E0,5.278153419E0,8.040070534E-1
4.491515180E-1,1.907873154E0,5.366327286E0,7.259316444E-1
4.542020910E-1,1.969328403E0,5.436544418E0,7.762360573E-1
4.592526120E-1,2.092065334E0,5.485036850E0,7.239720821E-1
4.643032370E-1,2.169390202E0,5.526916981E0,6.358797550E-1
4.693926120E-1,2.200673103E0,5.532834530E0,5.097603798E-1
4.744043830E-1,2.214939594E0,5.520571709E0,4.659729004E-1
4.794549550E-1,2.264121056E0,5.407292366E0,4.275245667E-1
4.845055280E-1,2.342724085E0,5.291726589E0,4.857742786E-1
4.895561010E-1,2.480221272E0,5.159726620E0,5.421352386E-1
4.946066740E-1,2.596735001E0,4.999610901E0,5.432507992E-1
4.996572470E-1,2.722023249E0,4.814015388E0,5.312805176E-1
5.047078200E-1,2.890343428E0,4.557196140E0,5.059425831E-1
5.097583930E-1,3.039341450E0,4.225303173E0,5.075979233E-1
5.148089660E-1,3.152032852E0,3.854816437E0,4.602861404E-1
5.198595390E-1,3.230786800E0,3.428627968E0,4.067790508E-1
5.249101120E-1,3.273100376E0,2.956915855E0,3.671665192E-1
5.299606850E-1,3.218725204E0,2.544326782E0,3.353016376E-1
5.350112580E-1,3.086338997E0,2.120261192E0,2.587568760E-1
5.400618300E-1,2.872078419E0,1.726108551E0,2.409844398E-1
5.451124030E-1,2.646448612E0,1.373205185E0,1.085674763E-1
5.501629240E-1,2.372998476E0,1.097626686E0,-2.243638039E-2
5.552135490E-1,2.142146111E0,8.911428452E-1,-1.479849815E-1
5.602641220E-1,1.877239466E0,6.972084045E-1,-2.867891788E-1
5.653146950E-1,1.673528194E0,6.091256142E-1,-3.970222473E-1
5.703234450E-1,1.503850341E0,5.243721008E-1,-5.574409962E-1
5.755018830E-1,1.295208931E0,4.708747864E-1,-6.850259304E-1
5.805051640E-1,1.187898397E0,4.223165512E-1,-8.045053482E-1
5.855169350E-1,1.096874475E0,4.134197235E-1,-8.435292244E-1
5.905675080E-1,1.027719378E0,4.474220276E-1,-9.891154766E-1
5.956180800E-1,9.596574306E-1,5.827074051E-1,-9.902462959E-1
6.006686530E-1,9.189883471E-1,7.825832367E-1,-9.771535397E-1
6.057192260E-1,8.039584160E-1,1.076045990E0,-8.882701397E-1
6.107697990E-1,8.376226425E-1,1.367560387E0,-5.199415684E-1
6.158203720E-1,8.430118561E-1,1.655019760E0,-3.902497292E-1
6.208709970E-1,8.823145628E-1,1.912463188E0,-2.883582115E-1
6.259215700E-1,9.447829723E-1,2.215334415E0,1.561005116E-1
6.309720910E-1,9.232441187E-1,2.480317593E0,5.613052845E-1
6.360227160E-1,7.345626354E-1,2.600846291E0,5.681564808E-1
6.410732370E-1,5.051198006E-1,2.612443924E0,5.441632271E-1
6.461238100E-1,2.745780945E-1,2.395980358E0,4.643367529E-1
6.511743830E-1,-8.780598640E-2,2.100543022E0,3.429858685E-1
6.562249550E-1,-4.812042713E-1,1.704179764E0,2.628908157E-1
6.613143300E-1,-7.893683910E-1,1.214984417E0,2.426215410E-1
6.663261010E-1,-1.108276129E0,7.401523590E-1,1.749471426E-1
6.713766740E-1,-1.796720505E0,5.055427551E-1,-5.265557766E-2
6.764272470E-1,-2.127651691E0,1.775465012E-1,-3.204830885E-1
6.814778200E-1,-2.332333803E0,-9.219837189E-2,-6.029186249E-1
6.865283930E-1,-2.450140953E0,-3.409576416E-1,-9.126330614E-1
6.915789660E-1,-2.553439617E0,-5.213575363E-1,-1.187226295E0
6.966295390E-1,-2.632627487E0,-5.531778336E-1,-1.469659448E0
7.016801120E-1,-2.744655132E0,-4.756183624E-1,-1.693342686E0
