"event","experiment time","system time","system time text"
"START",0.000000000E0,1686217577.981,"2023-06-08 11:46:17.981 UTC+02:00"
"PAUSE",8.368857433E2,1686218414.866,"2023-06-08 12:00:14.866 UTC+02:00"
