"event","experiment time","system time","system time text"
"START",0.000000000E0,1686142861.791,"2023-06-07 15:01:01.791 UTC+02:00"
"PAUSE",2.014338109E1,1686142881.934,"2023-06-07 15:01:21.934 UTC+02:00"
"START",2.014338109E1,1686142956.456,"2023-06-07 15:02:36.456 UTC+02:00"
"PAUSE",4.028089327E1,1686142976.594,"2023-06-07 15:02:56.594 UTC+02:00"
"START",4.028089327E1,1686142984.865,"2023-06-07 15:03:04.865 UTC+02:00"
"PAUSE",6.039873821E1,1686143004.983,"2023-06-07 15:03:24.983 UTC+02:00"
