version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12 mini,2023-06-21_12-44-17,ios,1.16,76cb96c0-3ea3-47a1-a397-db48ff445e28,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Location|Microphone|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,0|0|0|0|0|0|100||0|0|0
