"event","experiment time","system time","system time text"
"START",0.000000000E0,1686249015.998,"2023-06-08 20:30:15.998 UTC+02:00"
"PAUSE",2.558705274E2,1686249271.869,"2023-06-08 20:34:31.869 UTC+02:00"
