"event","experiment time","system time","system time text"
"START",0.000000000E0,1686143075.005,"2023-06-07 15:04:35.005 UTC+02:00"
"PAUSE",2.015458187E1,1686143095.160,"2023-06-07 15:04:55.160 UTC+02:00"
"START",2.015458187E1,1686143106.289,"2023-06-07 15:05:06.289 UTC+02:00"
"PAUSE",4.029380577E1,1686143126.428,"2023-06-07 15:05:26.428 UTC+02:00"
"START",4.029380577E1,1686143143.027,"2023-06-07 15:05:43.027 UTC+02:00"
"PAUSE",1.004159734E2,1686143203.149,"2023-06-07 15:06:43.149 UTC+02:00"
