time,seconds_elapsed,dBFS
1686330338780000000,0.04,-51.81509017944336
1686330338880000000,0.14,-35.03628158569336
1686330338980000000,0.24,-38.40494918823242
1686330339081000000,0.341,-40.789798736572266
1686330339181000000,0.441,-41.22853469848633
1686330339282000000,0.541999755859375,-30.842121124267578
1686330339381000000,0.641,-28.681838989257812
1686330339483000000,0.743,-30.837854385375977
1686330339581000000,0.841,-27.63850975036621
1686330339682000000,0.941999755859375,-31.282339096069336
1686330339782000000,1.042000244140625,-33.590293884277344
1686330339882000000,1.141999755859375,-26.482168197631836
1686330339982000000,1.242000244140625,-29.7469539642334
1686330340082000000,1.341999755859375,-30.877412796020508
1686330340182000000,1.442000244140625,-31.45393943786621
1686330340283000000,1.543,-26.639404296875
1686330340399000000,1.659,-25.818849563598633
1686330340499000000,1.759,-23.679134368896484
1686330340600000000,1.86,-16.79002571105957
1686330340700000000,1.96,-12.376201629638672
1686330340800000000,2.06,-15.481756210327148
1686330340916000000,2.176,-12.609910011291504
1686330341017000000,2.277,-16.03460693359375
1686330341117000000,2.377,-19.89542007446289
1686330341218000000,2.477999755859375,-22.825958251953125
1686330341334000000,2.594000244140625,-21.41122055053711
1686330341434000000,2.693999755859375,-18.390567779541016
1686330341534000000,2.794000244140625,-16.56549072265625
1686330341634000000,2.893999755859375,-20.208572387695312
1686330341735000000,2.995,-17.27608871459961
1686330341834000000,3.093999755859375,-8.436676025390625
1686330341934000000,3.194000244140625,-10.190739631652832
1686330342034000000,3.293999755859375,-13.388412475585938
1686330342135000000,3.395,-3.7834436893463135
1686330342251000000,3.511,-8.433838844299316
1686330342352000000,3.612,-12.84707260131836
1686330342468000000,3.728,-17.185964584350586
1686330342569000000,3.829,-19.95187759399414
1686330342670000000,3.930000244140625,-20.518360137939453
1686330342785000000,4.045,-11.61664867401123
1686330342886000000,4.146000244140625,-15.648193359375
1686330342986000000,4.245999755859375,-19.22226333618164
1686330343103000000,4.363,-22.010190963745117
1686330343203000000,4.463,-24.355905532836914
1686330343303000000,4.563,-25.725929260253906
1686330343403000000,4.663,-25.917173385620117
1686330343503000000,4.763,-21.282201766967773
1686330343604000000,4.864,-23.36956787109375
1686330343704000000,4.964,-25.595611572265625
1686330343806000000,5.066000244140625,-24.071571350097656
1686330343920000000,5.18,-23.322689056396484
1686330344020000000,5.28,-15.341578483581543
1686330344122000000,5.381999755859375,-18.435762405395508
1686330344237000000,5.497,-21.26488494873047
1686330344337000000,5.597,-15.97042465209961
1686330344437000000,5.697,-18.665372848510742
1686330344538000000,5.797999755859375,-21.68095588684082
1686330344637000000,5.897,-20.460424423217773
1686330344738000000,5.997999755859375,-22.371980667114258
1686330344838000000,6.098000244140625,-18.86370849609375
1686330344938000000,6.197999755859375,-21.271013259887695
1686330345038000000,6.298000244140625,-19.817440032958984
1686330345139000000,6.399,-22.21064567565918
1686330345239000000,6.499,-20.45755386352539
1686330345338000000,6.597999755859375,-23.06159019470215
1686330345439000000,6.699,-25.453353881835938
1686330345539000000,6.799,-23.62848663330078
1686330345656000000,6.916,-26.234716415405273
1686330345755000000,7.015,-23.231401443481445
1686330345856000000,7.116,-21.77092933654785
1686330345956000000,7.216,-23.842626571655273
1686330346073000000,7.333,-25.424880981445312
1686330346173000000,7.433,-23.9984130859375
1686330346290000000,7.549999755859375,-25.548437118530273
1686330346390000000,7.650000244140625,-24.99722671508789
1686330346490000000,7.749999755859375,-22.084136962890625
1686330346590000000,7.850000244140625,-23.965639114379883
1686330346706000000,7.965999755859375,-23.43697166442871
1686330346806000000,8.066000244140625,-24.979938507080078
1686330346907000000,8.167,-21.639406204223633
1686330347007000000,8.267,-22.046693801879883
1686330347107000000,8.367,-17.079065322875977
1686330347207000000,8.467,-18.873550415039062
1686330347307000000,8.567,-18.706083297729492
1686330347407000000,8.667,-20.359079360961914
1686330347507000000,8.767,-21.329479217529297
1686330347607000000,8.867,-17.97905158996582
1686330347707000000,8.967,-17.557497024536133
1686330347808000000,9.068,-19.680936813354492
1686330347908000000,9.168,-21.179523468017578
1686330348008000000,9.268,-22.892314910888672
1686330348109000000,9.369,-21.295787811279297
1686330348208000000,9.468,-18.075462341308594
1686330348308000000,9.568,-21.114824295043945
1686330348408000000,9.668,-23.957195281982422
1686330348508000000,9.768,-21.365659713745117
1686330348609000000,9.869,-23.658933639526367
1686330348708000000,9.968,-21.804059982299805
1686330348809000000,10.069,-20.216541290283203
1686330348909000000,10.169,-19.35769271850586
1686330349009000000,10.269,-21.02448844909668
1686330349109000000,10.369,-23.851192474365234
1686330349209000000,10.469,-24.459440231323242
1686330349309000000,10.569,-22.75615692138672
1686330349409000000,10.669,-24.230316162109375
1686330349510000000,10.770000244140626,-21.121017456054688
1686330349611000000,10.871,-23.29652214050293
1686330349726000000,10.986000244140625,-24.621070861816406
1686330349826000000,11.085999755859374,-25.065799713134766
1686330349927000000,11.187,-21.578617095947266
1686330350044000000,11.304,-19.87845802307129
1686330350160000000,11.42,-21.96660041809082
1686330350261000000,11.521,-24.19745635986328
