time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1686330338101298000,-0.6387021484375,45.50540852546692,-1,-1,52.33508234127046,2.9154083728790283,-1,74.92512068473214,25.642621994018555,4.864504207348962,-1
1686330338924408800,0.184408935546875,45.827358067035675,-1,-1,52.3351278497014,3.2373579144477844,-1,71.92777967237659,19.923959732055664,4.864607249496476,-1
1686330341057252900,2.3172529296875,85.1549072265625,2.2200000286102295,30.791377287914997,52.33549820729748,42.56490707397461,286.875,25.630256677703706,32,4.8639744892761705,4.460000038146973
1686330341816529200,3.076529052734375,86.0809326171875,2.7100000381469727,37.855555078514044,52.33551312708513,43.49093246459961,286.875,29.374740226131674,32,4.863894190643787,4.460000038146973
1686330342820434400,4.080434326171875,86.08093425352126,3.586646168534956,38.49367609477222,52.335524807574075,43.49093410093337,286.87495024106704,29.374740226136623,31.999999999995453,4.8638313321584405,4.4600000381458775
1686330343823421000,5.0834208984375,43.78473063837737,1.1364263298933628,41.93495627367537,52.33544267432263,1.1947304857894778,267.18744811204056,20.685138398514646,6.000000000007264,4.863506777495453,4.46000003814588
1686330344824486700,6.084486572265625,40.362427164800465,0.6899999976466167,21.43154901161254,52.33545105189836,-2.2275729877874255,314.29685769243133,16.45259933078781,4.000000000001586,4.8634984099567165,2.0799999237059437
1686330346035095800,7.295095703125,43.9193115234375,1.0399999618530273,34.074761920061434,52.335213599775294,1.3293113708496094,274.21875,13.358461240293853,4,4.863638710235119,1.8600000143051147
1686330346999150300,8.259150390625,43.91931184194982,1.0438147247083007,34.07476641802489,52.3352147852571,1.32931168936193,274.2187292320958,13.358461240293636,4.00000000000072,4.863612474858235,1.8600000143050412
1686330347999214300,9.25921435546875,44.050049871206284,1.0199999809861702,17.215802576624295,52.33505314595399,1.460049718618393,268.59370901703335,11.091860921142493,4.000000000001735,4.863619794815476,3.5299999713892323
1686330348999248100,10.259248046875,44.287049382925034,1.039999961911528,18.311390532703857,52.33501641333009,1.697049230337143,266.13277159938383,8.798364692021739,4.000000000000865,4.863570697049539,3.5299999713892323
1686330349999314400,11.259314453125,44.92309680767357,0.8299999833887249,12.330911046386538,52.3350030676655,2.333096655085683,275.62495793079574,8.53247418715677,4.000000000000827,4.86353845921252,3.6400001049035846
1686330350999377000,12.259376953125,45.65899768844247,2.1472713764164406,30.760492254928902,52.334987377872785,3.068997535854578,266.48433280687925,6.784061794531446,4.000000000000283,4.863501506108363,3.640000104903585
1686330351999404500,13.259404541015625,46.38281377684325,1.449415658857688,20.87533275240974,52.33497260269005,3.792813624255359,262.265579776103,5.331272430632111,3.9999999999999156,4.863457192818893,3.930000066756459
1686330352999460000,14.259460205078126,46.2239392651245,1.226104389394023,19.451038261455295,52.33496268035697,3.633939112536609,259.80464258009425,5.5354951905112415,3.999999999999968,4.863405357578059,3.9300000667564587
1686330353999513000,15.25951318359375,46.49426392186433,2.036038245992948,27.888021214719057,52.334961927516055,3.90426376927644,259.8046434944833,4.888964370948777,3.999999999999816,4.863359741677768,3.8499999046318703
1686330354999531800,16.25953173828125,46.28857544530183,1.2707784826274393,16.893639691664436,52.33497823421904,3.69857529271394,275.97651803297725,4.709337923832922,4.000115267619879,4.86329092998796,3.849999904631869
1686330355999579400,17.259579345703123,46.12213275767863,0.4099999966283131,6.453103817446458,52.33496867345585,3.5321326050907373,265.07807709792826,4.58131855944952,4.0005110103582195,4.863230850934068,4.139999866484727
1686330356999619000,18.259619140625,46.375306750647724,0.30797220670341463,2.0819735670485517,52.33497249431334,3.785306598059833,269.99994901734215,4.697779865077236,3.428615080767123,4.863166022888958,4.38999986648456
1686330357999627000,19.259626953125,46.49920811969787,0.30797220670339687,2.2646141061144567,52.33497509698495,3.909207967109978,271.4061990342718,4.677962181005647,3.455605137435371,4.863101587442233,4.389999866484561
1686330358999666700,20.259666748046875,46.60455481894314,0.3079722067076171,2.0341778242269055,52.334975747802496,4.014554666355252,270.7030736726862,4.632675964421565,3.516084532752244,4.863037595836719,4.420000076292888
1686330359999702000,21.259701904296875,46.34051688108593,0.3079722067378202,1.8043957463954352,52.33497563752506,3.7505167284980416,269.9999462301996,4.621411275220497,3.53087734961917,4.862970304939714,4.630000114439703
1686330360999703800,22.259703857421876,46.29705984797329,0.9200000168031327,12.923223343662587,52.33497441063841,3.7070596953853965,268.9452587409378,4.6105756300760765,3.5450147238251954,4.862904436745201,4.630000114439703
1686330361999702500,23.25970263671875,46.395631620660424,0.6700000168450908,9.53342009537916,52.33497061889127,3.8056314680725336,266.48432144891336,4.610575638245876,3.5450147131997167,4.862839488265091,4.619999885557875
1686330362999700500,24.259700439453123,44.745101570151746,1.9557592290539823,21.069424600355173,52.33495946804186,2.1551014175638556,268.50575342104037,4.8033115359392715,3.279136368238068,4.862786260057801,4.572659040736011
1686330363999697200,25.259697265625,44.57342484872788,1.808117106743296,21.9467519715132,52.33496797726669,1.9834246961399913,277.08018916655993,4.803315658367251,3.2791303296564505,4.862730627344339,4.035905385949125
1686330364999693800,26.25969384765625,44.466872359625995,1.8321144034619825,20.72384222241256,52.334965105102555,1.8768722070381045,270.6861118332357,4.816719020564723,3.2594102088750434,4.862666602052853,4.370140854759563
1686330365999688700,27.259688720703124,44.89535941276699,1.8128534798241451,20.485749400230315,52.33496478746164,2.3053592601791024,269.40585068043185,4.821320103003992,3.2526004207646557,4.862599912727541,4.354754741573755
