"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.692933400E-2,0.000000000E0,0.000000000E0,0.000000000E0
9.195740700E-2,-2.049489021E-1,1.227598190E-1,2.114787102E-1
9.698652200E-2,-3.975398540E-1,3.199682236E-1,6.544475555E-1
1.021214690E-1,-6.610484123E-1,5.280599594E-1,3.804879189E-1
1.071086570E-1,-1.088990927E0,7.089815140E-1,-1.265055656E0
1.121377720E-1,-1.826022148E0,7.613954544E-1,-3.867949009E0
1.172812090E-1,-2.857126236E0,4.923028946E-1,-6.983274460E0
1.222599070E-1,-3.428959846E0,-3.630428314E-1,-8.342588425E0
1.273842820E-1,-3.834662437E0,-1.188722134E0,-3.880401611E0
1.323607400E-1,-4.806957722E0,-1.916056633E0,4.582337856E0
1.374111570E-1,-4.833800316E0,-3.116842747E0,8.709227562E0
1.425789170E-1,-3.651710510E0,-4.719864368E0,5.852729797E0
1.476293340E-1,-2.542869091E0,-6.478361130E0,1.441497803E-1
1.526797510E-1,-2.698938847E0,-7.986591339E0,-4.087199211E0
1.577301670E-1,-2.916870117E0,-9.084787369E0,-3.799322128E0
1.627805840E-1,-1.469378948E0,-9.423233986E0,-5.493345261E-1
1.678310010E-1,1.071395397E0,-7.914662361E0,3.494605064E0
1.728814170E-1,3.520427704E0,-3.702093124E0,7.184172630E0
1.779318340E-1,4.898652554E0,3.372230530E-1,8.913884163E0
1.829822510E-1,4.934074879E0,3.503149033E0,8.316481590E0
1.880326670E-1,4.076043606E0,5.827706814E0,7.325397015E0
1.930831360E-1,3.111273766E0,7.342463493E0,6.787108421E0
1.981335530E-1,2.353064299E0,8.088773727E0,6.354673862E0
2.031839690E-1,1.888949394E0,8.339538574E0,5.273675442E0
2.082343860E-1,1.778993130E0,8.110822678E0,3.607099533E0
2.132848030E-1,2.029342651E0,7.623733521E0,2.456879616E0
2.183352190E-1,2.303507328E0,7.092759132E0,1.909628391E0
2.233856360E-1,2.261375666E0,6.431813240E0,1.990237236E0
2.284360530E-1,1.823811531E0,5.445857048E0,2.271994591E0
2.335255840E-1,1.203646183E0,4.067249298E0,2.145058155E0
2.385368860E-1,4.671943188E-1,2.533378124E0,1.656605005E0
2.435873030E-1,-2.872602940E-1,8.403396606E-1,1.082764864E0
2.486377190E-1,-9.209020138E-1,-8.888578415E-1,7.616806030E-1
2.537272510E-1,-1.354241610E0,-2.840574265E0,5.614409447E-1
2.587385530E-1,-1.632341146E0,-4.812918663E0,5.409035683E-1
2.637889690E-1,-1.368623495E0,-6.633833885E0,5.616002083E-1
2.688394380E-1,-5.663518906E-1,-7.821924210E0,8.335680962E-1
2.738898030E-1,4.574086666E-1,-7.830807686E0,1.627993584E0
2.789402720E-1,1.633922100E0,-7.009067535E0,2.274547577E0
2.839906880E-1,2.832265854E0,-5.838534355E0,2.483983040E0
2.890411050E-1,3.725288153E0,-4.413814545E0,1.945079088E0
2.940915220E-1,4.017628670E0,-2.778831482E0,1.471161842E0
2.991419380E-1,3.971538067E0,-1.295691490E0,8.400022984E-1
3.041923550E-1,3.677903891E0,-1.087789536E-1,1.775071621E-1
3.092427720E-1,3.259149075E0,8.314571381E-1,-1.832981110E-1
3.142931880E-1,2.682004452E0,1.517950058E0,-2.632832527E-1
3.193827190E-1,2.015156031E0,1.936456680E0,-2.146322727E-1
3.243940220E-1,1.220730543E0,2.239728928E0,-1.684963703E-1
3.294444380E-1,5.344986916E-1,2.436511040E0,-6.344246864E-2
3.344948550E-1,-2.872681618E-2,2.523244858E0,4.527068138E-2
3.395452720E-1,-4.113836288E-1,2.407546997E0,5.187678337E-2
3.445957400E-1,-7.247314453E-1,2.250370026E0,-3.975486755E-2
3.496461050E-1,-8.712882996E-1,2.034605980E0,-9.909510612E-2
3.546965740E-1,-8.954768181E-1,1.852879524E0,-1.310908794E-1
3.597469900E-1,-8.165566921E-1,1.727981567E0,-4.248850346E-1
3.647974070E-1,-5.559144020E-1,1.718811035E0,-7.549970150E-1
3.698478240E-1,-2.030353546E-1,1.856516838E0,-8.197965622E-1
3.748982400E-1,8.831954002E-2,2.202501297E0,-2.839310169E-1
3.799486570E-1,2.442928553E-1,2.455723763E0,2.791740894E-1
3.849990740E-1,5.340026617E-1,2.698205948E0,9.549221992E-1
3.900494900E-1,8.024851084E-1,2.884354115E0,1.378174543E0
3.950999590E-1,1.290957570E0,3.036197662E0,1.190208912E0
4.001894900E-1,1.723727584E0,3.108530998E0,1.125822663E0
4.052007920E-1,2.222396135E0,3.109221458E0,1.148653746E0
4.102511570E-1,2.610919476E0,3.039956093E0,9.632412195E-1
