"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.919938600E-2,-2.256132603E0,-4.505086899E0,-5.011766911E0
4.172183400E-2,-2.162513494E0,-4.804488659E0,-5.016552448E0
4.424704200E-2,-2.105085611E0,-5.017749310E0,-4.975874901E0
4.677225100E-2,-2.062014818E0,-5.180759907E0,-4.879862785E0
4.930021900E-2,-2.050050735E0,-5.353342533E0,-4.815256596E0
5.182537600E-2,-2.097907305E0,-5.523232937E0,-4.908576488E0
5.441490700E-2,-2.112264156E0,-5.710172176E0,-4.939982414E0
5.694006300E-2,-2.107478619E0,-5.892325878E0,-5.066802025E0
5.946521900E-2,-2.155334949E0,-6.050251961E0,-5.306383133E0
6.199042800E-2,-2.203191519E0,-6.184549332E0,-5.624927998E0
6.199048000E-2,-2.227418661E0,-6.282654762E0,-5.919544220E0
6.693813600E-2,-2.289632082E0,-6.411867142E0,-6.226124287E0
6.946876100E-2,-2.370988131E0,-6.538986206E0,-6.549753666E0
7.199396900E-2,-2.394916296E0,-6.584449768E0,-6.774679184E0
7.451652200E-2,-2.339881420E0,-6.721139908E0,-7.033402920E0
7.704178200E-2,-2.270489693E0,-6.752246380E0,-7.299305439E0
7.960605300E-2,-2.311167479E0,-6.759424686E0,-7.447959423E0
8.213131300E-2,-2.361416817E0,-6.764210701E0,-7.598707199E0
8.465657400E-2,-2.404487610E0,-6.704390049E0,-7.615756035E0
8.716048000E-2,-2.591426849E0,-6.617949009E0,-7.488637447E0
8.972933400E-2,-2.792723179E0,-6.534200668E0,-7.256234646E0
9.229813600E-2,-2.912364244E0,-6.402296066E0,-6.944868565E0
9.475740700E-2,-3.118446112E0,-6.239583969E0,-6.496812344E0
9.728261500E-2,-3.257229805E0,-6.098108292E0,-6.099305153E0
9.978652200E-2,-3.482454300E0,-5.921039581E0,-6.187839508E0
1.023540220E-1,-3.748356581E0,-5.774778366E0,-6.628716946E0
1.049214690E-1,-4.076472282E0,-5.606981754E0,-7.642077446E0
1.073442820E-1,-4.447957993E0,-5.499304771E0,-9.024231911E0
1.099086570E-1,-4.963013172E0,-5.425127029E0,-1.067228794E1
1.124338650E-1,-5.657529831E0,-5.398806095E0,-1.268196011E1
1.149377720E-1,-6.412166595E0,-5.506483078E0,-1.486929893E1
1.175094900E-1,-7.102196693E0,-5.805884838E0,-1.700609016E1
1.200812090E-1,-7.583752155E0,-6.323332787E0,-1.847438622E1
1.225346990E-1,-7.914260864E0,-6.883851528E0,-1.850788498E1
1.250599070E-1,-8.254341125E0,-7.379764080E0,-1.639262962E1
1.275638130E-1,-8.848359108E0,-7.832605839E0,-1.266999626E1
1.301842820E-1,-9.677172661E0,-8.273183823E0,-7.788039684E0
1.326355320E-1,-1.028824043E1,-8.886644363E0,-3.356531858E0
1.351607400E-1,-1.052064323E1,-9.679565430E0,-8.075776696E-1
1.376859490E-1,-1.035284615E1,-1.061127090E1,-3.284149170E-1
1.402111570E-1,-9.852148056E0,-1.167248821E1,-1.650748491E0
1.427363650E-1,-9.241379738E0,-1.281027508E1,-4.084548473E0
1.453789170E-1,-8.716753960E0,-1.402014637E1,-7.026224613E0
1.479041260E-1,-8.520243645E0,-1.517468262E1,-1.004477024E1
1.504293340E-1,-8.728717804E0,-1.625264931E1,-1.248335552E1
1.529545420E-1,-9.186345100E0,-1.727318764E1,-1.363310719E1
1.554797510E-1,-9.452247620E0,-1.814507294E1,-1.353500175E1
1.580049590E-1,-9.305986404E0,-1.892363739E1,-1.250728416E1
1.605301670E-1,-8.603992462E0,-1.943869209E1,-1.081107140E1
1.630553760E-1,-7.485347271E0,-1.958974075E1,-8.755936623E0
1.655805840E-1,-6.143871307E0,-1.918475533E1,-6.583253384E0
