"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.044396900E-2,6.517894268E-1,3.331516385E-1,-8.600425124E-1
7.296652200E-2,7.145050764E-1,2.447372824E-1,-1.052849650E0
7.549178200E-2,7.134398222E-1,2.394111156E-1,-1.098654747E0
7.805605300E-2,7.326140404E-1,1.936061084E-1,-1.188134313E0
8.058131300E-2,7.560491562E-1,1.552577168E-1,-1.274418116E0
8.310657400E-2,7.698971629E-1,1.243659556E-1,-1.356441140E0
8.561048000E-2,7.858756781E-1,9.453943372E-2,-1.434069991E0
8.817933400E-2,8.093107939E-1,6.897383928E-2,-1.506505847E0
9.074813600E-2,8.455287218E-1,4.766917601E-2,-1.574680686E0
9.320740700E-2,8.806813955E-1,2.103835158E-2,-1.640725136E0
9.573261500E-2,9.296821356E-1,-1.304910425E-2,-1.693986773E0
9.823652200E-2,9.840090275E-1,-5.459319428E-2,-1.744052768E0
1.008040220E-1,1.035140157E0,-9.507204592E-2,-1.785596848E0
1.033714690E-1,1.077749491E0,-1.259638071E-1,-1.810097218E0
1.057942820E-1,1.101184607E0,-1.387466043E-1,-1.815423369E0
1.083586570E-1,1.092662811E0,-1.312899739E-1,-1.812227726E0
1.108838650E-1,1.046857715E0,-8.655018359E-2,-1.786662102E0
1.133877720E-1,9.541825056E-1,-1.331541222E-3,-1.736596107E0
1.159594900E-1,8.082455397E-1,1.296921223E-1,-1.667356014E0
1.185312090E-1,6.113106012E-1,3.022598624E-1,-1.576811194E0
1.209846990E-1,3.865464330E-1,4.938686490E-1,-1.479874969E0
1.235099070E-1,1.820216924E-1,6.728277802E-1,-1.380941510E0
1.260138130E-1,4.260931909E-2,7.953296304E-1,-1.279744267E0
1.286342820E-1,1.065232977E-2,8.677654266E-1,-1.170025349E0
1.310855320E-1,1.053249165E-1,8.645697236E-1,-1.044327855E0
1.336107400E-1,2.991973162E-1,7.846772671E-1,-9.143694043E-1
1.361359490E-1,5.442008972E-1,6.749582887E-1,-7.920007706E-1
1.386611570E-1,7.762885690E-1,5.503259897E-1,-6.801512837E-1
1.411863650E-1,9.509868026E-1,4.384765327E-1,-5.970631242E-1
1.438289170E-1,1.035140157E0,3.576519787E-1,-5.406057835E-1
1.463541260E-1,1.026618361E0,3.033251166E-1,-5.022573471E-1
1.488793340E-1,9.328778386E-1,2.724333405E-1,-4.766917825E-1
1.514045420E-1,7.720276117E-1,2.170412242E-1,-4.553871155E-1
1.539297510E-1,5.708317757E-1,8.069140464E-2,-4.298215210E-1
1.564549590E-1,3.577851355E-1,-1.493989378E-1,-4.031907022E-1
