"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.540836570E-1,1.348099995E1,2.546139908E1,1.309060001E1
1.640836570E-1,1.340779972E1,2.544919968E1,1.213899994E1
1.740836570E-1,1.323699951E1,2.557119942E1,1.194379997E1
1.840836570E-1,1.305399990E1,2.564439964E1,1.159000015E1
1.940836570E-1,1.296859932E1,2.577859879E1,1.145580006E1
2.040836570E-1,1.287099934E1,2.592499924E1,1.143139935E1
2.140836570E-1,1.278559971E1,2.608359909E1,1.140699959E1
2.240836570E-1,1.261479950E1,2.630319977E1,1.126060009E1
2.340836570E-1,1.232199955E1,2.663259888E1,1.095559978E1
2.440836570E-1,1.199259949E1,2.701079941E1,1.080919933E1
2.540836570E-1,1.168760014E1,2.741339874E1,1.057740021E1
2.640836570E-1,1.138259983E1,2.777939987E1,1.057740021E1
2.740836570E-1,1.112639999E1,2.807219887E1,1.047980022E1
2.840836570E-1,1.088239956E1,2.835280037E1,1.022359943E1
2.940836570E-1,1.067500019E1,2.863339996E1,9.967399597E0
3.040836570E-1,1.050419998E1,2.882859993E1,9.784399986E0
3.140836570E-1,1.041879940E1,2.909700012E1,9.467200279E0
3.240836570E-1,1.028460026E1,2.925559998E1,9.223199844E0
3.340836570E-1,1.017479992E1,2.938979912E1,8.991399765E0
3.440836570E-1,1.002839947E1,2.964599991E1,8.588799477E0
3.540836570E-1,9.772199631E0,2.993879890E1,8.222800255E0
3.640836570E-1,9.515999794E0,3.025599861E1,7.820199966E0
3.740836570E-1,9.235400200E0,3.051219940E1,7.405399799E0
3.840836570E-1,8.954799652E0,3.076840019E1,7.002799988E0
3.940836570E-1,8.637599945E0,3.103679848E1,6.575799942E0
4.040836570E-1,8.344799995E0,3.136619949E1,6.185400009E0
4.140836570E-1,8.015399933E0,3.164679909E1,5.770599842E0
4.240836570E-1,7.795799732E0,3.184199905E1,5.428999901E0
4.340836570E-1,7.600599766E0,3.207379913E1,4.904399872E0
4.440836570E-1,7.368799686E0,3.223239899E1,4.562799931E0
4.540836570E-1,7.161399841E0,3.241539764E1,4.233399868E0
4.640836570E-1,6.966199875E0,3.261059952E1,3.806399822E0
4.740836570E-1,6.819799900E0,3.272039795E1,3.464799881E0
4.840836570E-1,6.661200047E0,3.285459900E1,3.001199961E0
4.940836570E-1,6.539199829E0,3.302539825E1,2.635200024E0
5.040836570E-1,6.404999733E0,3.314739990E1,2.195999861E0
5.140836570E-1,6.307399750E0,3.328160095E1,1.903199911E0
5.240836570E-1,6.221999645E0,3.340359879E1,1.524999976E0
5.340836570E-1,6.087800026E0,3.350119781E1,1.110199928E0
5.440836570E-1,5.990200043E0,3.351340103E1,8.783999681E-1
5.540836570E-1,5.904799938E0,3.352560043E1,5.489999652E-1
5.640836570E-1,5.843800068E0,3.352560043E1,3.537999988E-1
5.740836570E-1,5.782799721E0,3.352560043E1,2.195999920E-1
5.840836570E-1,5.758399963E0,3.351340103E1,8.540000021E-2
5.940836570E-1,5.709599972E0,3.339139938E1,2.439999953E-2
6.040836570E-1,5.672999859E0,3.334259796E1,1.219999976E-2
6.140836570E-1,5.733999729E0,3.330599976E1,1.219999976E-2
6.240836570E-1,5.795000076E0,3.333039856E1,2.439999953E-2
6.340836570E-1,5.855999947E0,3.330599976E1,1.341999918E-1
6.440836570E-1,5.904799938E0,3.322060013E1,1.097999960E-1
6.540836570E-1,6.014599800E0,3.315959930E1,0.000000000E0
6.640836570E-1,6.014599800E0,3.309859848E1,-1.219999976E-2
6.740836570E-1,6.014599800E0,3.302539825E1,-1.097999960E-1
6.840836570E-1,6.026799679E0,3.298880005E1,-3.172000051E-1
6.940836570E-1,5.977999687E0,3.301319885E1,-5.611999631E-1
7.040836570E-1,5.929199696E0,3.303759766E1,-8.783999681E-1
7.140836570E-1,5.819399834E0,3.306200027E1,-1.195600033E0
7.240836570E-1,5.782799721E0,3.308639908E1,-1.439599991E0
7.340836570E-1,5.624199867E0,3.312300110E1,-1.659199953E0
7.440836570E-1,5.551000118E0,3.319619751E1,-2.013000011E0
7.540836570E-1,5.514400005E0,3.331819916E1,-2.208199978E0
7.640836570E-1,5.441199780E0,3.342799759E1,-2.391200066E0
7.740836570E-1,5.465600014E0,3.334259796E1,-2.549799919E0
7.840836570E-1,5.477799892E0,3.336700058E1,-2.622999907E0
7.940836570E-1,5.441199780E0,3.334259796E1,-2.757200003E0
8.040836570E-1,5.355799675E0,3.339139938E1,-2.781599998E0
8.140836570E-1,5.477799892E0,3.341579819E1,-2.818199873E0
8.240836570E-1,5.685199738E0,3.339139938E1,-2.757200003E0
8.340836570E-1,5.855999947E0,3.325719833E1,-2.684000015E0
8.440836570E-1,6.087800026E0,3.317179871E1,-2.440000057E0
8.540836570E-1,6.221999645E0,3.311079788E1,-2.171599865E0
8.640836570E-1,6.575799942E0,3.292779922E1,-1.732399940E0
8.740836570E-1,7.039400101E0,3.285459900E1,-1.134599924E0
