"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.261434020E-1,1.298079967E1,3.252519989E1,1.097999960E-1
1.361434020E-1,1.328579998E1,3.258620071E1,2.805999815E-1
1.461434020E-1,1.342000008E1,3.261059952E1,4.147999883E-1
1.561434020E-1,1.356639957E1,3.250080109E1,3.416000009E-1
1.661434020E-1,1.374940014E1,3.251300049E1,5.856000185E-1
1.761434020E-1,1.398119926E1,3.248859787E1,6.588000059E-1
1.861434020E-1,1.412759972E1,3.240319824E1,9.637999535E-1
1.961434020E-1,1.437160015E1,3.231779861E1,1.402999997E0
2.061434020E-1,1.484739971E1,3.219580078E1,2.025199890E0
2.161434020E-1,1.520119953E1,3.198839951E1,2.769399881E0
2.261434020E-1,1.561599922E1,3.178100014E1,3.672199965E0
2.361434020E-1,1.605520058E1,3.156139946E1,4.660399914E0
2.461434020E-1,1.646999931E1,3.129299927E1,5.538799763E0
2.561434020E-1,1.686039925E1,3.101239967E1,6.673399925E0
2.661434020E-1,1.725079918E1,3.080500031E1,7.539599895E0
2.761434020E-1,1.749480057E1,3.058539963E1,8.283800125E0
2.861434020E-1,1.769000053E1,3.040239906E1,8.881599426E0
2.961434020E-1,1.790959930E1,3.023159981E1,9.442799568E0
3.061434020E-1,1.814139938E1,3.004859924E1,9.808799744E0
3.161434020E-1,1.828779984E1,2.993879890E1,1.023579979E1
3.261434020E-1,1.842199898E1,2.978019905E1,1.068719959E1
3.361434020E-1,1.856839943E1,2.962159920E1,1.105319977E1
3.461434020E-1,1.883679962E1,2.941419983E1,1.134599972E1
3.561434020E-1,1.912960052E1,2.915799904E1,1.159000015E1
3.661434020E-1,1.947119904E1,2.885299873E1,1.211460018E1
3.761434020E-1,1.986159897E1,2.858459854E1,1.255379963E1
3.861434020E-1,2.017879868E1,2.832839966E1,1.301739979E1
3.961434020E-1,2.060579872E1,2.798679924E1,1.334679985E1
4.061434020E-1,2.105719948E1,2.763299942E1,1.367619991E1
4.161434020E-1,2.147200012E1,2.730360031E1,1.400559998E1
4.261434020E-1,2.178919983E1,2.692539978E1,1.442039967E1
4.361434020E-1,2.214299965E1,2.660820007E1,1.479859924E1
4.461434020E-1,2.249679947E1,2.622999954E1,1.505480003E1
4.561434020E-1,2.285059929E1,2.582740021E1,1.523779964E1
4.661434020E-1,2.321660042E1,2.541259956E1,1.555499935E1
4.761434020E-1,2.349720001E1,2.505879974E1,1.589659977E1
4.861434020E-1,2.372900009E1,2.475379944E1,1.607959938E1
4.961434020E-1,2.398519897E1,2.446100044E1,1.614060020E1
5.061434020E-1,2.425359917E1,2.421699905E1,1.620159912E1
5.161434020E-1,2.448539925E1,2.405839920E1,1.625040054E1
5.261434020E-1,2.452199936E1,2.394859886E1,1.627479935E1
5.361434020E-1,2.453419876E1,2.394859886E1,1.632359886E1
5.461434020E-1,2.446100044E1,2.405839920E1,1.622599983E1
5.561434020E-1,2.437559891E1,2.420479965E1,1.616499901E1
5.661434020E-1,2.419260025E1,2.438780022E1,1.609179878E1
5.761434020E-1,2.385099983E1,2.471719933E1,1.598199940E1
5.861434020E-1,2.348499870E1,2.513199997E1,1.598199940E1
5.961434020E-1,2.307019997E1,2.563220024E1,1.587220001E1
6.061434020E-1,2.270419884E1,2.616899872E1,1.568919945E1
6.161434020E-1,2.225279999E1,2.668140030E1,1.544519997E1
6.261434020E-1,2.180139923E1,2.719379997E1,1.525000000E1
6.361434020E-1,2.137439919E1,2.768179893E1,1.496939945E1
6.461434020E-1,2.099619865E1,2.820639992E1,1.483519936E1
6.561434020E-1,2.077659988E1,2.854800034E1,1.466440010E1
6.661434020E-1,2.049600029E1,2.892619896E1,1.435939980E1
6.761434020E-1,2.019099998E1,2.921899986E1,1.404220009E1
6.861434020E-1,1.986159897E1,2.956060028E1,1.377379990E1
6.961434020E-1,1.953219986E1,2.997539902E1,1.349319935E1
7.061434020E-1,1.914179993E1,3.036579895E1,1.317599964E1
7.161434020E-1,1.870260048E1,3.085379982E1,1.278559971E1
7.261434020E-1,1.823900032E1,3.121979904E1,1.232199955E1
7.361434020E-1,1.772659874E1,3.171999931E1,1.185839939E1
7.461434020E-1,1.727519989E1,3.218359756E1,1.145580006E1
7.561434020E-1,1.687260056E1,3.250080109E1,1.111419964E1
7.661434020E-1,1.655539894E1,3.285459900E1,1.076039982E1
7.761434020E-1,1.632359886E1,3.311079788E1,1.046759987E1
7.861434020E-1,1.616499901E1,3.333039856E1,9.955200195E0
7.961434020E-1,1.607959938E1,3.348899841E1,9.576999664E0
8.061434020E-1,1.593319988E1,3.367200089E1,9.149999619E0
8.161434020E-1,1.576239967E1,3.391600037E1,8.722999573E0
8.261434020E-1,1.555499935E1,3.411119843E1,8.295999527E0
8.361434020E-1,1.527439976E1,3.437960052E1,7.783599854E0
8.461434020E-1,1.498159981E1,3.456259918E1,7.161399841E0
8.561434020E-1,1.460339928E1,3.470899963E1,6.490399837E0
8.661434020E-1,1.423740005E1,3.492860031E1,5.916999817E0
8.761434020E-1,1.376159954E1,3.518479919E1,5.355799675E0
