"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.408230100E-2,8.668333888E-1,-3.260944486E-1,-8.801487833E-2
8.658948800E-2,8.721595407E-1,-9.081111848E-2,-7.203638554E-2
8.909667600E-2,8.785509467E-1,-2.263620123E-2,-6.031882018E-2
9.160386300E-2,8.828118443E-1,7.749570161E-2,-5.179695413E-2
9.411105100E-2,8.870728016E-1,1.786928326E-1,-3.475322574E-2
9.665318600E-2,8.913337588E-1,2.734985650E-1,-1.770949923E-2
9.906448800E-2,9.030513167E-1,3.683043122E-1,-6.657706108E-4
1.015897490E-1,9.147688746E-1,4.629769027E-1,1.850842312E-2
1.041150610E-1,9.211602807E-1,5.492607951E-1,3.661738336E-2
1.066223010E-1,9.286168814E-1,6.280879974E-1,4.833494872E-2
1.092006860E-1,9.350082874E-1,7.090457082E-1,6.644391268E-2
1.117790720E-1,9.392692447E-1,7.836120725E-1,8.135717362E-2
1.142162070E-1,9.413996935E-1,8.507217169E-1,9.627043456E-2
1.167414680E-1,9.403344393E-1,9.071790576E-1,1.015966013E-1
1.192667800E-1,9.403344393E-1,9.540493488E-1,1.047922969E-1
1.217528740E-1,9.350082874E-1,9.934629202E-1,1.090532318E-1
1.243173530E-1,9.328778386E-1,1.027417302E0,1.133141592E-1
1.268426650E-1,9.296821356E-1,1.051917553E0,1.122489274E-1
1.294071450E-1,9.222254753E-1,1.068961382E0,1.133141592E-1
1.319324050E-1,9.115731716E-1,1.084939837E0,1.143793985E-1
1.344396450E-1,8.987903595E-1,1.093461752E0,1.122489274E-1
1.370077180E-1,8.860075474E-1,1.094526887E0,1.101184636E-1
1.395757380E-1,8.668333888E-1,1.091331244E0,1.122489274E-1
1.420336030E-1,8.444634676E-1,1.083874583E0,1.133141592E-1
1.445408430E-1,8.210283518E-1,1.074287534E0,1.143793985E-1
1.471528740E-1,7.965279818E-1,1.059374213E0,1.143793985E-1
1.496094360E-1,7.741581202E-1,1.043395758E0,1.165098622E-1
1.521347490E-1,7.475273013E-1,1.027417302E0,1.165098622E-1
1.546600610E-1,7.283530831E-1,1.006112576E0,1.207707971E-1
1.571853220E-1,7.155702710E-1,9.828106165E-1,1.207707971E-1
1.597106340E-1,7.017222643E-1,9.572450519E-1,1.197055578E-1
1.621575090E-1,6.953308582E-1,9.295489788E-1,1.165098622E-1
1.647612070E-1,6.921351552E-1,9.050486088E-1,1.154446304E-1
1.672864680E-1,6.910699010E-1,8.730916381E-1,1.175750941E-1
