"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.246787400E-2,-1.278664589E0,-8.592027664E0,6.415755749E-1
3.499053000E-2,-1.343270779E0,-8.623134613E0,5.195416212E-1
3.751584300E-2,-1.400698543E0,-8.555836678E0,2.009970993E-1
4.004110300E-2,-1.463211060E0,-8.493622780E0,-6.011966988E-2
4.256917600E-2,-1.494317770E0,-8.373981476E0,-3.116651475E-1
4.509167600E-2,-1.539781332E0,-8.285148621E0,-6.158527136E-1
4.761698800E-2,-1.563709617E0,-8.148757935E0,-9.538389444E-1
5.014224900E-2,-1.582852125E0,-8.019246101E0,-1.365703583E0
5.266756100E-2,-1.630708575E0,-7.873283863E0,-1.730010748E0
5.519282200E-2,-1.649851203E0,-7.787142277E0,-2.034198284E0
5.778000900E-2,-1.623530149E0,-7.676773071E0,-2.271386862E0
6.031573800E-2,-1.590030670E0,-7.552346706E0,-2.513062000E0
6.281735300E-2,-1.582852125E0,-7.470691204E0,-2.771785975E0
6.535787400E-2,-1.537388563E0,-7.370193005E0,-3.020938635E0
6.788329000E-2,-1.520638824E0,-7.233801842E0,-3.265305519E0
7.039792600E-2,-1.515853167E0,-7.123433113E0,-3.497708559E0
7.292334300E-2,-1.472782373E0,-7.030112743E0,-3.825824261E0
7.544875900E-2,-1.477568030E0,-6.926922321E0,-4.108476639E0
7.797417600E-2,-1.489532113E0,-6.867101669E0,-4.432105541E0
7.899287400E-2,-1.451246977E0,-6.821638107E0,-4.698008060E0
8.294006100E-2,-1.441675663E0,-6.783353329E0,-4.961517811E0
8.544730100E-2,-1.415354609E0,-6.802495480E0,-5.229813099E0
8.800073800E-2,-1.441675663E0,-6.797709942E0,-5.464309692E0
9.055417600E-2,-1.415354609E0,-6.838387966E0,-5.603392601E0
9.310761300E-2,-1.321735382E0,-6.907779694E0,-5.646463394E0
9.566105100E-2,-1.281057477E0,-7.032505512E0,-5.658427238E0
9.820318600E-2,-1.257129192E0,-7.229016304E0,-5.682355404E0
1.006144880E-1,-1.221236825E0,-7.408477783E0,-5.670391560E0
1.031397490E-1,-1.173380375E0,-7.626523972E0,-5.684748173E0
