"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.533948800E-2,3.202402592E-2,1.356134415E-1,-7.734651566E-1
9.035386300E-2,2.211403847E-2,9.741735458E-2,-9.317116737E-1
9.540318600E-2,1.143403053E-1,-2.712631226E-2,-8.637876511E-1
1.003397490E-1,1.392803192E-1,-2.952589989E-1,-7.633738518E-1
1.053723010E-1,1.800996065E-1,-6.115913391E-1,-6.840362549E-1
1.105290720E-1,2.396131754E-1,-1.047959328E0,-5.425910950E-1
1.154914680E-1,4.330382347E-1,-1.519116402E0,-3.076334000E-1
1.205028740E-1,5.685037971E-1,-1.841253757E0,1.449966431E-2
1.255926650E-1,6.470417380E-1,-2.063365459E0,3.302316666E-1
1.306824050E-1,7.053740621E-1,-2.169448853E0,6.217031479E-1
1.357577180E-1,7.289035916E-1,-2.125379562E0,8.107986450E-1
1.407836030E-1,7.071706653E-1,-1.980602264E0,1.031713963E0
1.459028740E-1,6.332088709E-1,-1.691297531E0,1.244517565E0
1.508847490E-1,4.978855252E-1,-1.419426918E0,1.469332457E0
1.559353220E-1,3.615604639E-1,-1.048407555E0,1.716465950E0
1.609075090E-1,6.282585859E-2,-7.819557190E-1,1.972467661E0
1.660364680E-1,-2.584325671E-1,-5.026292801E-1,2.189481020E0
1.710870400E-1,-5.541304350E-1,-3.086481094E-1,2.348022938E0
1.761376130E-1,-6.956683397E-1,-2.318267822E-1,2.525963068E0
1.813057380E-1,-6.276184916E-1,-2.315168381E-1,2.672966003E0
1.863563110E-1,-4.031635523E-1,-3.264179230E-1,2.727800846E0
1.914068320E-1,-1.052163243E-1,-4.918260574E-1,2.597400188E0
1.964574570E-1,2.373737693E-1,-7.277555466E-1,2.251215935E0
2.015080300E-1,6.090689898E-1,-1.015080452E0,1.698839664E0
2.065586030E-1,1.028656483E0,-1.397903442E0,1.095719099E0
2.116091760E-1,1.345421076E0,-1.850939751E0,4.696564674E-1
2.166597490E-1,1.594359636E0,-2.286319733E0,-4.142260551E-2
2.217103220E-1,1.694037914E0,-2.811052322E0,-4.149899483E-1
2.267608950E-1,1.784682751E0,-3.335354805E0,-7.400119305E-1
2.318114680E-1,1.731364012E0,-3.918284416E0,-8.775587082E-1
2.368620930E-1,1.512286067E0,-4.390701294E0,-8.957793713E-1
2.419126650E-1,1.113832593E0,-4.789236069E0,-8.996939659E-1
2.469632380E-1,3.782126904E-1,-5.127091408E0,-8.435525894E-1
2.520138110E-1,-6.151658893E-1,-5.196834564E0,-7.605745792E-1
2.570643840E-1,-1.782456517E0,-5.153631210E0,-6.145498753E-1
2.621149570E-1,-2.871431589E0,-5.175289154E0,-2.363584042E-1
2.671655300E-1,-3.822591305E0,-5.166710854E0,2.985010147E-1
2.722161030E-1,-4.761365414E0,-5.113401413E0,7.683329582E-1
2.772666760E-1,-5.495830059E0,-4.968509674E0,1.087720871E0
2.823172490E-1,-6.033266068E0,-4.643040657E0,1.199996948E0
2.873678220E-1,-6.100837231E0,-4.168042183E0,1.200013638E0
2.924184470E-1,-5.685136318E0,-3.395853996E0,1.102772951E0
2.974690200E-1,-4.722215176E0,-2.541274071E0,9.459662437E-1
3.025195400E-1,-3.325982332E0,-2.019064903E0,8.499816656E-1
3.075701130E-1,-2.406901360E0,-1.567221642E0,6.182527542E-1
3.126599050E-1,-2.038549423E0,-1.312987328E0,5.029439926E-1
3.176713110E-1,-2.001757622E0,-1.411977768E0,5.281429291E-1
3.227218840E-1,-2.249108791E0,-1.743547440E0,4.595315456E-1
3.277724570E-1,-2.799617767E0,-1.998872757E0,2.165324688E-1
3.328230300E-1,-3.305042028E0,-2.090247154E0,-1.711335182E-1
3.378736030E-1,-3.693515301E0,-2.059501648E0,-6.927943230E-1
3.429241760E-1,-3.872961998E0,-1.878355980E0,-1.150592089E0
3.479747490E-1,-3.922584295E0,-1.637752533E0,-1.517054319E0
3.530253220E-1,-3.858277321E0,-1.198930740E0,-1.862334013E0
3.580758950E-1,-3.709029913E0,-7.483348846E-1,-2.048319578E0
3.631264680E-1,-3.385192871E0,-3.667154312E-1,-2.180402756E0
3.681770400E-1,-3.018627644E0,-7.092475891E-2,-2.170229912E0
3.732276650E-1,-2.754144669E0,2.580585480E-1,-1.969242096E0
3.782781860E-1,-2.520789623E0,6.897821426E-1,-1.704954624E0
3.833287590E-1,-2.212129831E0,1.239832878E0,-1.283050060E0
3.883793840E-1,-1.722400427E0,1.763024330E0,-8.004832268E-1
3.934299570E-1,-8.765888214E-1,2.027230263E0,-3.270821571E-1
3.984805300E-1,4.542768002E-1,1.944503784E0,2.404808998E-1
4.035311030E-1,2.207130671E0,1.376403809E0,1.292052269E0
4.085816760E-1,4.179366112E0,3.072624207E-1,2.739093781E0
4.136322490E-1,6.109568596E0,-1.205401421E0,4.299340725E0
4.186828220E-1,7.963215828E0,-2.928866386E0,5.742571831E0
4.237333950E-1,9.709777832E0,-4.715010643E0,6.724062920E0
4.287839680E-1,1.099217987E1,-6.142230034E0,7.071960449E0
4.338345400E-1,1.200142574E1,-7.224394798E0,6.250824451E0
4.388851650E-1,1.232197857E1,-8.095445633E0,4.727071762E0
4.439357380E-1,1.169278717E1,-8.366843224E0,3.266856670E0
4.489863110E-1,1.055374336E1,-8.048682213E0,2.338573217E0
4.540368840E-1,8.881564140E0,-7.120334625E0,2.178245068E0
4.590874570E-1,6.888767242E0,-5.739949226E0,2.540606260E0
4.641380300E-1,4.949608803E0,-4.230902672E0,3.069058418E0
4.691886030E-1,3.083960533E0,-2.817956924E0,3.487450600E0
4.742391760E-1,1.319040775E0,-1.742381096E0,3.583498478E0
4.792897490E-1,-2.201154232E-1,-8.985433578E-1,3.713321686E0
4.843403220E-1,-1.348308086E0,-3.254671097E-1,3.904052258E0
