"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.362056821E1,4.015035033E-1,7.506200075E-1,2.188646048E-1
8.363051321E1,3.824571371E-1,7.210440636E-1,2.216507047E-1
8.364045821E1,3.611971438E-1,6.778342724E-1,2.154564559E-1
8.365040421E1,3.277943730E-1,6.186373830E-1,1.818010807E-1
8.366034921E1,2.927362323E-1,5.639906526E-1,1.313941032E-1
8.367029421E1,2.587786019E-1,5.320728421E-1,7.852667570E-2
8.368024021E1,2.297419161E-1,5.207014084E-1,3.505856544E-2
8.369018521E1,2.099445015E-1,5.153495073E-1,1.635252126E-2
8.370013121E1,1.995816082E-1,5.012379289E-1,1.096414775E-2
8.371007621E1,2.000075430E-1,4.840530455E-1,2.137266845E-2
8.372002121E1,2.071722448E-1,4.857308269E-1,4.581249878E-2
8.372996754E1,2.407028377E-1,4.810567796E-1,8.451341093E-2
8.373991254E1,2.712916136E-1,4.841801226E-1,1.236616075E-1
8.374985754E1,2.773329914E-1,4.855798185E-1,1.592978686E-1
8.375980354E1,2.710663080E-1,4.893143773E-1,1.904621720E-1
8.376974854E1,2.686800659E-1,4.968486428E-1,2.027016729E-1
8.377969454E1,2.705722451E-1,5.059505105E-1,2.045131624E-1
8.378963954E1,2.655268908E-1,4.924142063E-1,2.024573237E-1
8.379958454E1,2.597885728E-1,4.742956460E-1,1.871862113E-1
8.380953054E1,2.508940101E-1,4.555765986E-1,1.715824306E-1
8.381947554E1,2.379912883E-1,4.317418337E-1,1.454360485E-1
8.382942154E1,2.206792682E-1,4.184151888E-1,1.179336831E-1
8.383936654E1,2.029474080E-1,4.213683605E-1,1.009922475E-1
8.384931154E1,1.922163069E-1,4.496299624E-1,1.019448787E-1
8.385925754E1,2.090464234E-1,4.695975482E-1,1.104507446E-1
8.386920254E1,2.444569767E-1,4.686768651E-1,1.230709851E-1
8.387914754E1,2.720494568E-1,4.530089498E-1,1.409826130E-1
8.388909354E1,2.811992168E-1,4.326792657E-1,1.594164521E-1
8.389903854E1,2.808828354E-1,4.178489149E-1,1.720843166E-1
8.390898454E1,2.981488705E-1,4.064602852E-1,1.833539456E-1
8.391892954E1,3.010794222E-1,3.998138309E-1,1.798439026E-1
8.392887454E1,2.904947996E-1,4.031798840E-1,1.761766970E-1
8.393882054E1,2.896364629E-1,4.083754420E-1,1.723020673E-1
8.394876554E1,3.083077371E-1,4.008494318E-1,1.673159599E-1
8.395871054E1,3.236811161E-1,3.918418288E-1,1.602857560E-1
8.396865654E1,3.396141529E-1,3.796366155E-1,1.519665122E-1
8.397860154E1,3.452976048E-1,3.736216128E-1,1.546682864E-1
8.398854754E1,3.576090932E-1,3.613325655E-1,1.507689208E-1
8.399849254E1,3.696567118E-1,3.408230245E-1,1.451240927E-1
8.400843754E1,3.767386377E-1,3.309002519E-1,1.439297050E-1
8.401838354E1,3.785448074E-1,3.247637749E-1,1.446346492E-1
8.402832854E1,3.794266582E-1,3.330038488E-1,1.367416531E-1
8.403827354E1,3.750630617E-1,3.561866879E-1,1.234804466E-1
8.404821954E1,3.707896173E-1,3.837108314E-1,1.230080202E-1
8.405816454E1,3.634446263E-1,4.065130949E-1,1.236652955E-1
8.406811054E1,3.566886485E-1,4.189945459E-1,1.335890144E-1
8.407805554E1,3.462455869E-1,4.040771127E-1,1.571625173E-1
8.408800054E1,3.305589259E-1,3.850103915E-1,1.774742454E-1
8.409794654E1,3.044711351E-1,3.554740846E-1,1.958252937E-1
8.410789154E1,2.793444097E-1,3.155637383E-1,2.094441056E-1
8.411783654E1,2.510965168E-1,2.802233398E-1,2.151344717E-1
8.412778254E1,2.232542485E-1,2.580307424E-1,2.125845402E-1
8.413772754E1,2.005081773E-1,2.537957728E-1,2.034922391E-1
8.414767354E1,1.811968386E-1,2.754302323E-1,1.859848648E-1
8.415761854E1,1.658162773E-1,3.000916243E-1,1.746970564E-1
8.416756354E1,1.467305273E-1,3.107356429E-1,1.674925983E-1
8.417750954E1,1.325750202E-1,3.075907230E-1,1.686955392E-1
8.418745454E1,1.302978545E-1,3.122114539E-1,1.718922853E-1
8.419740054E1,1.324030906E-1,3.237791359E-1,1.650900394E-1
8.420734554E1,1.354427487E-1,3.358152509E-1,1.568769813E-1
8.421729054E1,1.384856850E-1,3.496815264E-1,1.479830891E-1
8.422723654E1,1.327646971E-1,3.651558757E-1,1.359624267E-1
8.423718154E1,1.330584437E-1,3.928972483E-1,1.304121315E-1
8.424712654E1,1.290328205E-1,3.995740414E-1,1.352281868E-1
8.425707254E1,1.304725260E-1,4.092541039E-1,1.404477209E-1
8.426701754E1,1.240837127E-1,4.135052860E-1,1.553769112E-1
8.427696354E1,1.113551408E-1,4.211086035E-1,1.667848378E-1
8.428690854E1,9.851403534E-2,4.209687710E-1,1.792169064E-1
8.429685354E1,8.433482796E-2,4.222470820E-1,1.896527708E-1
8.430679954E1,6.424031407E-2,4.276356995E-1,1.995801777E-1
8.431674454E1,5.510061607E-2,4.332927763E-1,2.036417723E-1
8.432668954E1,5.462231487E-2,4.397924840E-1,2.032803744E-1
8.433663554E1,5.744766071E-2,4.263967872E-1,2.056319416E-1
8.434658054E1,5.913115293E-2,4.109250307E-1,1.996905655E-1
8.435652654E1,6.687535346E-2,3.983106911E-1,1.941394657E-1
8.436647154E1,7.576799393E-2,3.861101866E-1,1.815893054E-1
8.437641654E1,8.297877014E-2,3.799031377E-1,1.699353009E-1
8.438636254E1,8.896481246E-2,3.793595135E-1,1.554425657E-1
8.439630754E1,9.465306252E-2,3.764454722E-1,1.370947212E-1
8.440625254E1,1.024372056E-1,3.738045990E-1,1.191557497E-1
8.441619854E1,1.086783260E-1,3.750288486E-1,1.019341499E-1
8.442614354E1,1.133361384E-1,3.707961440E-1,8.925198764E-2
8.443608954E1,1.217937991E-1,3.715516627E-1,7.823555171E-2
8.444603454E1,1.258205324E-1,3.693976104E-1,7.087133825E-2
8.445597954E1,1.285713166E-1,3.697994649E-1,6.354285032E-2
8.446592554E1,1.308871955E-1,3.746839762E-1,5.570410192E-2
8.447587054E1,1.340433061E-1,3.776616454E-1,4.843766987E-2
8.448581654E1,1.332202554E-1,3.839506805E-1,4.113849998E-2
8.449576154E1,1.297176778E-1,3.781516552E-1,3.203634918E-2
8.450570654E1,1.244860590E-1,3.700701296E-1,2.522956207E-2
8.451565254E1,1.155876443E-1,3.576182723E-1,2.438534051E-2
8.452559754E1,1.078342199E-1,3.426996469E-1,2.290783077E-2
8.453554354E1,9.463399649E-2,3.338212073E-1,2.233818173E-2
8.454548854E1,9.143149853E-2,3.268474340E-1,2.823806554E-2
8.455543354E1,8.956702054E-2,3.246793747E-1,3.556441888E-2
8.456537954E1,8.068944514E-2,3.224604726E-1,4.051174968E-2
8.457532454E1,7.714904100E-2,3.175967336E-1,4.636830464E-2
8.458526954E1,6.961280853E-2,3.231717348E-1,5.053877458E-2
8.459521554E1,6.077617034E-2,3.249717653E-1,4.481670633E-2
8.460516054E1,5.614848807E-2,3.305539787E-1,4.285883904E-2
8.461510654E1,5.046477169E-2,3.291294575E-1,3.967343271E-2
8.462505154E1,4.666192830E-2,3.261747360E-1,3.218403831E-2
8.463499654E1,4.688936099E-2,3.232508302E-1,2.791818604E-2
8.464494254E1,4.932647198E-2,3.245455623E-1,2.463230863E-2
8.465488754E1,5.020425469E-2,3.256845772E-1,2.375852317E-2
8.466483354E1,5.484674871E-2,3.349383175E-1,1.975576952E-2
8.467477854E1,5.769073591E-2,3.469981849E-1,1.917386800E-2
8.468472354E1,6.115588173E-2,3.587554991E-1,1.532074530E-2
8.469466954E1,5.904958397E-2,3.695117235E-1,1.274360437E-2
8.470461454E1,5.898974463E-2,3.718493283E-1,5.177461542E-3
8.471455954E1,5.763019994E-2,3.741819859E-1,2.478347160E-3
8.472450554E1,5.814496428E-2,3.737689257E-1,-2.066569868E-3
8.473445042E1,5.291185528E-2,3.721286952E-1,-8.916219696E-3
8.474439642E1,5.315911770E-2,3.740409017E-1,-1.019535679E-2
8.475434142E1,5.318202078E-2,3.841747642E-1,-1.131388452E-2
8.476428642E1,5.348620191E-2,3.933177292E-1,-1.450008526E-2
8.477423242E1,5.476691574E-2,3.996038437E-1,-1.565483212E-2
8.478417742E1,5.174138024E-2,4.043558836E-1,-1.371029299E-2
8.479412242E1,5.239385366E-2,4.198043346E-1,-1.594175585E-2
8.480406842E1,4.719875753E-2,4.250753820E-1,-1.658309251E-2
8.481401342E1,4.452920705E-2,4.239440858E-1,-1.954932138E-2
8.482395942E1,4.078558460E-2,4.250296950E-1,-2.206798643E-2
8.483390442E1,3.893655166E-2,4.157656133E-1,-2.450531349E-2
8.484384942E1,3.408152610E-2,3.948063850E-1,-1.886250451E-2
8.485379542E1,3.752978891E-2,3.796189129E-1,-2.404501662E-2
8.486374042E1,3.609339520E-2,3.637248874E-1,-2.697470412E-2
8.487368642E1,3.378017619E-2,3.452537358E-1,-2.777311951E-2
8.488363142E1,3.181431815E-2,3.286784291E-1,-3.017813340E-2
8.489357642E1,3.351048380E-2,3.145532906E-1,-3.092142195E-2
8.490352242E1,2.802365087E-2,2.945390642E-1,-3.218378872E-2
8.491346742E1,1.773426123E-2,2.677026689E-1,-3.503576666E-2
8.492341342E1,6.730973721E-3,2.372061461E-1,-3.718492389E-2
8.493335842E1,6.451342255E-3,2.167975456E-1,-4.388730228E-2
8.494330342E1,6.149455905E-3,1.948972791E-1,-4.619860277E-2
8.495324942E1,1.117412699E-3,1.678321064E-1,-4.658662528E-2
8.496319442E1,-3.486155067E-3,1.430583298E-1,-4.850806296E-2
8.497313942E1,-6.363700610E-3,1.184025109E-1,-5.049185455E-2
8.498308542E1,-6.565165240E-3,9.573914856E-2,-5.016525090E-2
8.499303042E1,-6.416294258E-3,7.823792100E-2,-5.511447042E-2
8.500297642E1,-8.809868246E-3,6.812879443E-2,-5.841602013E-2
8.501292142E1,-7.588010281E-3,6.250073761E-2,-6.858503819E-2
8.502286642E1,-5.064358003E-3,6.065772474E-2,-7.222415507E-2
8.503281242E1,-6.732295267E-3,6.013441458E-2,-7.563993335E-2
8.504275742E1,-5.141050089E-3,5.584876984E-2,-8.147419244E-2
8.505270342E1,-1.470419485E-2,4.187623039E-2,-7.951996475E-2
8.506264842E1,-1.720339432E-2,3.091043048E-2,-8.388044685E-2
8.507259342E1,-1.827238686E-2,1.641244814E-2,-8.471348137E-2
8.508253942E1,-2.850259282E-2,3.042018740E-3,-8.650088310E-2
8.509248442E1,-3.294953704E-2,-3.047831589E-3,-8.902342618E-2
8.510243042E1,-4.193992168E-2,-1.131416764E-2,-8.694685996E-2
8.511237542E1,-4.672269151E-2,-1.753451303E-2,-9.103001654E-2
8.512232042E1,-5.057710409E-2,-2.131574973E-2,-9.000393748E-2
8.513226642E1,-5.205515772E-2,-2.532460541E-2,-8.756154776E-2
8.514221142E1,-4.805027694E-2,-3.538355231E-2,-8.925528824E-2
8.515215642E1,-4.800287262E-2,-4.229632020E-2,-9.123907238E-2
8.516210242E1,-4.999663681E-2,-4.483062774E-2,-9.185770154E-2
8.517204742E1,-4.576114565E-2,-4.669057950E-2,-9.505482018E-2
8.518199342E1,-5.018576980E-2,-4.761689901E-2,-9.749215841E-2
8.519193842E1,-5.416932702E-2,-5.124785379E-2,-9.937820584E-2
8.520188342E1,-5.521004274E-2,-4.884081706E-2,-9.703435004E-2
8.521182942E1,-6.312708557E-2,-5.063125864E-2,-9.711344540E-2
8.522177442E1,-6.593995541E-2,-5.010030046E-2,-8.989670873E-2
8.523172042E1,-7.620191574E-2,-5.259301886E-2,-8.582739532E-2
8.524166542E1,-7.673399895E-2,-5.586391315E-2,-8.377291262E-2
8.525161042E1,-7.920940220E-2,-6.072072312E-2,-7.750276476E-2
8.526155642E1,-8.230337501E-2,-6.167976558E-2,-7.832054049E-2
8.527150142E1,-8.385600150E-2,-6.550592929E-2,-7.591570914E-2
8.528144642E1,-8.654276282E-2,-7.143256068E-2,-7.449044287E-2
8.529139242E1,-8.504500240E-2,-8.009395748E-2,-7.617036998E-2
8.530133742E1,-8.243616670E-2,-8.522293717E-2,-7.830329239E-2
8.531128342E1,-7.801079005E-2,-9.943063557E-2,-7.860689610E-2
8.532122842E1,-7.638758421E-2,-1.088783816E-1,-8.292794228E-2
8.533117342E1,-7.136246562E-2,-1.203190535E-1,-8.966334164E-2
8.534111942E1,-6.341153383E-2,-1.261919737E-1,-9.224151075E-2
8.535106442E1,-5.742128566E-2,-1.382225454E-1,-9.667114168E-2
8.536101042E1,-5.285510421E-2,-1.492474526E-1,-9.659228474E-2
8.537095542E1,-4.873120040E-2,-1.578521281E-1,-9.405322373E-2
8.538090042E1,-4.749790952E-2,-1.598336101E-1,-9.539736807E-2
8.539084642E1,-4.188955575E-2,-1.733068079E-1,-9.428815544E-2
8.540079142E1,-4.106167704E-2,-1.752603799E-1,-8.949261904E-2
8.541073742E1,-3.574680537E-2,-1.807363778E-1,-8.403260261E-2
8.542068242E1,-3.594031557E-2,-1.805124283E-1,-8.066695929E-2
8.543062742E1,-3.606015816E-2,-1.774993241E-1,-8.050956577E-2
8.544057342E1,-3.586743400E-2,-1.723958850E-1,-7.475430518E-2
8.545051842E1,-3.169798851E-2,-1.664991230E-1,-7.282750309E-2
8.546046442E1,-2.820820361E-2,-1.571339220E-1,-6.691452861E-2
8.547040942E1,-2.970862947E-2,-1.496509761E-1,-6.498746574E-2
8.548035442E1,-3.274031729E-2,-1.402498633E-1,-6.170012802E-2
8.549030042E1,-3.439041227E-2,-1.363059878E-1,-5.662840232E-2
8.550024542E1,-3.575356677E-2,-1.324630827E-1,-5.589012057E-2
8.551019042E1,-3.229145706E-2,-1.257471144E-1,-5.800972879E-2
8.552013642E1,-3.264920786E-2,-1.177642643E-1,-6.056591868E-2
8.553008142E1,-2.859880775E-2,-1.106230021E-1,-6.502405554E-2
8.554002742E1,-2.858159132E-2,-1.069330648E-1,-6.743955612E-2
8.554997242E1,-2.710327134E-2,-1.052603349E-1,-6.611729413E-2
8.555991742E1,-2.738127112E-2,-1.006881446E-1,-6.074900553E-2
8.556986342E1,-3.020821698E-2,-1.045473367E-1,-5.224553123E-2
8.557980842E1,-3.543730080E-2,-1.024489477E-1,-5.197133496E-2
8.558975442E1,-3.700776771E-2,-9.514629096E-2,-4.441914335E-2
8.559969942E1,-3.635456041E-2,-8.766483516E-2,-4.052830860E-2
8.560964442E1,-3.955088556E-2,-7.097186893E-2,-4.216935113E-2
8.561959042E1,-4.158012569E-2,-6.131421775E-2,-3.445967659E-2
8.562953542E1,-4.257881269E-2,-4.912785813E-2,-3.011020273E-2
8.563948142E1,-4.410555214E-2,-3.896516562E-2,-2.547709644E-2
8.564942642E1,-4.543767124E-2,-2.839986794E-2,-2.240939997E-2
8.565937142E1,-4.457839578E-2,-2.236111090E-2,-1.145332493E-2
8.566931742E1,-4.114025459E-2,-1.274923049E-2,-7.014901377E-3
8.567926242E1,-3.679033369E-2,-1.524239779E-3,-2.598403022E-3
8.568920742E1,-3.092525527E-2,9.622421116E-3,9.563844651E-4
8.569915342E1,-2.216629125E-2,2.130132914E-2,8.613234386E-4
8.570909842E1,-1.943628490E-2,3.591063246E-2,2.839519642E-3
8.571904442E1,-1.269916259E-2,4.542481899E-2,2.199539915E-3
8.572898917E1,-8.453817107E-3,5.666255951E-2,5.800400861E-3
8.573893417E1,-4.141067155E-3,6.277707219E-2,-2.130493522E-5
8.574888017E1,-1.188420691E-3,6.961953640E-2,4.531102255E-3
8.575882517E1,6.903334521E-3,7.833597064E-2,3.223682754E-3
8.576877117E1,8.917749859E-3,7.880575210E-2,4.015174694E-3
8.577871617E1,8.425686508E-3,8.291818202E-2,5.254431628E-3
8.578866117E1,8.713308722E-3,8.069737256E-2,5.681070499E-3
8.579860717E1,9.645072743E-3,8.832761645E-2,7.318676449E-3
8.580855217E1,1.009701099E-2,8.683917671E-2,9.591684677E-3
8.581849817E1,1.336627360E-2,8.745455742E-2,9.594721720E-3
8.582844317E1,1.468001213E-2,8.757200092E-2,1.399719343E-2
8.583838817E1,1.662609912E-2,8.443848789E-2,1.640394703E-2
8.584833417E1,2.069168165E-2,8.128956705E-2,1.726920903E-2
8.585827917E1,2.428584732E-2,8.227939159E-2,1.629886217E-2
8.586822517E1,2.370261587E-2,8.022210002E-2,1.998068206E-2
8.587817017E1,2.297865227E-2,8.319395781E-2,2.008582279E-2
8.588811517E1,2.711587399E-2,8.794530481E-2,2.254898101E-2
8.589806117E1,3.340468556E-2,8.976484835E-2,2.549926937E-2
8.590800617E1,3.322651982E-2,1.012715697E-1,2.816615999E-2
8.591795217E1,3.854389489E-2,1.089732200E-1,3.317835927E-2
8.592789717E1,4.042222351E-2,1.194735318E-1,3.813556582E-2
8.593784217E1,4.631080106E-2,1.229751259E-1,4.462421685E-2
8.594778817E1,5.349281058E-2,1.293262243E-1,4.190486297E-2
8.595773317E1,5.933886021E-2,1.300732046E-1,4.539681971E-2
8.596767817E1,6.059800461E-2,1.408326477E-1,4.592545703E-2
8.597762417E1,6.112027168E-2,1.549203098E-1,4.888799787E-2
8.598756917E1,5.786588788E-2,1.660134345E-1,5.840720236E-2
8.599751517E1,6.193991750E-2,1.756449640E-1,6.858875602E-2
8.600746017E1,6.663480401E-2,1.849524379E-1,7.452414185E-2
8.601740517E1,7.089348882E-2,1.887439787E-1,8.266406506E-2
8.602735117E1,7.131613791E-2,1.885461062E-1,8.575652540E-2
8.603729617E1,7.212432474E-2,1.902926266E-1,8.752862364E-2
8.604724217E1,7.545487583E-2,1.868587583E-1,8.649531752E-2
8.605718717E1,8.089024574E-2,2.000028342E-1,8.045204729E-2
8.606713217E1,8.361092955E-2,2.183291018E-1,7.749913633E-2
8.607707817E1,8.044116944E-2,2.406268120E-1,7.699202001E-2
8.608702317E1,8.123265952E-2,2.682760060E-1,8.199157566E-2
8.609696917E1,7.500638813E-2,3.002409935E-1,9.097810090E-2
8.610691417E1,6.631276757E-2,3.334964216E-1,1.019921303E-1
8.611685917E1,5.955717340E-2,3.582079411E-1,1.144599915E-1
8.612680517E1,6.718073785E-2,3.937619328E-1,1.183173135E-1
8.613675017E1,8.405201882E-2,4.304865301E-1,1.182434112E-1
8.614669617E1,9.373154491E-2,4.639339745E-1,1.277943105E-1
8.615664117E1,9.737185389E-2,5.086333156E-1,1.343226731E-1
8.616658617E1,1.096192002E-1,5.458334088E-1,1.357791573E-1
8.617653217E1,1.218280941E-1,5.838476419E-1,1.397816092E-1
8.618647717E1,1.344687939E-1,6.258278489E-1,1.306688040E-1
8.619642217E1,1.480360329E-1,6.678305864E-1,1.240745112E-1
8.620636817E1,1.512214392E-1,7.154350877E-1,1.244923696E-1
8.621631317E1,1.496033669E-1,7.554053068E-1,1.202666238E-1
8.622625917E1,1.532068998E-1,7.905837893E-1,1.239844039E-1
8.623620417E1,1.608030349E-1,8.181453347E-1,1.276132911E-1
8.624614917E1,1.627532542E-1,8.249840736E-1,1.337106079E-1
8.625609517E1,1.674213260E-1,8.332797885E-1,1.412053108E-1
8.626604017E1,1.707577407E-1,8.350939751E-1,1.462900937E-1
8.627598617E1,1.777701825E-1,8.336047530E-1,1.494244635E-1
8.628593117E1,1.756628156E-1,8.307847381E-1,1.510987878E-1
8.629587617E1,1.808392107E-1,8.228335977E-1,1.521145254E-1
8.630582217E1,1.757765412E-1,8.175107837E-1,1.460899115E-1
8.631576717E1,1.678555459E-1,8.133799434E-1,1.406797916E-1
8.632571317E1,1.609254777E-1,8.071028590E-1,1.258246750E-1
8.633565817E1,1.519569010E-1,8.021212816E-1,1.146360710E-1
8.634560317E1,1.389641315E-1,7.879756689E-1,1.050883681E-1
8.635554917E1,1.256157905E-1,7.643876672E-1,9.636650980E-2
8.636549417E1,1.119066328E-1,7.278837562E-1,9.201490134E-2
8.637544017E1,1.035427079E-1,6.927720904E-1,9.163913131E-2
8.638538517E1,9.063117206E-2,6.641074419E-1,8.513036370E-2
8.639533017E1,7.896747440E-2,6.529938579E-1,8.802037686E-2
8.640527617E1,7.293142378E-2,6.447889209E-1,8.159416914E-2
8.641522117E1,5.830284208E-2,6.327344179E-1,8.061471581E-2
8.642516717E1,4.618945718E-2,6.112030149E-1,7.543806732E-2
8.643511217E1,4.069969803E-2,5.687789917E-1,7.119155675E-2
8.644505717E1,3.559254855E-2,5.190234184E-1,7.048341632E-2
8.645500317E1,3.262250498E-2,4.684931636E-1,6.681616604E-2
8.646494817E1,3.718157113E-2,4.294144809E-1,5.965997651E-2
8.647489317E1,3.666471317E-2,4.093067944E-1,5.256996676E-2
8.648483917E1,2.992425114E-2,3.969260156E-1,4.376795515E-2
8.649478417E1,2.812167630E-2,3.831843436E-1,2.938587591E-2
8.650473017E1,1.855293661E-2,3.521625102E-1,2.032127231E-2
8.651467517E1,9.189344943E-3,3.055285811E-1,1.264061499E-2
8.652462017E1,1.469639363E-3,2.506442964E-1,1.168959867E-2
8.653456617E1,-6.759378128E-3,1.973962784E-1,4.989030771E-3
8.654451117E1,-1.579388604E-2,1.419828236E-1,-3.891279455E-3
8.655445717E1,-2.546421252E-2,1.111329868E-1,-9.901214391E-3
8.656440217E1,-3.234449029E-2,9.513244778E-2,-1.400674321E-2
8.657434717E1,-4.179111496E-2,8.981442451E-2,-2.297644131E-2
8.658429317E1,-4.605190828E-2,9.146291763E-2,-3.036085516E-2
8.659423817E1,-5.413923040E-2,8.683624864E-2,-4.285740852E-2
8.660418417E1,-5.308914930E-2,6.706254184E-2,-6.853214651E-2
8.661412917E1,-5.092814937E-2,5.179761723E-2,-9.904172271E-2
8.662407417E1,-5.203629285E-2,5.193397403E-2,-1.342228800E-1
8.663402017E1,-5.556849018E-2,5.392577499E-2,-1.658010483E-1
8.664396517E1,-6.271880865E-2,6.356056035E-2,-1.900469959E-1
8.665391117E1,-7.016187161E-2,6.289131939E-2,-2.053449303E-1
8.666385617E1,-7.934870571E-2,6.035678834E-2,-2.126404047E-1
8.667380117E1,-8.821719885E-2,5.948882923E-2,-2.137035877E-1
8.668374717E1,-9.275522828E-2,5.840172619E-2,-2.124918550E-1
8.669369217E1,-9.700537473E-2,7.242211699E-2,-2.003957033E-1
8.670363817E1,-1.017612442E-1,1.049965695E-1,-1.686982214E-1
8.671358317E1,-1.070645824E-1,1.375666410E-1,-1.274150759E-1
8.672352817E1,-1.114342958E-1,1.648326218E-1,-9.228264540E-2
8.673347458E1,-1.165648922E-1,1.832862049E-1,-6.343540549E-2
8.674341958E1,-1.111570746E-1,2.047289014E-1,-4.285369441E-2
8.675336458E1,-9.963013232E-2,2.259122431E-1,-3.065546975E-2
8.676331058E1,-8.254142106E-2,2.296244204E-1,-2.874278650E-2
8.677325558E1,-7.076508552E-2,2.048742026E-1,-4.557090253E-2
8.678320158E1,-7.314941287E-2,1.690717340E-1,-7.599405944E-2
8.679314658E1,-7.811090350E-2,1.262965798E-1,-1.072041392E-1
8.680309158E1,-8.950337023E-2,7.660705596E-2,-1.268920898E-1
8.681303758E1,-1.042615846E-1,2.865143307E-2,-1.403545290E-1
8.682298258E1,-1.087058708E-1,-2.472257428E-2,-1.354212910E-1
8.683292858E1,-1.016310826E-1,-7.184039801E-2,-1.283367276E-1
8.684287358E1,-8.920504153E-2,-1.083773747E-1,-1.244469211E-1
8.685281858E1,-7.176853716E-2,-1.361860931E-1,-1.175939217E-1
8.686276458E1,-5.836484954E-2,-1.516372263E-1,-1.156623289E-1
8.687270958E1,-4.052335024E-2,-1.577967405E-1,-1.107217968E-1
8.688265558E1,-2.956098132E-2,-1.665406972E-1,-1.130680442E-1
8.689260058E1,-1.716976985E-2,-1.650851220E-1,-1.154465824E-1
8.690254558E1,-2.642759355E-3,-1.510555893E-1,-1.194953844E-1
8.691249158E1,1.167816389E-2,-1.325290501E-1,-1.296709776E-1
8.692243658E1,1.598263159E-2,-1.125548109E-1,-1.410927325E-1
8.693238258E1,9.966427460E-3,-1.016585305E-1,-1.579856724E-1
8.694232758E1,-1.168781193E-3,-9.424828738E-2,-1.768267453E-1
8.695227258E1,-2.074325457E-2,-7.261260599E-2,-1.970553547E-1
8.696221858E1,-4.084851965E-2,-4.276655614E-2,-2.085775286E-1
8.697216358E1,-5.446176231E-2,-9.277942590E-3,-2.194087803E-1
8.698210958E1,-6.722442806E-2,1.401246618E-2,-2.192045152E-1
8.699205458E1,-7.608819753E-2,3.377844021E-2,-2.224203199E-1
8.700199958E1,-8.134022355E-2,6.115200743E-2,-2.183723152E-1
8.701194558E1,-7.999391854E-2,9.636519104E-2,-2.066555023E-1
8.702189058E1,-7.602340728E-2,1.329897791E-1,-1.953152269E-1
8.703183658E1,-7.374479622E-2,1.641722769E-1,-1.853526831E-1
8.704178158E1,-7.091998309E-2,1.927418709E-1,-1.753937900E-1
8.705172658E1,-7.762601227E-2,1.935159415E-1,-1.589448899E-1
8.706167258E1,-8.867760003E-2,1.710977107E-1,-1.420098394E-1
8.707161758E1,-1.006339043E-1,1.406715512E-1,-1.245618761E-1
8.708156358E1,-1.000655890E-1,1.197441742E-1,-1.046142727E-1
8.709150858E1,-1.003565043E-1,1.030962616E-1,-7.815756649E-2
8.710145358E1,-1.017072648E-1,8.945848048E-2,-7.023946196E-2
8.711139958E1,-9.232690930E-2,8.683503419E-2,-6.053004414E-2
8.712134458E1,-7.744862884E-2,1.125201583E-1,-5.946451053E-2
8.713128958E1,-6.181794405E-2,1.462354809E-1,-6.937987357E-2
8.714123558E1,-4.410206527E-2,1.907185316E-1,-8.215345442E-2
8.715118058E1,-3.496727720E-2,2.309950590E-1,-1.019660234E-1
8.716112658E1,-2.538442612E-2,2.830774486E-1,-1.084761173E-1
8.717107158E1,-1.474718191E-2,3.357798755E-1,-1.225346774E-1
8.718101658E1,-1.476582326E-2,3.757536411E-1,-1.299598366E-1
8.719096258E1,-2.322816849E-2,3.832991421E-1,-1.394992173E-1
8.720090758E1,-3.213430941E-2,3.900673091E-1,-1.394864321E-1
8.721085358E1,-3.930965066E-2,3.940921426E-1,-1.319615543E-1
8.722079858E1,-4.597501457E-2,4.064031541E-1,-1.140067950E-1
8.723074358E1,-4.634825140E-2,4.184489250E-1,-9.823279828E-2
8.724068958E1,-4.580230266E-2,4.157495201E-1,-8.788375556E-2
8.725063458E1,-4.868793488E-2,4.240320921E-1,-7.104646415E-2
8.726058058E1,-5.330239236E-2,4.326623380E-1,-6.016132608E-2
8.727052558E1,-6.077229232E-2,4.465861320E-1,-4.445187375E-2
8.728047058E1,-7.072319090E-2,4.482178390E-1,-2.505234256E-2
8.729041658E1,-7.732467353E-2,4.335133135E-1,-4.812398925E-3
8.730036158E1,-8.804176748E-2,4.041604996E-1,1.370056625E-2
8.731030758E1,-9.065170586E-2,3.739926517E-1,3.115476668E-2
8.732025258E1,-9.326027334E-2,3.516497910E-1,2.714138478E-2
8.733019758E1,-9.085220098E-2,3.350382447E-1,2.635716461E-2
8.734014358E1,-8.884923905E-2,3.264753819E-1,1.163014770E-2
8.735008858E1,-8.329253644E-2,3.267358243E-1,-4.912225530E-3
8.736003358E1,-7.981897891E-2,3.417014778E-1,-2.403665148E-2
8.736997958E1,-7.840985805E-2,3.650036454E-1,-4.299713671E-2
8.737992458E1,-8.213322610E-2,3.875374496E-1,-5.697633699E-2
8.738987058E1,-9.129817784E-2,4.124783278E-1,-6.788090616E-2
8.739981558E1,-1.026009023E-1,4.388550520E-1,-7.534095645E-2
8.740976058E1,-1.136310771E-1,4.452018440E-1,-7.865052670E-2
8.741970658E1,-1.291719526E-1,4.497015178E-1,-8.121754974E-2
8.742965158E1,-1.445819438E-1,4.608995616E-1,-8.570879698E-2
8.743959758E1,-1.532284319E-1,4.831427932E-1,-9.093231708E-2
8.744954258E1,-1.648276895E-1,5.136291385E-1,-9.046031535E-2
