"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.132012065E2,-7.308769226E0,4.810153198E1,6.439754486E0
2.132111515E2,-7.358497620E0,4.795966339E1,6.603378296E0
2.132210975E2,-7.216598511E0,4.794217682E1,6.614936829E0
2.132310425E2,-7.237403870E0,4.799512863E1,6.566299438E0
2.132409885E2,-7.260025024E0,4.800806046E1,6.492244720E0
2.132509345E2,-7.338951111E0,4.802956772E1,6.451454163E0
2.132608795E2,-7.375801086E0,4.792364883E1,6.550205231E0
2.132708251E2,-7.320747375E0,4.797647476E1,6.482295990E0
2.132807701E2,-7.305709839E0,4.799580765E1,6.482887268E0
2.132907161E2,-7.381477356E0,4.793674469E1,6.476802826E0
2.133006611E2,-7.309318542E0,4.800650787E1,6.410129547E0
2.133106071E2,-7.221839905E0,4.797892380E1,6.260841370E0
2.133205531E2,-7.208793640E0,4.794786453E1,6.331375122E0
2.133304981E2,-7.242813110E0,4.799430466E1,6.203472137E0
2.133404441E2,-7.188865662E0,4.806094360E1,6.200714111E0
2.133503891E2,-7.055130005E0,4.811109543E1,6.059516907E0
2.133603351E2,-7.105178833E0,4.801284027E1,6.146270752E0
2.133702801E2,-7.100700378E0,4.796323776E1,6.087104797E0
2.133802261E2,-6.967964172E0,4.791864395E1,5.944000244E0
2.133901721E2,-6.927146912E0,4.791306686E1,5.921993256E0
2.134001171E2,-6.920036316E0,4.790658188E1,5.922889709E0
2.134100631E2,-6.912185669E0,4.788854599E1,5.939258575E0
2.134200081E2,-6.958656311E0,4.786098099E1,6.165500641E0
2.134299541E2,-6.910652161E0,4.791650391E1,6.212753296E0
2.134398991E2,-6.876174927E0,4.799820328E1,6.193561554E0
2.134498451E2,-7.115966797E0,4.806339645E1,6.172481537E0
2.134597911E2,-7.299499512E0,4.811666489E1,6.029136658E0
2.134697361E2,-7.171127319E0,4.822233963E1,5.927917480E0
2.134796821E2,-7.135162354E0,4.832344818E1,6.007102966E0
2.134896271E2,-7.132225037E0,4.821605682E1,5.997318268E0
2.134995731E2,-7.200637817E0,4.808732605E1,5.963333130E0
2.135095181E2,-7.237510681E0,4.818907928E1,5.934764862E0
2.135194641E2,-7.333007812E0,4.817370987E1,5.887958527E0
2.135294091E2,-7.195915222E0,4.817265320E1,5.922779083E0
2.135393551E2,-7.089874268E0,4.816008377E1,5.947326660E0
2.135493011E2,-7.010658264E0,4.818571854E1,6.055919647E0
2.135592461E2,-7.026687622E0,4.804345322E1,6.056510925E0
2.135691921E2,-7.031272888E0,4.803788376E1,5.900985718E0
2.135791371E2,-7.030761719E0,4.811582184E1,5.947292328E0
2.135890831E2,-6.994194031E0,4.818888092E1,6.109428406E0
