"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.530712417E0,-3.014730835E0,-1.110405899E1,1.030457153E0
1.540657417E0,-2.927162933E0,-1.114597183E1,1.002615051E0
1.550602417E0,-2.947071533E0,-1.131377289E1,9.701325989E-1
1.560548417E0,-3.079096985E0,-1.156045990E1,1.009351044E0
1.570493417E0,-3.151995392E0,-1.127081223E1,9.511221313E-1
1.580438417E0,-2.983296204E0,-9.626781006E0,7.691006470E-1
1.590384417E0,-3.005001068E0,-9.042396240E0,7.192543030E-1
1.600329417E0,-2.883603516E0,-9.100176086E0,8.777746582E-1
1.610274417E0,-2.721340942E0,-9.157955933E0,9.851014709E-1
1.620219417E0,-2.777025146E0,-9.129066010E0,9.208850098E-1
1.630165417E0,-2.835104370E0,-9.043593750E0,8.505313110E-1
1.640110417E0,-2.803370361E0,-9.181457062E0,8.665480042E-1
1.650055417E0,-2.791395264E0,-9.312434692E0,8.195457458E-1
1.660001417E0,-2.753224640E0,-9.481433258E0,7.432044983E-1
1.669946417E0,-2.799777832E0,-9.587263184E0,7.134164429E-1
1.679891417E0,-2.781366119E0,-9.499395905E0,7.441026306E-1
1.689837417E0,-2.684367828E0,-9.420509949E0,7.505392456E-1
1.699782417E0,-2.682870941E0,-9.407786407E0,7.834707642E-1
1.709727417E0,-2.711611176E0,-9.451345825E0,8.060737610E-1
1.719673417E0,-2.700983276E0,-9.491612091E0,8.083190918E-1
1.729618417E0,-2.691403198E0,-9.528734894E0,8.050259399E-1
1.739563417E0,-2.669997711E0,-9.503587189E0,7.896080017E-1
1.749509417E0,-2.660866699E0,-9.449848938E0,7.692503357E-1
1.759454417E0,-2.661166077E0,-9.368118896E0,7.731422424E-1
1.769399417E0,-2.681823120E0,-9.309291229E0,7.728428650E-1
1.779345417E0,-2.685116272E0,-9.269474030E0,7.747888184E-1
1.789290417E0,-2.682870941E0,-9.292077026E0,8.135581970E-1
1.799235417E0,-2.790347443E0,-9.411378937E0,8.173004150E-1
1.809181417E0,-2.848875732E0,-9.369466095E0,8.312214661E-1
1.819126417E0,-2.840792542E0,-9.356443176E0,8.229885864E-1
1.829071417E0,-2.854863281E0,-9.351204071E0,8.460406494E-1
1.839016417E0,-2.882106628E0,-9.353898468E0,8.300239563E-1
1.848962417E0,-2.903661804E0,-9.381141815E0,8.283773804E-1
1.858907417E0,-2.912942505E0,-9.391021271E0,8.273295593E-1
1.868852417E0,-2.924169159E0,-9.388626251E0,8.403524780E-1
1.878798417E0,-2.931952972E0,-9.371412048E0,8.458909607E-1
1.888743417E0,-2.950963440E0,-9.363628235E0,8.213420105E-1
1.898688417E0,-2.980302429E0,-9.343569946E0,8.403524780E-1
1.908634417E0,-2.984194336E0,-9.333091736E0,8.376580811E-1
1.918579417E0,-2.957699432E0,-9.291478271E0,8.267308044E-1
1.928524417E0,-2.970722351E0,-9.270671539E0,8.699908447E-1
1.938470417E0,-3.011138306E0,-9.248667297E0,8.875044250E-1
1.948415417E0,-3.030148773E0,-9.233399048E0,8.921447754E-1
1.958360417E0,-3.005899200E0,-9.230704651E0,8.729846191E-1
1.968306417E0,-2.977158966E0,-9.254056091E0,8.496331787E-1
1.978251208E0,-2.957699432E0,-9.285191345E0,8.419990540E-1
1.988196208E0,-2.976859589E0,-9.294172668E0,8.589138794E-1
1.998142208E0,-2.957998810E0,-9.316925354E0,8.515791321E-1
2.008087208E0,-2.965183868E0,-9.310488739E0,8.625064087E-1
2.018032208E0,-2.968926086E0,-9.264534302E0,8.933422852E-1
2.027978208E0,-2.959495697E0,-9.255253601E0,8.725355530E-1
2.037923208E0,-2.979853363E0,-9.250613251E0,8.825646973E-1
2.047868208E0,-3.003204803E0,-9.248816986E0,8.770262146E-1
2.057813208E0,-3.032693481E0,-9.252259827E0,8.791218567E-1
2.067759208E0,-3.066223755E0,-9.227411499E0,8.514294434E-1
2.077704208E0,-3.083587646E0,-9.331594849E0,8.155041504E-1
2.087649208E0,-3.075953522E0,-9.400002594E0,8.596623230E-1
2.097595208E0,-3.106340332E0,-9.264983368E0,8.394543457E-1
2.107540208E0,-3.141966248E0,-9.282646637E0,8.030799866E-1
2.117485208E0,-3.139870605E0,-9.233698425E0,8.232879639E-1
2.127431208E0,-3.134481812E0,-9.193581848E0,8.059240723E-1
2.137376208E0,-3.185525665E0,-9.231902161E0,8.491841125E-1
2.147321208E0,-3.198698273E0,-9.279802551E0,8.201445007E-1
2.157267208E0,-3.161276093E0,-9.324110413E0,7.758366394E-1
2.167212208E0,-3.100352783E0,-9.319769440E0,7.354206848E-1
2.177157208E0,-3.082240448E0,-9.311536560E0,7.216493225E-1
2.187103208E0,-3.063379669E0,-9.270072784E0,7.297325134E-1
2.197048208E0,-3.091670837E0,-9.238488464E0,7.024891663E-1
2.206993208E0,-3.098406830E0,-9.232949982E0,6.939569092E-1
2.216939208E0,-3.122057648E0,-9.266929321E0,6.635700989E-1
2.226884208E0,-3.131338348E0,-9.199270020E0,6.313870239E-1
2.236829208E0,-3.156935120E0,-9.122330017E0,6.197113037E-1
2.246775208E0,-3.204985199E0,-9.163793793E0,6.560856628E-1
2.256720208E0,-3.214864655E0,-9.212891693E0,6.611750793E-1
2.266665208E0,-3.229234772E0,-9.232500916E0,6.309379578E-1
2.276610208E0,-3.251388702E0,-9.258995819E0,5.724096680E-1
2.286556208E0,-3.224444733E0,-9.263486481E0,5.135820007E-1
2.296501208E0,-3.158581696E0,-9.242979126E0,5.541476440E-1
2.306447208E0,-3.126847687E0,-9.208101654E0,5.815406799E-1
2.316392208E0,-3.176544342E0,-9.182953949E0,5.706134033E-1
2.326337208E0,-3.228186951E0,-9.239386597E0,5.327421570E-1
2.336282208E0,-3.249442749E0,-9.342222748E0,5.141807556E-1
2.346228208E0,-3.224594421E0,-9.358239441E0,4.613406372E-1
2.356173208E0,-3.181035004E0,-9.348060608E0,4.457730103E-1
2.366118208E0,-3.112028503E0,-9.314979401E0,4.168830872E-1
2.376064208E0,-3.040477295E0,-9.261390839E0,4.102967834E-1
2.386009208E0,-2.982996826E0,-9.228459320E0,4.578977966E-1
2.395954208E0,-2.969524841E0,-9.224866791E0,4.840933228E-1
2.405900208E0,-2.996618500E0,-9.268725586E0,4.998106384E-1
2.415845208E0,-3.044369202E0,-9.319170685E0,4.983137512E-1
2.425790208E0,-3.091072083E0,-9.267827454E0,4.580474854E-1
2.435736208E0,-3.210823059E0,-9.419611816E0,4.388873291E-1
2.445681208E0,-3.188369751E0,-9.495204620E0,5.122348022E-1
2.455626208E0,-3.196752319E0,-9.396859131E0,5.504054260E-1
2.465572208E0,-3.214116211E0,-9.439221039E0,5.225633240E-1
2.475517208E0,-3.188369751E0,-9.420509949E0,5.346881104E-1
2.485462208E0,-3.224744110E0,-9.290729828E0,5.099894714E-1
2.495408208E0,-3.283422089E0,-9.233099670E0,4.534071350E-1
2.505353208E0,-3.331472168E0,-9.172326050E0,4.138893127E-1
2.515298208E0,-3.439697113E0,-9.110953674E0,3.589535522E-1
2.525244208E0,-3.562591553E0,-9.068292389E0,3.248245239E-1
2.535189208E0,-3.647614746E0,-9.075627136E0,2.905458069E-1
2.545134208E0,-3.712130585E0,-9.027127991E0,2.519261169E-1
2.555080208E0,-3.716172180E0,-9.225166168E0,2.538720703E-1
2.565025208E0,-3.667523346E0,-9.305998077E0,2.727328491E-1
2.574970208E0,-3.593128052E0,-9.302405548E0,2.483335876E-1
2.584915208E0,-3.487747192E0,-9.261690216E0,2.408491516E-1
2.594861208E0,-3.402274933E0,-9.197324066E0,2.493814087E-1
2.604806208E0,-3.357518005E0,-9.145382080E0,2.532733154E-1
2.614751208E0,-3.334166565E0,-9.138197021E0,2.856060791E-1
2.624697208E0,-3.414399719E0,-9.180558929E0,2.978805542E-1
2.634642208E0,-3.414848785E0,-9.236991577E0,3.248245239E-1
2.644587208E0,-3.413800964E0,-9.250014496E0,2.869532776E-1
2.654533208E0,-3.395988007E0,-9.248667297E0,2.707868958E-1
2.664478208E0,-3.366349640E0,-9.232351227E0,2.754272461E-1
2.674423208E0,-3.365301819E0,-9.206455078E0,2.526745605E-1
2.684369208E0,-3.345093842E0,-9.183403015E0,2.329156494E-1
