"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.652306113E1,-3.591636658E0,4.909304428E1,1.117906189E1
5.653300613E1,-3.318771362E0,4.912838364E1,1.113838196E1
5.654295113E1,-2.874710083E0,4.904462814E1,1.112496948E1
5.655289613E1,-2.596519470E0,4.903100586E1,1.096844864E1
5.656284113E1,-2.268806458E0,4.905236816E1,1.101837921E1
5.657278613E1,-2.138908386E0,4.904575348E1,1.120452499E1
5.658273113E1,-2.097587585E0,4.899866867E1,1.156015015E1
5.659267713E1,-2.078750610E0,4.893740845E1,1.203895950E1
5.660262192E1,-1.865638733E0,4.883597565E1,1.258245468E1
5.661256692E1,-1.475387573E0,4.855981827E1,1.332260895E1
5.662251192E1,-1.125335693E0,4.830791855E1,1.420922470E1
5.663245692E1,-7.214965820E-1,4.793111038E1,1.514371490E1
5.664240192E1,-4.873504639E-1,4.759762573E1,1.596205139E1
5.665234792E1,-1.184310913E-1,4.737055206E1,1.666325378E1
5.666229292E1,2.483520508E-1,4.711724091E1,1.715732574E1
5.667223792E1,2.986526489E-1,4.698161697E1,1.769650650E1
5.668218292E1,4.226226807E-1,4.681052780E1,1.803192139E1
5.669212792E1,4.886322021E-1,4.687395096E1,1.798975754E1
5.670207292E1,4.612731934E-1,4.696192169E1,1.775176239E1
5.671201792E1,3.729400635E-1,4.708133698E1,1.746485519E1
5.672196392E1,2.039794922E-1,4.712972260E1,1.726979065E1
5.673190892E1,6.268310547E-2,4.728915405E1,1.718745422E1
5.674185392E1,-3.134460449E-1,4.742645645E1,1.719805527E1
5.675179892E1,-7.054748535E-1,4.741419601E1,1.708119583E1
5.676174392E1,-1.253097534E0,4.737902832E1,1.701648712E1
5.677168892E1,-1.751487732E0,4.728797913E1,1.714523697E1
5.678163392E1,-2.346488953E0,4.710645676E1,1.740663147E1
5.679157992E1,-2.846786499E0,4.688770294E1,1.793155289E1
5.680152492E1,-3.112915039E0,4.650458908E1,1.851861572E1
5.681146992E1,-3.464195251E0,4.606652069E1,1.926863480E1
5.682141492E1,-3.562927246E0,4.566013336E1,1.989641190E1
5.683135992E1,-3.492210388E0,4.525033188E1,2.061827469E1
5.684130492E1,-3.067092896E0,4.482197952E1,2.151310349E1
5.685124992E1,-2.521217346E0,4.443851852E1,2.222107697E1
5.686119592E1,-1.997406006E0,4.433143616E1,2.276016998E1
5.687114092E1,-1.433486938E0,4.413345337E1,2.318772507E1
5.688108592E1,-9.995346069E-1,4.403282928E1,2.355993271E1
5.689103092E1,-7.014160156E-1,4.392303085E1,2.364579391E1
5.690097592E1,-5.083236694E-1,4.382545471E1,2.362882614E1
5.691092092E1,-4.995880127E-1,4.389878845E1,2.355967712E1
5.692086592E1,-4.467849731E-1,4.395134735E1,2.340632248E1
5.693081192E1,-5.053100586E-1,4.391904068E1,2.354660797E1
5.694075692E1,-7.237472534E-1,4.397989655E1,2.337773514E1
5.695070192E1,-1.034324646E0,4.416824722E1,2.308586502E1
5.696064692E1,-1.498291016E0,4.431662369E1,2.288434601E1
5.697059192E1,-2.045555115E0,4.442548752E1,2.271380234E1
5.698053692E1,-2.910827637E0,4.454875183E1,2.256017685E1
5.699048192E1,-3.672599792E0,4.454846954E1,2.234748459E1
5.700042792E1,-4.426628113E0,4.450796509E1,2.232182693E1
