"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.087483200E2,-4.508524239E-1,-8.896676898E-1,1.167901039E0
1.087582650E2,-3.283704519E-1,-1.582982540E0,1.122044444E0
1.087682100E2,-2.177993357E-1,-2.114436865E0,9.968495965E-1
1.087781560E2,-9.934458882E-2,-2.444518805E0,8.620630503E-1
1.087881000E2,2.446089312E-2,-2.399633646E0,7.377526164E-1
1.087980460E2,1.385903955E-1,-2.001347303E0,5.850235224E-1
1.088079900E2,2.786279321E-1,-1.433530450E0,4.032804668E-1
1.088179350E2,4.869209528E-1,-9.523912668E-1,1.704432517E-1
1.088278800E2,6.889258623E-1,-7.096764445E-1,-2.522592060E-2
1.088378250E2,8.545312881E-1,-7.576985955E-1,-1.616103947E-1
1.088477700E2,9.948666692E-1,-9.721853137E-1,-2.335182875E-1
1.088577150E2,1.115701318E0,-1.206325650E0,-2.510142028E-1
1.088676600E2,1.214743495E0,-1.342953324E0,-2.460095733E-1
1.088776060E2,1.285318494E0,-1.315543294E0,-2.418726236E-1
1.088875510E2,1.310399055E0,-1.160336733E0,-2.123629451E-1
1.088974950E2,1.265251517E0,-9.959442616E-1,-1.265503019E-1
1.089074400E2,1.157907367E0,-9.371426105E-1,1.917572878E-2
1.089173860E2,9.891817570E-1,-1.001011372E0,1.660951376E-1
1.089273300E2,7.522898316E-1,-1.034698129E0,2.714017928E-1
1.089372750E2,4.878726006E-1,-9.753393531E-1,3.224511445E-1
1.089472210E2,2.439534068E-1,-9.089962840E-1,3.920941949E-1
1.089571650E2,1.136071309E-1,-8.685825467E-1,4.468599558E-1
1.089671110E2,1.138134599E-1,-8.467668891E-1,4.501156807E-1
1.089770550E2,1.779165417E-1,-8.186766505E-1,4.228712618E-1
1.089870000E2,2.189915627E-1,-7.961804271E-1,3.544394970E-1
1.089969450E2,1.622973979E-1,-7.182736397E-1,2.507096231E-1
1.090068910E2,-2.343072556E-2,-6.592468619E-1,1.508929133E-1
1.090168350E2,-3.023813963E-1,-6.001100540E-1,1.202500463E-1
1.090267810E2,-5.955838561E-1,-5.678026676E-1,1.742088944E-1
1.090367250E2,-8.890271783E-1,-6.363564134E-1,2.486911267E-1
1.090466710E2,-1.172068000E0,-7.907226682E-1,3.358646929E-1
1.090566160E2,-1.286903262E0,-7.777251005E-1,4.245343506E-1
1.090665600E2,-1.267994404E0,-6.264379025E-1,5.152030587E-1
1.090765060E2,-1.195843577E0,-4.190184474E-1,5.657846928E-1
1.090864500E2,-1.163585186E0,-3.684445024E-1,5.615055561E-1
1.090963950E2,-1.166037440E0,-4.657936692E-1,5.111981630E-1
1.091063400E2,-1.121796012E0,-5.573759079E-1,4.265952110E-1
1.091162860E2,-9.835797548E-1,-5.593090653E-1,3.118774295E-1
1.091262310E2,-7.531149387E-1,-5.249370337E-1,8.758696914E-2
1.091361760E2,-4.498628974E-1,-4.927868545E-1,-2.006559968E-1
1.091461200E2,-9.734849632E-2,-5.739551187E-1,-4.295885265E-1
1.091560660E2,2.966131568E-1,-7.817839384E-1,-6.346053481E-1
1.091660100E2,6.193626523E-1,-1.052912712E0,-8.500394225E-1
1.091759560E2,7.531252503E-1,-1.276460052E0,-9.276532531E-1
1.091859000E2,6.964962482E-1,-1.235333562E0,-7.620209455E-1
1.091958464E2,4.792193472E-1,-9.010714293E-1,-5.321440697E-1
1.092057914E2,1.766212732E-1,-3.862761259E-1,-4.081206024E-1
1.092157364E2,-1.539672911E-1,2.729137540E-1,-3.455094099E-1
1.092256804E2,-5.268304348E-1,1.004903674E0,-2.560839653E-1
1.092356264E2,-9.256694317E-1,1.676744580E0,-1.129731461E-1
1.092455704E2,-1.275116324E0,2.212787867E0,6.683491170E-2
1.092555164E2,-1.497059941E0,2.527073860E0,2.524490058E-1
1.092654614E2,-1.579674363E0,2.531849146E0,4.303721189E-1
1.092754064E2,-1.524354935E0,2.179024696E0,5.757071972E-1
1.092853514E2,-1.326050997E0,1.601309180E0,6.746679544E-1
1.092952964E2,-1.031613588E0,9.243016839E-1,7.108949423E-1
1.093052414E2,-7.641270757E-1,2.469840348E-1,6.576153040E-1
1.093151854E2,-6.117292643E-1,-3.137847483E-1,5.141246915E-1
1.093251314E2,-5.584226847E-1,-6.667416692E-1,2.996769547E-1
1.093350754E2,-5.579760671E-1,-8.809602261E-1,5.082453787E-2
1.093450214E2,-5.966935158E-1,-9.471443892E-1,-2.000874877E-1
1.093549664E2,-6.480988860E-1,-8.488643765E-1,-3.907818198E-1
1.093649114E2,-6.810631752E-1,-6.131609678E-1,-5.205257535E-1
1.093748564E2,-6.850847602E-1,-2.424486279E-1,-6.023167968E-1
1.093848014E2,-6.658895016E-1,2.449636161E-1,-6.589628458E-1
1.093947464E2,-6.563849449E-1,8.347672820E-1,-6.895788312E-1
1.094046914E2,-6.752367616E-1,1.365421057E0,-6.980691552E-1
1.094146364E2,-6.733677983E-1,1.493864179E0,-6.620587111E-1
1.094245814E2,-6.946641803E-1,1.397335768E0,-6.123124361E-1
1.094345264E2,-7.613673210E-1,1.336779475E0,-5.554765463E-1
1.094444714E2,-8.008778095E-1,1.346235991E0,-4.846870303E-1
1.094544154E2,-7.559606433E-1,1.448554635E0,-4.494536519E-1
1.094643614E2,-5.308837891E-1,1.551426768E0,-4.783284366E-1
1.094743054E2,-8.801660687E-2,1.599317670E0,-6.796231866E-1
1.094842514E2,4.696432650E-1,1.403804541E0,-1.079404354E0
1.094941964E2,9.047238231E-1,8.857457638E-1,-1.445795894E0
1.095041414E2,9.203223586E-1,4.816635251E-1,-1.462548375E0
1.095140864E2,5.104546547E-1,3.375824988E-1,-1.050327778E0
1.095240314E2,-6.268887222E-2,3.734221160E-1,-5.179088116E-1
1.095339764E2,-4.795854092E-1,4.404099286E-1,2.133608609E-2
1.095439214E2,-7.099199295E-1,2.498778403E-1,4.674591124E-1
1.095538664E2,-8.974690437E-1,1.204877347E-2,7.253082991E-1
1.095638114E2,-1.013568997E0,-2.328439616E-2,7.970791459E-1
1.095737564E2,-9.340078831E-1,6.295275688E-2,8.185450435E-1
1.095837004E2,-5.470644832E-1,7.569558173E-2,7.834622860E-1
1.095936464E2,9.748919308E-2,-1.696060449E-1,6.033343077E-1
1.096035914E2,8.761392236E-1,-6.756690145E-1,1.048581004E-1
1.096135364E2,1.484083295E0,-1.164360166E0,-6.123676896E-1
1.096234814E2,1.816893816E0,-1.491266012E0,-1.141152024E0
1.096334264E2,1.859909177E0,-1.532313347E0,-1.170151949E0
1.096433704E2,1.476507187E0,-1.316316485E0,-9.412282109E-1
1.096533164E2,7.685633302E-1,-8.477050662E-1,-7.179480195E-1
1.096632614E2,-2.725571394E-2,-3.835170567E-1,-5.224512815E-1
1.096732064E2,-5.824092031E-1,-2.179842740E-1,-2.871754169E-1
1.096831504E2,-6.340766549E-1,-4.023467302E-1,4.322472960E-4
1.096930964E2,-2.618024349E-1,-3.927337825E-1,2.508572936E-1
1.097030414E2,2.927831411E-1,2.103804052E-2,5.149590969E-1
1.097129864E2,8.496460915E-1,6.443753839E-1,8.495663404E-1
1.097229314E2,1.229354739E0,1.320847750E0,1.218054175E0
1.097328764E2,1.388164878E0,1.983145237E0,1.489976525E0
1.097428214E2,1.437882781E0,2.614705801E0,1.514283180E0
1.097527664E2,1.376685262E0,3.194251776E0,1.348830819E0
1.097627114E2,1.150008917E0,3.677377701E0,1.112917662E0
1.097726564E2,7.741079330E-1,4.040439129E0,9.150683284E-1
1.097826014E2,4.269765913E-1,3.908282995E0,7.756343484E-1
1.097925454E2,2.114496082E-1,3.089340925E0,6.958518624E-1
1.098024914E2,1.060430706E-1,1.714091897E0,6.563098431E-1
1.098124364E2,1.233440265E-1,-2.664957643E-1,6.415095925E-1
1.098223814E2,1.357143670E-1,-2.279571056E0,6.239959002E-1
1.098323264E2,6.549612433E-2,-3.646935701E0,5.696767569E-1
1.098422714E2,-5.120082200E-2,-4.194945812E0,5.082810521E-1
1.098522164E2,-1.819391251E-1,-3.937910080E0,4.578224421E-1
1.098621614E2,-2.510454357E-1,-3.169107676E0,3.836266100E-1
1.098721064E2,-2.021726817E-1,-2.250969648E0,2.713698447E-1
1.098820514E2,-1.414875593E-2,-1.572903156E0,1.227086186E-1
1.098919964E2,2.901003659E-1,-1.287773371E0,-1.571254805E-3
1.099019414E2,6.690242887E-1,-1.261883497E0,-1.221017614E-1
1.099118864E2,1.082360744E0,-1.354359150E0,-2.251455933E-1
1.099218314E2,1.481817365E0,-1.436443806E0,-2.860953808E-1
1.099317754E2,1.777866006E0,-1.427648664E0,-3.050176799E-1
1.099417214E2,1.902254224E0,-1.359413266E0,-3.171957731E-1
1.099516664E2,1.838925004E0,-1.419870496E0,-2.795269489E-1
1.099616114E2,1.451330423E0,-1.383853436E0,-1.706984341E-1
1.099715564E2,8.859552145E-1,-1.335718393E0,-5.633964017E-2
1.099815014E2,4.071122706E-1,-1.285316348E0,5.666536838E-2
1.099914464E2,1.514272392E-1,-1.242955327E0,1.361801773E-1
1.100013914E2,7.978729904E-2,-1.107583880E0,1.701952815E-1
1.100113364E2,9.858122468E-2,-8.992612958E-1,1.832573116E-1
1.100212814E2,1.162858903E-1,-7.166011930E-1,2.234032303E-1
1.100312264E2,8.391436934E-2,-6.121863723E-1,3.345468044E-1
1.100411714E2,1.043187454E-3,-5.085757971E-1,4.470361173E-1
1.100511164E2,-7.801301777E-2,-2.852518857E-1,4.807850122E-1
1.100610614E2,-1.224487275E-1,-6.768168882E-3,3.917489946E-1
1.100710064E2,-1.492513120E-1,2.491059601E-1,3.043112755E-1
1.100809514E2,-2.143824399E-1,3.581190705E-1,3.258596957E-1
1.100908964E2,-3.831909299E-1,2.475113422E-1,3.903638721E-1
1.101008414E2,-6.528332829E-1,-2.501203679E-3,4.560434520E-1
1.101107864E2,-9.683134556E-1,-2.362742871E-1,4.953285158E-1
1.101207314E2,-1.273777723E0,-3.267725408E-1,5.369008183E-1
1.101306764E2,-1.465526581E0,-2.874834538E-1,5.546897054E-1
1.101406214E2,-1.556479454E0,-2.692190111E-1,5.169003606E-1
1.101505664E2,-1.538377404E0,-3.386414945E-1,4.321655631E-1
1.101605114E2,-1.359685063E0,-3.602977395E-1,2.779073417E-1
1.101704564E2,-1.048750877E0,-2.962630987E-1,6.308503449E-2
1.101804014E2,-6.826832294E-1,-2.634257674E-1,-2.136389464E-1
1.101903457E2,-3.253098726E-1,-3.681524396E-1,-5.117571950E-1
1.102002907E2,3.664432839E-2,-6.693735123E-1,-7.826853991E-1
1.102102357E2,4.003969729E-1,-9.956474900E-1,-9.321326613E-1
1.102201807E2,6.528077722E-1,-1.148825169E0,-8.414155841E-1
1.102301257E2,6.910433173E-1,-1.051236510E0,-5.682823062E-1
1.102400707E2,5.608414412E-1,-7.462924123E-1,-2.963201106E-1
1.102500157E2,2.822236717E-1,-2.578364015E-1,-1.597667634E-1
1.102599607E2,-1.013406217E-1,5.215331912E-1,-1.601003259E-1
1.102699057E2,-5.428269506E-1,1.370073199E0,-1.729713827E-1
1.102798507E2,-9.301930666E-1,2.050549746E0,-1.884762347E-1
1.102897947E2,-1.228467345E0,2.547891140E0,-1.364505887E-1
1.102997407E2,-1.448990345E0,2.899512529E0,-1.590857096E-2
1.103096857E2,-1.561929226E0,3.071054220E0,1.044343486E-1
1.103196307E2,-1.544053555E0,2.985732079E0,1.858983636E-1
1.103295747E2,-1.436484218E0,2.718599081E0,2.127076089E-1
1.103395207E2,-1.284321427E0,2.315715075E0,1.892123818E-1
1.103494657E2,-1.139436364E0,1.821255565E0,1.543042064E-1
1.103594107E2,-1.034498811E0,1.301507950E0,8.297143877E-2
1.103693557E2,-9.604527354E-1,7.625778317E-1,4.537884146E-3
1.103793007E2,-8.821556568E-1,2.985169291E-1,-7.525536418E-2
1.103892447E2,-8.365722299E-1,-3.683734685E-2,-1.294797212E-1
1.103991907E2,-7.878438234E-1,-1.855370402E-1,-1.388220489E-1
1.104091357E2,-6.987682581E-1,-1.939257234E-1,-1.255882680E-1
1.104190807E2,-5.940890908E-1,-1.275963485E-1,-9.782194346E-2
1.104290257E2,-4.675357044E-1,-9.373984486E-2,-8.792509884E-2
1.104389707E2,-3.371916711E-1,1.077470332E-1,-8.666456491E-2
1.104489157E2,-1.407776773E-1,5.420976877E-1,-5.374389887E-2
1.104588607E2,7.239536941E-2,1.116043329E0,-4.926582798E-2
1.104688057E2,2.566770315E-1,1.793959022E0,-9.483784437E-2
1.104787507E2,3.757861853E-1,2.391518831E0,-1.484792084E-1
1.104886957E2,3.708534837E-1,2.832515001E0,-2.145887166E-1
1.104986407E2,2.190717012E-1,3.053858995E0,-3.571997583E-1
1.105085857E2,1.821166128E-1,2.837152004E0,-7.049455047E-1
1.105185307E2,5.386637449E-1,2.059568167E0,-1.264071822E0
1.105284757E2,1.144108534E0,8.870115280E-1,-1.908303618E0
1.105384197E2,1.347101450E0,-4.834528081E-4,-2.223423481E0
1.105483657E2,8.428011537E-1,-3.519304395E-1,-2.157944441E0
1.105583107E2,-4.874743894E-2,-5.495939851E-1,-1.669723034E0
1.105682557E2,-7.402350903E-1,-5.763281584E-1,-9.387286305E-1
1.105782007E2,-1.060399055E0,-1.405338496E-1,-2.808354795E-1
1.105881457E2,-1.193558931E0,3.981945813E-1,1.019433290E-1
1.105980907E2,-1.112938166E0,5.936415792E-1,1.606442481E-1
1.106080357E2,-7.986961007E-1,3.605630696E-1,-1.037836447E-2
1.106179807E2,-8.106507361E-2,-5.000100136E-1,-3.093080223E-1
1.106279257E2,8.035485744E-1,-1.723145366E0,-5.998996496E-1
1.106378707E2,1.388160944E0,-2.413404703E0,-6.898229718E-1
1.106478157E2,1.404434204E0,-2.263389111E0,-5.858556032E-1
1.106577607E2,1.062896371E0,-1.562489033E0,-3.704559207E-1
1.106677057E2,5.246773362E-1,-7.801235914E-1,-1.617234796E-1
1.106776507E2,-1.340007037E-1,-2.617929578E-1,2.085459046E-2
1.106875957E2,-7.206484675E-1,-9.223642945E-2,1.079386249E-1
1.106975407E2,-8.771599531E-1,-5.163063481E-2,1.962272078E-1
1.107074857E2,-5.191413760E-1,6.052732840E-2,2.885896266E-1
1.107174307E2,1.202258766E-1,1.601186246E-1,3.805849552E-1
1.107273757E2,8.137156963E-1,3.189793825E-1,5.417442918E-1
1.107373207E2,1.409294724E0,5.776547790E-1,7.444149256E-1
1.107472657E2,1.877678156E0,9.688140154E-1,8.948147893E-1
1.107572107E2,2.181905985E0,1.366480231E0,8.656154275E-1
1.107671557E2,2.239584923E0,1.753729582E0,6.360064745E-1
1.107771007E2,2.007905960E0,2.199587345E0,3.660686314E-1
1.107870457E2,1.539295793E0,2.700488806E0,1.970186234E-1
1.107969907E2,9.430664182E-1,2.994802952E0,1.789258271E-1
1.108069347E2,3.719861209E-1,2.840824127E0,2.637866735E-1
1.108168807E2,-3.085028380E-2,2.155650854E0,4.358110428E-1
1.108268257E2,-2.044034302E-1,1.048303485E0,6.298223138E-1
1.108367707E2,-2.054721564E-1,-1.583717614E-1,7.188823819E-1
1.108467157E2,-1.564441472E-1,-1.103132367E0,7.246561050E-1
1.108566607E2,-8.172899485E-2,-1.674757838E0,7.334820628E-1
1.108666057E2,-2.362601459E-2,-1.906066775E0,7.560787201E-1
1.108765507E2,-1.077144593E-2,-1.860123158E0,7.287510037E-1
1.108864957E2,9.681897238E-3,-1.556617379E0,6.366975307E-1
1.108964407E2,8.101090044E-2,-1.095244527E0,5.186095238E-1
1.109063857E2,1.858321279E-1,-6.242985725E-1,4.067799151E-1
1.109163307E2,3.353341818E-1,-3.110648096E-1,2.680718899E-1
1.109262757E2,5.798818469E-1,-2.362853736E-1,1.117110550E-1
1.109362207E2,8.910356760E-1,-3.558109105E-1,-5.026059225E-2
1.109461647E2,1.203150153E0,-5.157627463E-1,-1.872498691E-1
1.109561107E2,1.463818908E0,-6.505786777E-1,-2.741129398E-1
1.109660557E2,1.634793282E0,-7.383830547E-1,-3.041009307E-1
1.109760007E2,1.704224348E0,-8.349020481E-1,-2.759936452E-1
1.109859457E2,1.651811838E0,-9.867097139E-1,-1.964340955E-1
1.109958907E2,1.424373627E0,-1.144401550E0,-1.177776381E-1
1.110058357E2,9.829232097E-1,-1.152236342E0,-5.480879545E-2
1.110157797E2,5.021894574E-1,-1.154530525E0,2.194270678E-2
1.110257247E2,1.490848660E-1,-1.195232153E0,1.260627210E-1
1.110356697E2,-6.034345180E-2,-1.220899224E0,2.786020935E-1
1.110456157E2,-1.509559155E-1,-1.104837775E0,4.477919340E-1
1.110555597E2,-1.498077512E-1,-8.995711207E-1,4.939105213E-1
1.110655057E2,-1.124009937E-1,-6.737579703E-1,4.308524430E-1
1.110754507E2,-7.672614604E-2,-4.834430814E-1,3.728373349E-1
1.110853957E2,-1.518099904E-1,-2.915162444E-1,2.856651545E-1
1.110953397E2,-3.329764903E-1,-1.459431648E-1,1.854919642E-1
1.111052857E2,-5.667445660E-1,-8.962208778E-2,1.819249243E-1
1.111152307E2,-8.173946142E-1,-1.289840490E-1,2.862899303E-1
1.111251757E2,-1.091268063E0,-3.139049113E-1,4.362336099E-1
1.111351207E2,-1.368234634E0,-4.967198372E-1,5.806624889E-1
1.111450657E2,-1.635355115E0,-7.477675080E-1,6.701194048E-1
1.111550107E2,-1.819463849E0,-9.596695304E-1,7.108782530E-1
1.111649557E2,-1.826374292E0,-9.864295125E-1,7.135179639E-1
1.111749007E2,-1.660476208E0,-8.067690134E-1,6.375950575E-1
1.111848457E2,-1.382641673E0,-4.798089862E-1,4.787443876E-1
1.111947903E2,-1.015416503E0,-4.354467988E-2,2.550598383E-1
1.112047353E2,-6.223064661E-1,3.878021836E-1,3.062780201E-2
1.112146803E2,-2.048424184E-1,6.779844165E-1,-1.613220274E-1
1.112246253E2,2.132342011E-1,6.080980301E-1,-2.737305760E-1
1.112345703E2,5.652902126E-1,2.601943910E-1,-4.500418901E-1
1.112445153E2,7.835580707E-1,-1.326921731E-1,-6.776329875E-1
1.112544603E2,8.055635691E-1,-3.357010484E-1,-6.980740428E-1
1.112644043E2,5.912292004E-1,-2.975296974E-1,-5.502148271E-1
1.112743503E2,2.182125002E-1,-3.812123463E-2,-4.242277443E-1
1.112842943E2,-3.033433557E-1,5.707218647E-1,-3.701453507E-1
1.112942403E2,-8.365209103E-1,1.310446501E0,-2.863672078E-1
1.113041853E2,-1.266540408E0,1.891439319E0,-1.806325316E-1
1.113141303E2,-1.553433418E0,2.236370087E0,-7.675910741E-2
1.113240753E2,-1.734376311E0,2.384057045E0,4.128737003E-2
1.113340203E2,-1.846347928E0,2.413447857E0,1.720142812E-1
1.113439653E2,-1.835904717E0,2.371895790E0,3.045662045E-1
1.113539103E2,-1.686664343E0,2.311105728E0,4.266912937E-1
1.113638543E2,-1.426055193E0,2.246187925E0,5.250540972E-1
1.113738003E2,-1.139685631E0,2.050364017E0,5.750504136E-1
1.113837453E2,-8.942186236E-1,1.660049081E0,5.345493555E-1
1.113936903E2,-7.042611241E-1,1.212387085E0,4.312489927E-1
1.114036353E2,-5.434030294E-1,8.476125598E-1,2.835516632E-1
1.114135803E2,-3.876349032E-1,6.325874329E-1,1.064006463E-1
1.114235253E2,-2.435464263E-1,5.355634093E-1,-4.525173455E-2
1.114334703E2,-1.361054927E-1,5.423672795E-1,-1.600274742E-1
1.114434153E2,-9.381742775E-2,7.334466577E-1,-2.473799586E-1
1.114533603E2,-1.111944765E-1,1.011263251E0,-3.417825103E-1
1.114633053E2,-1.115244478E-1,1.025805473E0,-4.356978238E-1
1.114732503E2,-1.284950525E-1,9.467986822E-1,-4.920475483E-1
1.114831953E2,-1.178714484E-1,9.560648799E-1,-5.230177045E-1
1.114931403E2,-4.872381687E-2,1.189362764E0,-5.769650340E-1
1.115030853E2,-1.751343347E-2,1.652061701E0,-6.740340590E-1
1.115130303E2,-9.184201248E-3,2.144486189E0,-7.989761233E-1
1.115229753E2,3.245032579E-2,2.423382282E0,-9.617043138E-1
1.115329203E2,2.468664646E-1,2.288306952E0,-1.169561744E0
1.115428653E2,6.398952007E-1,1.598112702E0,-1.432791233E0
1.115528103E2,8.645260930E-1,6.440876722E-1,-1.441150069E0
1.115627553E2,5.555085540E-1,-4.594714381E-3,-9.142710567E-1
1.115727003E2,-2.177269757E-2,-3.274963498E-1,-4.590928555E-1
1.115826453E2,-4.894762635E-1,-1.877030283E-1,-1.991004050E-1
1.115925903E2,-7.780076265E-1,5.181619152E-2,2.802456170E-2
1.116025353E2,-9.785929322E-1,3.226783276E-1,2.370683253E-1
1.116124803E2,-1.091205359E0,5.050967336E-1,3.495847285E-1
1.116224253E2,-1.060610175E0,4.542298019E-1,4.117437005E-1
1.116323703E2,-8.181650043E-1,1.286698729E-1,3.103912473E-1
1.116423153E2,-2.304320037E-1,-7.094143629E-1,-7.489534095E-3
1.116522603E2,5.708411336E-1,-1.836871862E0,-4.592598081E-1
1.116622053E2,1.215833902E0,-2.551865578E0,-7.874547243E-1
1.116721503E2,1.434944153E0,-2.447821856E0,-9.401921630E-1
1.116820953E2,1.283874750E0,-1.822448730E0,-8.418224454E-1
1.116920403E2,7.845986485E-1,-9.597678185E-1,-5.947588682E-1
1.117019853E2,8.525013179E-2,-2.050128132E-1,-3.540306687E-1
1.117119303E2,-4.615974128E-1,1.729684025E-1,-1.523149908E-1
1.117218753E2,-5.311973095E-1,1.518689692E-1,3.428071365E-2
1.117318203E2,-1.576053351E-1,1.507902741E-1,1.837480217E-1
1.117417653E2,4.007972479E-1,2.834255397E-1,3.405842483E-1
1.117517103E2,9.688212276E-1,5.722870231E-1,5.652157068E-1
1.117616553E2,1.434784412E0,1.004900098E0,8.672500849E-1
1.117716003E2,1.767293692E0,1.504594445E0,1.064745784E0
1.117815453E2,1.999238253E0,2.138201237E0,1.009994626E0
1.117914903E2,1.998967886E0,2.887484074E0,8.459909558E-1
1.118014353E2,1.663217783E0,3.604088306E0,7.106914520E-1
1.118113803E2,1.089952350E0,4.014915943E0,6.754124761E-1
1.118213253E2,5.463567972E-1,3.746079445E0,7.505967021E-1
1.118312703E2,1.847755313E-1,2.763270855E0,8.129757643E-1
1.118412153E2,2.677976713E-2,1.246062756E0,9.017609954E-1
1.118511603E2,1.280500889E-1,-8.059228063E-1,1.038083792E0
1.118611053E2,2.817845047E-1,-2.555747271E0,1.055309296E0
1.118710503E2,3.573544025E-1,-3.536131620E0,1.007917881E0
1.118809953E2,3.193867803E-1,-3.760792732E0,8.966542482E-1
1.118909403E2,2.155552357E-1,-3.394853115E0,7.307589054E-1
1.119008853E2,9.093048424E-2,-2.667469263E0,5.545542836E-1
1.119108303E2,4.525191709E-2,-1.863259435E0,3.759580255E-1
1.119207753E2,1.551507115E-1,-1.252078295E0,2.096716017E-1
1.119307203E2,4.018214643E-1,-9.002240896E-1,5.203365535E-2
1.119406653E2,7.393784523E-1,-8.024842143E-1,-8.273748308E-2
1.119506103E2,1.119491339E0,-9.401131272E-1,-1.784144044E-1
1.119605553E2,1.477775455E0,-1.213165998E0,-2.355788946E-1
1.119705003E2,1.747525811E0,-1.504063368E0,-2.716545761E-1
1.119804453E2,1.891985536E0,-1.676022887E0,-2.733619213E-1
1.119903903E2,1.869144201E0,-1.685271263E0,-2.259888649E-1
1.120003353E2,1.570446014E0,-1.529758096E0,-1.398369223E-1
1.120102803E2,1.036438584E0,-1.218452334E0,-3.516531736E-2
1.120202253E2,4.568460584E-1,-9.534204602E-1,6.886387616E-2
1.120301703E2,1.816723868E-2,-9.241171479E-1,1.855518818E-1
1.120401153E2,-2.293967456E-1,-1.126305938E0,3.128541708E-1
1.120500603E2,-3.227311373E-1,-1.261572480E0,3.931068778E-1
1.120600053E2,-2.755729258E-1,-1.113952398E0,4.499190152E-1
1.120699503E2,-1.563877016E-1,-8.110656738E-1,5.033324957E-1
1.120798953E2,-4.301694408E-2,-5.161139369E-1,5.319137573E-1
1.120898403E2,-4.039947316E-2,-2.557077706E-1,4.781711400E-1
1.120997853E2,-1.911679357E-1,-9.968115389E-2,3.006038070E-1
1.121097303E2,-4.589428604E-1,-4.444817081E-2,2.395741045E-1
1.121196753E2,-7.508566976E-1,-1.248245016E-1,3.448507190E-1
1.121296203E2,-1.044364691E0,-4.135348797E-1,4.830282331E-1
1.121395653E2,-1.368629456E0,-8.278681636E-1,6.132498980E-1
1.121495103E2,-1.665385365E0,-1.188242316E0,7.249406576E-1
1.121594553E2,-1.805499792E0,-1.307692885E0,7.968774438E-1
1.121694003E2,-1.730882525E0,-1.066545606E0,7.690459490E-1
1.121793453E2,-1.542248130E0,-6.416164041E-1,6.193408370E-1
1.121892903E2,-1.327009916E0,-3.224427998E-1,3.848787546E-1
1.121992356E2,-1.087686062E0,-2.078562826E-1,1.260709167E-1
1.122091806E2,-7.350344062E-1,-1.392773986E-1,-5.451754853E-2
1.122191256E2,-2.925344408E-1,-1.838842779E-1,-4.530460760E-2
1.122290706E2,1.166938841E-1,-4.229498506E-1,-6.174967811E-2
1.122390156E2,3.967681527E-1,-7.343192101E-1,-3.423214257E-1
1.122489606E2,5.751489401E-1,-8.699653149E-1,-6.428365111E-1
1.122589056E2,6.379002333E-1,-6.838088036E-1,-7.221356034E-1
1.122688506E2,5.353610516E-1,-3.204043210E-1,-6.256436110E-1
1.122787956E2,3.234468997E-1,4.433529451E-2,-4.650469422E-1
1.122887406E2,1.980401203E-2,5.121584535E-1,-3.521604240E-1
1.122986856E2,-4.021134079E-1,1.098096728E0,-2.557409406E-1
1.123086306E2,-8.391591311E-1,1.667342305E0,-1.421261132E-1
1.123185756E2,-1.198832870E0,2.107616186E0,5.519262515E-3
1.123285206E2,-1.460503101E0,2.387645245E0,2.021378279E-1
1.123384656E2,-1.643787742E0,2.462566376E0,4.548622370E-1
1.123484106E2,-1.718432784E0,2.392181873E0,7.296889424E-1
1.123583556E2,-1.637917995E0,2.272668123E0,9.877705574E-1
1.123683006E2,-1.414451361E0,2.213882923E0,1.169885516E0
1.123782456E2,-1.144691229E0,2.089241028E0,1.280063152E0
1.123881906E2,-9.336231947E-1,1.775043845E0,1.234530330E0
1.123981356E2,-7.463566661E-1,1.237921596E0,1.054881692E0
1.124080806E2,-5.784587264E-1,5.369275808E-1,8.068860173E-1
1.124180256E2,-4.333169460E-1,-1.453527361E-1,5.964821577E-1
1.124279706E2,-2.893087268E-1,-7.763002515E-1,4.254622161E-1
1.124379156E2,-1.659111530E-1,-1.275774121E0,2.944796979E-1
1.124478606E2,-9.736750275E-2,-1.508843780E0,2.129284889E-1
1.124578056E2,-8.291293681E-2,-1.390875101E0,1.230049804E-1
1.124677506E2,-1.265093684E-1,-8.748360872E-1,-3.181523085E-2
1.124776956E2,-1.301879883E-1,-2.721900493E-2,-1.294195503E-1
1.124876406E2,-7.712067664E-2,8.172691464E-1,-1.016116291E-1
1.124975856E2,3.853481635E-2,1.579480767E0,-6.899563223E-2
1.125075306E2,1.522726715E-1,2.133256912E0,-1.154840738E-2
1.125174756E2,1.235744581E-1,2.563330650E0,8.400607854E-2
1.125274206E2,-2.109216526E-2,2.831646442E0,1.417787820E-1
1.125373656E2,-9.355437756E-2,2.758194447E0,-2.766032331E-2
1.125473106E2,1.307278723E-1,2.142602444E0,-4.231477678E-1
1.125572556E2,4.089011550E-1,9.887005091E-1,-9.091727734E-1
1.125672006E2,3.510964215E-1,-2.436938584E-1,-1.160132885E0
1.125771456E2,-4.626318067E-2,-8.365220428E-1,-1.330090761E0
1.125870906E2,-4.502464235E-1,-7.177609801E-1,-1.509155154E0
1.125970356E2,-7.140397429E-1,-2.456254065E-1,-1.519693613E0
1.126069806E2,-8.870136142E-1,4.270474613E-1,-1.362847567E0
1.126169256E2,-9.705125093E-1,8.149954677E-1,-1.043759346E0
