,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_score_macro,split1_test_f1_score_macro,split2_test_f1_score_macro,split3_test_f1_score_macro,split4_test_f1_score_macro,mean_test_f1_score_macro,std_test_f1_score_macro,rank_test_f1_score_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_score_weighted,split1_test_f1_score_weighted,split2_test_f1_score_weighted,split3_test_f1_score_weighted,split4_test_f1_score_weighted,mean_test_f1_score_weighted,std_test_f1_score_weighted,rank_test_f1_score_weighted
86,0.1352684497833252,0.06154313244372418,0.05940012931823731,0.033239568213398456,10,5,0.1,sigmoid,"{'C': 10, 'degree': 5, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.030120481927710843,0.029718875502008035,0.00020080321285140533,97,0.125,0.125,0.125,0.125,0.125,0.125,0.0,97,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.048543689320388356,0.048020426175765976,0.00026163157231118837,97,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05806357961968355,0.05652812051418525,0.0007677295527491496,97,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09357819628026671,0.09133859862600066,0.0011197988271330283,97
87,0.18483691215515136,0.02802225500382183,0.07550897598266601,0.043856719064802534,10,5,0.01,rbf,"{'C': 10, 'degree': 5, 'gamma': 0.01, 'kernel': 'rbf'}",0.8995983935742972,0.9397590361445783,0.9156626506024096,0.9036144578313253,0.9036144578313253,0.9124497991967871,0.01467925050802978,73,0.9453683173195369,0.969448449891853,0.964041095890411,0.9592156862745098,0.9642857142857143,0.960471852732405,0.008216557300591237,77,0.8579257913139492,0.9366603790945895,0.8779621313491741,0.8601401664793725,0.8485444800876722,0.8762465896649516,0.03167094703857648,73,0.8930040072032136,0.9494020753531623,0.9115883045878435,0.8973025397963235,0.8821859518198691,0.9066965757520824,0.023341781156245994,73,0.9242493501970435,0.950753265404806,0.9399240798811686,0.9313111268603828,0.9311531841652324,0.9354782013017265,0.009113186045046356,73,0.8995983935742972,0.9397590361445783,0.9156626506024096,0.9036144578313253,0.9036144578313253,0.9124497991967871,0.01467925050802978,73,0.9027915242814667,0.9407540381741535,0.919258467490422,0.9072816450899025,0.9021993552234665,0.9144570060518822,0.014507978522781942,73
88,27.57747001647949,12.65849594283451,0.008086967468261718,0.00212271567103438,10,5,0.01,poly,"{'C': 10, 'degree': 5, 'gamma': 0.01, 'kernel': 'poly'}",0.9879518072289156,0.9879518072289156,1.0,0.9839357429718876,1.0,0.9919678714859437,0.00672016085569539,19,0.9757692307692307,0.9809210526315789,1.0,0.9740266393442623,1.0,0.9861433845490144,0.011538829361528275,19,0.9846491228070176,0.9768490829346093,1.0,0.9584547397047397,1.0,0.9839905890892734,0.015595620257117606,19,0.9791693614781478,0.9782301498426917,1.0,0.9654867417467361,1.0,0.9845772506135152,0.013488520149850526,19,0.9893481618782822,0.9887550200803212,1.0,0.983897886628481,1.0,0.992400213717417,0.006486995083855359,19,0.9879518072289156,0.9879518072289156,1.0,0.9839357429718876,1.0,0.9919678714859437,0.00672016085569539,19,0.9882011470248109,0.9880248343665282,1.0,0.9835846907334456,1.0,0.9919621344249571,0.006768212271841489,19
89,0.15819411277770995,0.03146372780663332,0.07630996704101563,0.04572248804116324,10,5,0.01,sigmoid,"{'C': 10, 'degree': 5, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.030120481927710843,0.029718875502008035,0.00020080321285140533,97,0.125,0.125,0.125,0.125,0.125,0.125,0.0,97,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.048543689320388356,0.048020426175765976,0.00026163157231118837,97,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05806357961968355,0.05652812051418525,0.0007677295527491496,97,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09357819628026671,0.09133859862600066,0.0011197988271330283,97
90,0.10568962097167969,0.030811273437149456,0.030030345916748045,0.021034536864314186,10,5,0.001,rbf,"{'C': 10, 'degree': 5, 'gamma': 0.001, 'kernel': 'rbf'}",0.9799196787148594,0.9718875502008032,0.9919678714859438,0.9799196787148594,0.9839357429718876,0.9815261044176706,0.006525332051916447,57,0.9711630779632808,0.9799245052367265,0.9953703703703703,0.9849216851426479,0.9908625730994152,0.9844484423624881,0.008457191703944012,50,0.979915768887669,0.9708937917568605,0.9957627118644068,0.9608355825461088,0.9913461538461539,0.9797508017802397,0.012861514789883505,54,0.974479446879269,0.9747993486137385,0.9954863370201692,0.9710561023788309,0.9909716959725308,0.9813585861729077,0.00988425567382817,46,0.9813065294934353,0.9729661700291767,0.9922653577272051,0.9804239094264471,0.9844524296014467,0.9822828792555421,0.006254069453287581,61,0.9799196787148594,0.9718875502008032,0.9919678714859438,0.9799196787148594,0.9839357429718876,0.9815261044176706,0.006525332051916447,57,0.9801286008150856,0.9719313461618599,0.9919744037960561,0.9795085420716808,0.9839505987524343,0.9814986983194233,0.006528772278693846,57
91,13.99809651374817,10.95009928330541,0.010755109786987304,0.006687476821485385,10,5,0.001,poly,"{'C': 10, 'degree': 5, 'gamma': 0.001, 'kernel': 'poly'}",0.9879518072289156,0.9879518072289156,1.0,0.9799196787148594,0.9959839357429718,0.9903614457831325,0.007002247298860525,46,0.9757692307692307,0.9809210526315789,1.0,0.9683718774395004,0.99375,0.983762432168062,0.011595205918135516,58,0.9846491228070176,0.9768490829346093,1.0,0.9470911033411034,0.9886363636363636,0.9794451345438187,0.017819009506820676,62,0.9791693614781478,0.9782301498426917,1.0,0.9558942509042452,0.9908424908424909,0.9808272506135151,0.014825972879932607,58,0.9893481618782822,0.9887550200803212,1.0,0.9804459837789878,0.9961847389558234,0.9909467809386829,0.006738295320199374,46,0.9879518072289156,0.9879518072289156,1.0,0.9799196787148594,0.9959839357429718,0.9903614457831325,0.007002247298860525,46,0.9882011470248109,0.9880248343665282,1.0,0.9794119558378191,0.9959398031687188,0.9903155480795756,0.007127794037663963,46
92,0.14736838340759278,0.017104857814916812,0.04774456024169922,0.02572891117588757,10,5,0.001,sigmoid,"{'C': 10, 'degree': 5, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.030120481927710843,0.029718875502008035,0.00020080321285140533,97,0.125,0.125,0.125,0.125,0.125,0.125,0.0,97,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.048543689320388356,0.048020426175765976,0.00026163157231118837,97,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05806357961968355,0.05652812051418525,0.0007677295527491496,97,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09357819628026671,0.09133859862600066,0.0011197988271330283,97
93,0.12595438957214355,0.03656331321978116,0.02332444190979004,0.01784348607883599,10,5,0.0001,rbf,"{'C': 10, 'degree': 5, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9759036144578314,0.9839357429718876,1.0,0.9678714859437751,0.9959839357429718,0.9847389558232932,0.012021389194454403,49,0.9594423558897243,0.9882627118644067,1.0,0.9705433455433455,0.9978070175438596,0.9832110861682672,0.015785131954713986,61,0.9774375843454791,0.9862095141700404,1.0,0.9463141025641025,0.9975961538461539,0.9815114709851553,0.019380741130095906,50,0.9665858001017682,0.9870134680153515,1.0,0.953338508031131,0.9976802130767248,0.9809235978449952,0.018156483228093167,54,0.9786460126219162,0.9842080185147369,1.0,0.9702742594308859,0.996054393010639,0.9858365367156356,0.010968577501511624,49,0.9759036144578314,0.9839357429718876,1.0,0.9678714859437751,0.9959839357429718,0.9847389558232932,0.012021389194454403,49,0.9764342815770023,0.9838342018520281,1.0,0.9667843821053381,0.995982210481241,0.9846070152031219,0.01225867949258497,49
94,8.034042739868164,3.9021606589995352,0.008933639526367188,0.0017345507314635768,10,5,0.0001,poly,"{'C': 10, 'degree': 5, 'gamma': 0.0001, 'kernel': 'poly'}",0.9879518072289156,0.9879518072289156,1.0,0.9879518072289156,1.0,0.9927710843373493,0.005902384922369122,1,0.9757692307692307,0.9809210526315789,1.0,0.9802766393442623,1.0,0.9873933845490143,0.010445224747346821,4,0.9846491228070176,0.9768490829346093,1.0,0.9698183760683761,1.0,0.9862633163620007,0.012157815822426312,1,0.9791693614781478,0.9782301498426917,1.0,0.9746442509042452,1.0,0.986408752445017,0.011199516407438609,1,0.9893481618782822,0.9887550200803212,1.0,0.9877131476726578,1.0,0.9931632659262523,0.005606662196056677,4,0.9879518072289156,0.9879518072289156,1.0,0.9879518072289156,1.0,0.9927710843373493,0.005902384922369122,1,0.9882011470248109,0.9880248343665282,1.0,0.9876448875647268,1.0,0.9927741737912132,0.0059026012023429605,1
95,0.16317291259765626,0.051650191746795034,0.06448864936828613,0.045903606365050066,10,5,0.0001,sigmoid,"{'C': 10, 'degree': 5, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.02961847389558233,0.030120481927710843,0.029718875502008035,0.00020080321285140533,97,0.125,0.125,0.125,0.125,0.125,0.125,0.0,97,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.047889610389610385,0.048543689320388356,0.048020426175765976,0.00026163157231118837,97,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05614425573781068,0.05806357961968355,0.05652812051418525,0.0007677295527491496,97,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.23694779116465864,0.24096385542168675,0.23775100401606428,0.0016064257028112427,97,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09077869921243414,0.09357819628026671,0.09133859862600066,0.0011197988271330283,97
