,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,param_split_criterion,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_score_macro,split1_test_f1_score_macro,split2_test_f1_score_macro,split3_test_f1_score_macro,split4_test_f1_score_macro,mean_test_f1_score_macro,std_test_f1_score_macro,rank_test_f1_score_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_score_weighted,split1_test_f1_score_weighted,split2_test_f1_score_weighted,split3_test_f1_score_weighted,split4_test_f1_score_weighted,mean_test_f1_score_weighted,std_test_f1_score_weighted,rank_test_f1_score_weighted
88,0.11575131416320801,0.011407975341233691,0.016697454452514648,0.005237016113170893,100,100,10,0,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 10, 'split_criterion': 0}",0.8313253012048193,0.7991967871485943,0.8353413654618473,0.8232931726907631,0.8473895582329317,0.8273092369477911,0.016064257028112462,91,0.6521503825701821,0.6070491790337041,0.6209191910355413,0.666087205966724,0.6400172678781834,0.637244645296867,0.02116623908644304,94,0.6726494773439465,0.6561577918067659,0.6731955785813948,0.6311653890266735,0.7016543763254289,0.666964522616842,0.02312096068771346,94,0.6572305386664223,0.6233211051215595,0.6427249829142448,0.6118975818353616,0.6676938938808654,0.6405736204836907,0.020676339094106374,94,0.7849039472525899,0.7494303176548268,0.7759631107597375,0.7863087461722967,0.789743355131669,0.777269895394224,0.014644565843854972,94,0.8313253012048193,0.7991967871485943,0.8353413654618473,0.8232931726907631,0.8473895582329317,0.8273092369477911,0.016064257028112462,91,0.8009515817830718,0.7679648995200299,0.8013067153594116,0.7773513068852953,0.8147188804222538,0.7924586767940125,0.017170391014097647,94
89,0.11936545372009277,0.007971383682251101,0.02286086082458496,0.006639271845600397,100,100,10,1,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 10, 'split_criterion': 1}",0.8152610441767069,0.8273092369477911,0.8313253012048193,0.8112449799196787,0.8393574297188755,0.8248995983935743,0.010348673676084436,94,0.6182541131813393,0.7350698823034889,0.7425181454690334,0.7393800169795686,0.6267648230125031,0.6923973961891867,0.05717562122593137,70,0.6601985120885656,0.7089031093547151,0.724756008933083,0.6603651839908531,0.6968924715635242,0.6902230571861482,0.025995830794866902,82,0.6342555909003278,0.6932891933493327,0.7023343464381053,0.6485353090504169,0.6591989789263821,0.667522683732913,0.026123815964306317,76,0.7684735926174283,0.8075897657766116,0.8103814359705404,0.7919757838922273,0.775287098299221,0.7907415353112057,0.016767902865024435,91,0.8152610441767069,0.8273092369477911,0.8313253012048193,0.8112449799196787,0.8393574297188755,0.8248995983935743,0.010348673676084436,94,0.7868262562492112,0.8063797823811701,0.8072346366641359,0.780987515570407,0.8051560531068233,0.7973168487943495,0.011123417291179659,91
90,0.563381290435791,0.0044677812366836055,0.020511150360107422,0.00940277761915967,100,100,50,0,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 50, 'split_criterion': 0}",0.8393574297188755,0.8393574297188755,0.8554216867469879,0.8473895582329317,0.8634538152610441,0.8489959839357428,0.00936699099573541,85,0.6649354186118892,0.6315415566487351,0.6509681637806638,0.6628548534798535,0.653437701266091,0.6527475387574466,0.011866241216454701,79,0.673282068437064,0.6833732663906615,0.6925106932912464,0.6753845786238739,0.7061102274918065,0.6861321668469305,0.012066944271143557,85,0.6623673422618416,0.6531889718020263,0.667299842037907,0.660617940724677,0.6777162320311344,0.6642380657715173,0.008120625948513632,85,0.8008085876028235,0.7818759978504841,0.8057245287064564,0.7979022316371716,0.8008733845385537,0.7974369460670979,0.008175826589153933,85,0.8393574297188755,0.8393574297188755,0.8554216867469879,0.8473895582329317,0.8634538152610441,0.8489959839357428,0.00936699099573541,85,0.8108945545503315,0.8067687511322222,0.8240309295977878,0.8135721815607965,0.8293119620923691,0.8169156757867014,0.008422442466335585,79
91,0.5639005184173584,0.008013761381673796,0.01486830711364746,0.003839798070461196,100,100,50,1,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 50, 'split_criterion': 1}",0.8433734939759037,0.8353413654618473,0.8594377510040161,0.8393574297188755,0.8594377510040161,0.8473895582329318,0.010159928225440597,88,0.6438034991324465,0.6178534863108486,0.6422546264651527,0.6606732643574749,0.653030410411855,0.6435230573355556,0.014457757810110255,88,0.6928823852329651,0.6859879762422136,0.7080724341819347,0.6797274007214908,0.708396592442645,0.6950133577642499,0.011569870229180669,79,0.6620979646966076,0.648285910483351,0.6699199481299345,0.6648265756271566,0.6784981147884372,0.6647257027450973,0.009938223893720899,82,0.800122247230681,0.7755249195434939,0.8069390750007955,0.7890017168689752,0.7977683421059056,0.7938712601499702,0.010819709216464803,88,0.8433734939759037,0.8353413654618473,0.8594377510040161,0.8393574297188755,0.8594377510040161,0.8473895582329318,0.010159928225440597,88,0.8147396479347562,0.8028499037067172,0.8285426652309773,0.807670370364234,0.8261185504481268,0.8159842275369623,0.010035920686560944,85
92,1.1163230895996095,0.017580801816052365,0.01760091781616211,0.0031358940562426405,100,100,100,0,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 100, 'split_criterion': 0}",0.8353413654618473,0.8514056224899599,0.8433734939759037,0.8393574297188755,0.8755020080321285,0.848995983935743,0.014278223963559187,79,0.6687584982535039,0.6322113600537782,0.6385588192766986,0.6587135933172519,0.675995608198998,0.654847575820046,0.016931751130258552,76,0.6623171561563621,0.6989350072813498,0.6771598160982639,0.6622266838870319,0.7129783593599384,0.6827234045565892,0.02022702351592743,88,0.6551150993784125,0.6623143388869196,0.6536374050481778,0.6480558512760426,0.6920402560663381,0.6622325901311783,0.015582165684875821,88,0.8043166318309065,0.7898769655307747,0.7926261812466072,0.7929278626163728,0.815816618859298,0.7991128520167918,0.009713163664113289,73,0.8353413654618473,0.8514056224899599,0.8433734939759037,0.8393574297188755,0.8755020080321285,0.848995983935743,0.014278223963559187,79,0.807395836185392,0.8178449684357186,0.8116762744343492,0.8041935920096379,0.841696614881697,0.816561457189359,0.013373565428711919,82
93,1.1059321403503417,0.012773550751619673,0.01640310287475586,0.004626320960775448,100,100,100,1,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 100, 'split_criterion': 1}",0.8514056224899599,0.8353413654618473,0.8674698795180723,0.8554216867469879,0.8594377510040161,0.8538152610441767,0.010655822619615766,73,0.6458013651813219,0.6163657689186448,0.6426327414650883,0.6668062329827036,0.6473069899217463,0.6437826196939009,0.016121967709259284,85,0.6974048754546078,0.6901630774567884,0.7167700256181522,0.7016963856838969,0.708396592442645,0.7028861913312181,0.009126483033404964,73,0.6661801019830794,0.6490819054894685,0.6736161500110369,0.680841257966544,0.6750126610485374,0.6689464152997333,0.010975830548938161,73,0.803112581977081,0.7754825265761768,0.8126656566220276,0.8025324152184535,0.798347045281559,0.7984280451350597,0.012393576586053452,76,0.8514056224899599,0.8353413654618473,0.8674698795180723,0.8554216867469879,0.8594377510040161,0.8538152610441767,0.010655822619615766,73,0.821775935429099,0.8026835852997642,0.835462326399622,0.8237947161133728,0.8261930741630595,0.8219819274809834,0.010725759252175828,73
94,2.242609739303589,0.0029016971435334993,0.018412446975708006,0.0047369582361023125,100,100,200,0,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 200, 'split_criterion': 0}",0.8393574297188755,0.8554216867469879,0.8433734939759037,0.8433734939759037,0.8634538152610441,0.848995983935743,0.009016041895840796,79,0.6672440033113042,0.6340987707261292,0.6441918461335538,0.6556308275058275,0.6589637625068004,0.652025842036723,0.011623032916125833,82,0.6688961035247832,0.6968785501345716,0.6727738511859832,0.6646305300408779,0.7062590370156159,0.6818876143803664,0.016542922292188313,91,0.6573583302854364,0.6621026655786447,0.6521164906573246,0.6478355168976063,0.680106205359258,0.659903841755654,0.011186932126636054,91,0.8056506263428708,0.7938369142665572,0.7922464170783557,0.7934923844562399,0.8038687879429667,0.797819026017398,0.005719520864485481,82,0.8393574297188755,0.8554216867469879,0.8433734939759037,0.8433734939759037,0.8634538152610441,0.848995983935743,0.009016041895840796,79,0.8104138471178193,0.8219374423441682,0.8100358810955457,0.8070811857869014,0.8299121797759328,0.8158761072240737,0.008660788484957901,88
95,2.2080424308776854,0.012437278587571552,0.022716045379638672,0.006812694374182667,100,100,200,1,"{'max_depth': 100, 'min_samples_leaf': 100, 'n_estimators': 200, 'split_criterion': 1}",0.8554216867469879,0.8232931726907631,0.8634538152610441,0.8594377510040161,0.8674698795180723,0.8538152610441767,0.015780628678223687,73,0.6511199828836816,0.6009176867545512,0.6407628446115288,0.6614999167022908,0.6522315332470986,0.6413063928398302,0.021236697824146857,91,0.6995978579107481,0.6791981651760867,0.7101910782497312,0.6994682252404153,0.7128608781569308,0.7002632409467824,0.011849680321219648,76,0.6697867070501697,0.6357408004308958,0.6706128622329208,0.6760265821135386,0.6793612555090582,0.6663056414673166,0.015683272751257915,79,0.806158896657879,0.7630646377096585,0.8083173294682489,0.8054374121324991,0.807715046050101,0.7981386644036773,0.017567558170034636,79,0.8554216867469879,0.8232931726907631,0.8634538152610441,0.8594377510040161,0.8674698795180723,0.8538152610441767,0.015780628678223687,73,0.8251237331731782,0.7904565212862277,0.8314976629924165,0.8267811090021672,0.8342666372593195,0.8216251327426619,0.01592219285312263,76
