,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_score_macro,split1_test_f1_score_macro,split2_test_f1_score_macro,split3_test_f1_score_macro,split4_test_f1_score_macro,mean_test_f1_score_macro,std_test_f1_score_macro,rank_test_f1_score_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_score_weighted,split1_test_f1_score_weighted,split2_test_f1_score_weighted,split3_test_f1_score_weighted,split4_test_f1_score_weighted,mean_test_f1_score_weighted,std_test_f1_score_weighted,rank_test_f1_score_weighted
18,0.0023126602172851562,0.00045201209933588875,0.006463813781738281,0.001751672521580948,0.02310129700083159,{'var_smoothing': 0.02310129700083159},0.7871485943775101,0.7831325301204819,0.7871485943775101,0.7951807228915663,0.7630522088353414,0.783132530120482,0.01077623121686644,82,0.6461718154080854,0.6407738095238096,0.6526748073249456,0.6375798306005979,0.6319372095550908,0.6418274944825059,0.007120504990483325,79,0.6599190283400809,0.6640941295546559,0.666497975708502,0.6713056680161944,0.6478997975708503,0.6619433198380567,0.007928968529161633,82,0.6282696197113309,0.6253668006282838,0.6343113920094158,0.6312956737367619,0.6045526876263461,0.6247592347424277,0.010535323710925165,82,0.7749578022233863,0.7671830177854274,0.7751310756496774,0.7711600273728304,0.7590841811029359,0.7695032208268515,0.005968415987026923,82,0.7871485943775101,0.7831325301204819,0.7871485943775101,0.7951807228915663,0.7630522088353414,0.783132530120482,0.01077623121686644,82,0.7398537569367702,0.7313839615785961,0.7392539455534095,0.7471825605095919,0.7048638317923731,0.7325076112741481,0.014698803693104888,82
19,0.00211186408996582,0.0005620365399762094,0.007013702392578125,0.00179686540441617,0.01873817422860384,{'var_smoothing': 0.01873817422860384},0.7951807228915663,0.8072289156626506,0.8032128514056225,0.8072289156626506,0.7791164658634538,0.7983935742971887,0.01059510518736781,81,0.6482217772692601,0.6382701140323093,0.6426251613498064,0.6262157679277245,0.6353957075788061,0.6381457056315812,0.00736877362303278,80,0.6689018218623481,0.6785172064777327,0.6761133603238867,0.6826923076923077,0.6575151821862348,0.6727479757085021,0.008835501952719566,81,0.635417994266944,0.6392923808161386,0.6392801667705833,0.6333998046439683,0.6181115744509464,0.633100384189716,0.007831422877510144,81,0.7783103428205576,0.7754128328327564,0.7769609509400317,0.7739974201341409,0.7653066996355644,0.7739976492726102,0.00458073864274592,81,0.7951807228915663,0.8072289156626506,0.8032128514056225,0.8072289156626506,0.7791164658634538,0.7983935742971887,0.01059510518736781,81,0.7484283883453212,0.7620134237391959,0.7582563161476827,0.7599179394218983,0.7278541169454569,0.7512940369199109,0.012612629149805096,81
20,0.0022875308990478516,0.0002824677878143245,0.0068112373352050785,0.001168559564994663,0.01519911082952933,{'var_smoothing': 0.01519911082952933},0.8072289156626506,0.8032128514056225,0.8112449799196787,0.8112449799196787,0.7871485943775101,0.8040160642570282,0.008944199779646613,80,0.6509516623267314,0.6273091808920774,0.6411033978808915,0.6274119401765283,0.6293492178366642,0.6352250798225787,0.009382029434389117,82,0.6761133603238867,0.6733088731443995,0.680921052631579,0.6850961538461539,0.6623228744939271,0.6755524628879892,0.00774950453754781,80,0.6444671122919479,0.6314933907433755,0.6430277256977404,0.6364187155576161,0.6202509900924362,0.6351315868766232,0.008784376757192224,80,0.7833096503956857,0.7700124123466864,0.7797458008871438,0.7761495694010652,0.7661185296773577,0.7750671925415877,0.006271019009220698,80,0.8072289156626506,0.8032128514056225,0.8112449799196787,0.8112449799196787,0.7871485943775101,0.8040160642570282,0.008944199779646613,80,0.7638710205193242,0.7578304733234645,0.7678528857672329,0.7650640650499516,0.7377807954137534,0.7584798480147453,0.01085488791023372,80
21,0.001694965362548828,0.0003608020237400115,0.004844379425048828,0.0013080823937507316,0.012328467394420659,{'var_smoothing': 0.012328467394420659},0.8112449799196787,0.8032128514056225,0.8232931726907631,0.8112449799196787,0.7871485943775101,0.8072289156626506,0.011913571866820339,79,0.6500264091376239,0.6184636829415311,0.644244932272426,0.6274119401765283,0.6293492178366642,0.6338992364729547,0.011559957745432396,83,0.6826923076923077,0.6705043859649122,0.6881325910931173,0.6850961538461539,0.6623228744939271,0.6777496626180837,0.00976407397575557,79,0.6475845120360855,0.6268331547486814,0.6513976049818966,0.6364187155576161,0.6202509900924362,0.6364969954833433,0.011851496305435631,79,0.7844614067700969,0.7672897739239053,0.7854989723029658,0.7761495694010652,0.7661185296773577,0.7759036504150781,0.008189179790048037,79,0.8112449799196787,0.8032128514056225,0.8232931726907631,0.8112449799196787,0.7871485943775101,0.8072289156626506,0.011913571866820339,79,0.7669556597314924,0.7587857799278035,0.7821892366641336,0.7650640650499516,0.7377807954137534,0.7621551073574269,0.014410642769053763,79
22,0.0026650428771972656,0.00011419757163420424,0.008038663864135742,0.0011255891825582738,0.01,{'var_smoothing': 0.01},0.8273092369477911,0.8032128514056225,0.8353413654618473,0.8273092369477911,0.8112449799196787,0.8208835341365461,0.01180476984473819,78,0.7836757073270594,0.6131133952254642,0.7726281231556168,0.7575288992408558,0.7607594742469207,0.7375411198391834,0.06289731301695592,78,0.7281468531468531,0.667699898785425,0.7043039197644461,0.7215909090909091,0.7036253220463747,0.7050733805668016,0.020998475989056554,78,0.7194314151329885,0.624039139717999,0.6783929454419655,0.6954690402329408,0.6853295908060378,0.6805324262663862,0.031481154243409394,78,0.8375739865103979,0.7652507719395962,0.835871402193468,0.8295326925368832,0.8218285492427989,0.8180114804846289,0.026954291505011232,78,0.8273092369477911,0.8032128514056225,0.8353413654618473,0.8273092369477911,0.8112449799196787,0.8208835341365461,0.01180476984473819,78,0.7962858342423899,0.7598155370761583,0.8002154042852938,0.7935763827188959,0.7765139396206578,0.7852814195886791,0.015088454733685263,78
23,0.0029587745666503906,0.0002637775065232977,0.008672046661376952,0.0006824059103414118,0.008111308307896872,{'var_smoothing': 0.008111308307896872},0.8313253012048193,0.8152610441767069,0.8473895582329317,0.8273092369477911,0.8353413654618473,0.8313253012048193,0.01047261430554641,77,0.7649619634627132,0.7445933283358321,0.7701247367593085,0.7575288992408558,0.7715999713515631,0.7617617798300544,0.00989589047119115,77,0.7395104895104896,0.7017908078763342,0.7445501318856582,0.7215909090909091,0.7628473500184026,0.7340579376763587,0.020809811104917905,77,0.7277693155105308,0.6818111102948476,0.7330865684438571,0.6954690402329408,0.7460507231611192,0.7168373515286591,0.024167781328016853,77,0.8340928598619031,0.8161869581560338,0.8402330166921826,0.8295326925368832,0.8357531060284966,0.8311597266550999,0.008232351220912404,77,0.8313253012048193,0.8152610441767069,0.8473895582329317,0.8273092369477911,0.8353413654618473,0.8313253012048193,0.01047261430554641,77,0.8014127112547628,0.7831665485552921,0.8223911296984396,0.7935763827188959,0.8074636001833798,0.801602074482154,0.013197412649778126,77
24,0.0023582935333251952,0.0005849190907190468,0.00772242546081543,0.002776040722574212,0.006579332246575682,{'var_smoothing': 0.006579332246575682},0.8554216867469879,0.8313253012048193,0.8594377510040161,0.8393574297188755,0.8433734939759037,0.8457831325301205,0.010348673676084436,76,0.7792652693261213,0.752892708378065,0.7807604628878875,0.7617559523809524,0.7780724752555739,0.77054937364572,0.011188496992617139,76,0.7808129370629371,0.7293257729112992,0.7786410409765673,0.7467220279720279,0.7766148325358853,0.7624233222917434,0.020710237623397017,76,0.7655249181605601,0.7156442464997935,0.7666900028234198,0.7247573163028624,0.7591962771113534,0.7463625521795979,0.02170486828532528,76,0.8501245912204146,0.8258141289215041,0.848036465754413,0.8371379929656515,0.8412873900740861,0.840480113787214,0.008683628028447661,76,0.8554216867469879,0.8313253012048193,0.8594377510040161,0.8393574297188755,0.8433734939759037,0.8457831325301205,0.010348673676084436,76,0.8304491340347441,0.8047471624836958,0.8367695490190896,0.8105014888093214,0.8169309249599878,0.8198796518613678,0.012021811400506871,76
25,0.0022527217864990235,0.000323662247540688,0.007175159454345703,0.0016578024357941743,0.005336699231206307,{'var_smoothing': 0.005336699231206307},0.8634538152610441,0.8473895582329317,0.8674698795180723,0.8473895582329317,0.8473895582329317,0.8546184738955823,0.008944199779646625,75,0.7758446172392832,0.7619458128078818,0.7923676057450303,0.7675503897211058,0.7794418023291263,0.7754300455684854,0.01046002405471551,75,0.7993651085756348,0.7747803183658446,0.7965836247086248,0.7604895104895104,0.7879784688995215,0.7838394062078272,0.01447673362164697,75,0.7753762406690243,0.7554932016784731,0.783537670328982,0.7404579200684458,0.7666051166314134,0.7642940298752677,0.015126724190358497,75,0.8545251462563881,0.8362909767147407,0.854759598888453,0.8424486644666598,0.8437510789453772,0.8463550930543239,0.007220983300454964,75,0.8634538152610441,0.8473895582329317,0.8674698795180723,0.8473895582329317,0.8473895582329317,0.8546184738955823,0.008944199779646625,75,0.839427309169234,0.8233058916462577,0.8449936113331962,0.8207417529146728,0.8207944480436987,0.8298526026214118,0.01028437962749309,75
26,0.002701425552368164,0.001414621222235839,0.007229518890380859,0.0024944216956226616,0.004328761281083057,{'var_smoothing': 0.004328761281083057},0.8473895582329317,0.8554216867469879,0.8755020080321285,0.8594377510040161,0.8674698795180723,0.8610441767068273,0.00970525781011613,74,0.8210529342104822,0.7649395102868733,0.8003021467207572,0.7789211937208369,0.8792326898644833,0.8088896949606866,0.039998892747878954,74,0.8634922030467302,0.779588010673537,0.8193108974358975,0.7945804195804196,0.8670237291947818,0.8247990519862732,0.035404539668751366,74,0.8244244077560106,0.7611557984054218,0.8002657803710456,0.7712953002604912,0.8569876488297783,0.8028257871245496,0.035034613949272715,74,0.8814207647031644,0.841773410652171,0.8610468242136905,0.85121632353089,0.8894523132998774,0.8649819272799586,0.01795910518133487,74,0.8473895582329317,0.8554216867469879,0.8755020080321285,0.8594377510040161,0.8674698795180723,0.8610441767068273,0.00970525781011613,74,0.8453477220870824,0.833054691895385,0.8529211781007742,0.8344206391981256,0.8568740467583713,0.8445236556079477,0.009563866376787558,74
27,0.00240631103515625,0.00016182348387070385,0.008069467544555665,0.0011862079835915798,0.003511191734215131,{'var_smoothing': 0.003511191734215131},0.8594377510040161,0.8795180722891566,0.8795180722891566,0.8714859437751004,0.8674698795180723,0.8714859437751004,0.007619946169080398,73,0.8360013523939784,0.8634587735313688,0.8745115348399246,0.8644081985950232,0.8675997170825187,0.8611959152885629,0.013179678997381143,73,0.9105780667444361,0.8962772301169937,0.8785446544980444,0.8808028130062029,0.8909553531264058,0.8914316234984166,0.011570121939186677,73,0.8457110403440362,0.8692261587726986,0.8669133783592182,0.8581747836243496,0.8637669046113069,0.8607584531423219,0.008387322617017285,73,0.9018171513834431,0.8976927539694033,0.8972222222222221,0.8964677902713112,0.8936571472668002,0.8973714130226359,0.0026268769157855587,73,0.8594377510040161,0.8795180722891566,0.8795180722891566,0.8714859437751004,0.8674698795180723,0.8714859437751004,0.007619946169080398,73,0.8594740814009052,0.8768269794730824,0.8737198926374061,0.8646153036924887,0.8607635808134196,0.8670799676034605,0.006970131419774504,73
