time,seconds_elapsed,z,y,x
1686332225931521000,0.45052099609375,9.806983947753906,-0.03529413416981697,-0.21266211569309235
1686332225934084600,0.453084716796875,9.833304405212402,-0.030508488416671753,-0.2030908167362213
1686332225936609300,0.455609375,9.828518867492676,-0.04486542567610741,-0.2437688112258911
1686332225939094500,0.458094482421875,9.780662536621094,-0.047258246690034866,-0.2102692872285843
1686332225941619200,0.460619140625,9.80219841003418,-0.023330021649599075,-0.22462622821331024
1686332225944143600,0.4631435546875,9.811769485473633,-0.049651071429252625,-0.22941187024116516
1686332225946668300,0.465668212890625,9.78544807434082,-0.04007977992296219,-0.20069800317287445
1686332225949192700,0.468192626953125,9.80937671661377,-0.01375873014330864,-0.23180469870567322
1686332225951717000,0.470717041015625,9.7998046875,-0.028115665540099144,-0.2437688112258911
1686332225954241800,0.47324169921875,9.773184776306152,-0.008973085321485996,-0.25334009528160095
1686332225956766200,0.47576611328125,9.766006469726562,-0.01615155301988125,-0.23180469870567322
1686332225959291000,0.478290771484375,9.795019149780273,-0.023330021649599075,-0.23180469870567322
1686332225961815300,0.480815185546875,9.80219841003418,-0.025722842663526535,-0.2030908167362213
1686332225964339700,0.483339599609375,9.821340560913086,-0.018544375896453857,-0.18394823372364044
1686332225966864400,0.485864501953125,9.787840843200684,-0.01375873014330864,-0.2437688112258911
1686332225969428000,0.488427978515625,9.783055305480957,-0.03529413416981697,-0.2270190417766571
1686332225971913500,0.49091357421875,9.7636137008667,0.005682953633368015,-0.2509472668170929
1686332225974438000,0.49343798828125,9.80219841003418,0.017647067084908485,-0.238983154296875
1686332225976962300,0.49596240234375,9.845269203186035,0.008075776509940624,-0.238983154296875
1686332225979487000,0.498487060546875,9.840482711791992,-0.01136590726673603,-0.238983154296875
1686332225982011400,0.501011474609375,9.777970314025879,0.010468599386513233,-0.2509472668170929
1686332225984535800,0.503535888671875,9.80219841003418,-0.001794616924598813,-0.2437688112258911
1686332225987060500,0.506060546875,9.797411918640137,-0.008973085321485996,-0.2748754918575287
1686332225989585000,0.5085849609375,9.818947792053223,-0.004187439568340778,-0.2676970362663269
1686332225992109600,0.511109619140625,9.78544807434082,0.020039889961481094,-0.24616162478923798
1686332225994673200,0.513673095703125,9.81655502319336,0.017647067084908485,-0.22223339974880219
1686332225997158700,0.51615869140625,9.818947792053223,0.010468599386513233,-0.25812575221061707
1686332225999683000,0.51868310546875,9.780662536621094,0.010468599386513233,-0.2629113793373108
1686332226002207500,0.52120751953125,9.773184776306152,0.0008973084622994065,-0.238983154296875
1686332226004732200,0.523732177734375,9.80937671661377,-0.01375873014330864,-0.2629113793373108
1686332226007256600,0.526256591796875,9.826126098632812,0.0032901312224566936,-0.2509472668170929
1686332226009781200,0.52878125,9.790233612060547,0.010468599386513233,-0.2676970362663269
1686332226012305700,0.5313056640625,9.783055305480957,-0.03290131315588951,-0.24855445325374603
1686332226014830000,0.533830078125,9.80219841003418,-0.018544375896453857,-0.22941187024116516
1686332226017354800,0.536354736328125,9.804591178894043,-0.004187439568340778,-0.2437688112258911
1686332226019879200,0.538879150390625,9.806983947753906,-0.01615155301988125,-0.238983154296875
