time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1686332225782178000,0.301177978515625,-0.3721218407154083,0.011932960711419582,0.004360381979495287,0.9280969500541687,0.025397812947630882,0.0007873159484006464,0.7626426815986633
1686332225787264000,0.306263916015625,-0.37212586402893066,0.011935550719499588,0.004355409648269415,0.928095281124115,0.025398917496204376,0.0007985840202309191,0.7626512050628662
1686332225792419600,0.311419677734375,-0.37211665511131287,0.011927305720746517,0.0043611545115709305,0.9280990958213806,0.025387894362211227,0.0007815305725671351,0.7626315355300903
1686332225797483000,0.31648291015625,-0.37211674451828003,0.011926756240427494,0.0043595414608716965,0.9280990362167358,0.025385674089193344,0.0007841187180019915,0.7626317739486694
1686332225802532000,0.321531982421875,-0.372117817401886,0.011926736682653427,0.004356489051133394,0.9280986189842224,0.025383364409208298,0.0007897997857071459,0.7626339197158813
1686332225807599400,0.326599365234375,-0.37211519479751587,0.011921322904527187,0.00435080099850893,0.9280998110771179,0.025369081646203995,0.0007962557137943804,0.7626281380653381
1686332225812630300,0.33163037109375,-0.37210333347320557,0.011909335851669312,0.0043547493405640125,0.9281046986579895,0.025349775329232216,0.0007796800346113741,0.762602686882019
1686332225817679000,0.33667919921875,-0.37209606170654297,0.011898322030901909,0.0043484000489115715,0.9281077980995178,0.025324610993266106,0.0007830700487829745,0.7625868320465088
1686332225822688800,0.341688720703125,-0.37210023403167725,0.011899412609636784,0.00433951523154974,0.9281061291694641,0.025320017710328102,0.0008004876435734332,0.7625955939292908
1686332225827781000,0.346781005859375,-0.37210166454315186,0.011899706907570362,0.004336273763328791,0.9281055927276611,0.025318151339888573,0.0008067610906437039,0.7625986337661743
1686332225832857900,0.35185791015625,-0.37209051847457886,0.011889942921698093,0.004343637265264988,0.9281101226806641,0.02530551329255104,0.0007855231524445117,0.7625747919082642
1686332225837875500,0.35687548828125,-0.3720864951610565,0.011885864660143852,0.004344971850514412,0.9281117916107178,0.025298938155174255,0.0007798998267389834,0.7625661492347717
1686332225842884900,0.361884765625,-0.3720777630805969,0.011876173317432404,0.004345822148025036,0.9281154274940491,0.02528158761560917,0.0007708715857006609,0.7625473737716675
1686332225847934000,0.366933837890625,-0.3720732629299164,0.011871596798300743,0.004347279667854309,0.9281172752380371,0.025274178013205528,0.0007646363810636103,0.7625377178192139
1686332225850966000,0.369966064453125,-0.3720718026161194,0.011870479211211205,0.004348639398813248,0.9281178712844849,0.025273120030760765,0.0007612417102791369,0.7625346183776855
1686332225858037200,0.377037353515625,-0.37207186222076416,0.011869114823639393,0.004345195833593607,0.9281178712844849,0.02526802197098732,0.0007666191668249667,0.7625346779823303
1686332225863080700,0.382080810546875,-0.3720701038837433,0.011869772337377071,0.004351641982793808,0.9281185269355774,0.025274042040109634,0.0007550959126092494,0.7625309824943542
1686332225868135200,0.38713525390625,-0.3720700740814209,0.011869932524859905,0.004352118354290724,0.9281185269355774,0.025274693965911865,0.0007543303654529154,0.7625309824943542
1686332225873181700,0.392181640625,-0.37206584215164185,0.011871657334268093,0.004367984365671873,0.9281201362609863,0.025289706885814667,0.0007260479615069926,0.762522280216217
1686332225878230800,0.397230712890625,-0.3720593750476837,0.011870655231177807,0.0043834904208779335,0.9281226992607117,0.025299392640590668,0.0006963434279896319,0.762508749961853
1686332225883279600,0.402279541015625,-0.37206321954727173,0.011877773329615593,0.004389956593513489,0.928121030330658,0.025317417457699776,0.000689743144903332,0.7625172734260559
1686332225888328700,0.40732861328125,-0.37206268310546875,0.011880302801728249,0.004397495649755001,0.9281211495399475,0.02532772161066532,0.0006776173249818385,0.7625162601470947
1686332225893482200,0.412482177734375,-0.3720616400241852,0.011883297935128212,0.0044076028279960155,0.9281215071678162,0.02534080669283867,0.000661056546960026,0.7625142931938171
1686332225898466000,0.417466064453125,-0.3720609247684479,0.011886903084814548,0.004418262280523777,0.9281216859817505,0.02535543218255043,0.0006439341814257205,0.7625129818916321
1686332225903476000,0.42247607421875,-0.37205880880355835,0.011887570843100548,0.004425711929798126,0.9281224608421326,0.02536221593618393,0.0006305454880930483,0.7625086307525635
1686332225908524800,0.42752490234375,-0.3720569610595703,0.011890432797372341,0.004437741357833147,0.9281231164932251,0.02537648379802704,0.000610295741353184,0.762505054473877
1686332225913574000,0.432573974609375,-0.3720632791519165,0.011895050294697285,0.004431314766407013,0.9281205534934998,0.025380270555615425,0.0006258339271880686,0.7625184655189514
1686332225918662100,0.437662109375,-0.3720683157444,0.011899425648152828,0.004427933134138584,0.9281185269355774,0.025385873392224312,0.0006355057121254504,0.7625292539596558
1686332225923672000,0.442672119140625,-0.3720649480819702,0.011895505711436272,0.004427780397236347,0.9281198978424072,0.025378484278917313,0.0006327787996269763,0.7625219225883484
1686332225928721200,0.44772119140625,-0.37206780910491943,0.011898755095899105,0.004427723586559296,0.9281187057495117,0.02538447454571724,0.0006353818462230265,0.762528121471405
1686332225933809200,0.45280908203125,-0.3720652163028717,0.011890291236341,0.004414541646838188,0.928119957447052,0.025358950719237328,0.0006534793064929545,0.7625221610069275
1686332225938819000,0.457819091796875,-0.37206998467445374,0.011889123357832432,0.004398474469780922,0.928118109703064,0.02534482255578041,0.0006825635791756213,0.7625320553779602
1686332225943868200,0.4628681640625,-0.3720720708370209,0.011884988285601139,0.004382769577205181,0.9281173944473267,0.025325454771518707,0.000708695559296757,0.7625361084938049
1686332225948917200,0.467917236328125,-0.37207379937171936,0.011881903745234013,0.00437054643407464,0.9281167984008789,0.02531062811613083,0.0007291352958418429,0.7625394463539124
1686332225953966300,0.47296630859375,-0.3720824718475342,0.011889636516571045,0.0043651447631418705,0.9281132817268372,0.025320958346128464,0.0007451531128026545,0.7625579833984375
1686332225959015400,0.478015380859375,-0.37208306789398193,0.011888186447322369,0.0043599894270300865,0.9281130433082581,0.02531442791223526,0.0007536598131991923,0.762559175491333
1686332225964064300,0.483064208984375,-0.3720715045928955,0.011868569999933243,0.004344814456999302,0.9281179904937744,0.025266723707318306,0.0007669125334359705,0.7625338435173035
1686332225969113300,0.48811328125,-0.3720744848251343,0.011867926456034184,0.004335050471127033,0.9281168580055237,0.02525826171040535,0.0007846393273212016,0.7625400424003601
1686332225974162400,0.493162353515625,-0.372071236371994,0.011869690380990505,0.004348290618509054,0.928118109703064,0.025271393358707428,0.0007612864137627184,0.76253342628479
1686332225979211500,0.49821142578125,-0.3720692992210388,0.011868231929838657,0.004350124392658472,0.928118884563446,0.02527005225419998,0.0007567443535663188,0.7625292539596558
1686332225984260400,0.50326025390625,-0.3720625340938568,0.011866298504173756,0.004364232998341322,0.9281215667724609,0.025276968255639076,0.0007289322675205767,0.762515127658844
1686332225989309400,0.508309326171875,-0.3720654249191284,0.01187163032591343,0.004369053989648819,0.9281203150749207,0.02529045380651951,0.0007240307168103755,0.7625214457511902
1686332225994358500,0.513358642578125,-0.372055321931839,0.01186609547585249,0.004383727442473173,0.9281243681907654,0.02529110573232174,0.0006923992768861353,0.762499988079071
1686332225999407600,0.51840771484375,-0.37205496430397034,0.011869297362864017,0.004392394796013832,0.9281244277954102,0.025303497910499573,0.0006786836893297732,0.7624995112419128
1686332226004456700,0.523456787109375,-0.37205755710601807,0.011872675269842148,0.004393361043184996,0.9281233549118042,0.025310488417744637,0.0006794743821956217,0.7625051736831665
1686332226009505800,0.528505859375,-0.3720569312572479,0.011876081116497517,0.004403277300298214,0.9281234741210938,0.025324193760752678,0.0006635869503952563,0.7625040411949158
1686332226014554600,0.5335546875,-0.3720552325248718,0.01187200378626585,0.004398166202008724,0.9281242489814758,0.025312818586826324,0.0006699935183860362,0.7625002264976501
1686332226019603700,0.538603759765625,-0.3720551133155823,0.011870781891047955,0.004395568743348122,0.9281243085861206,0.02530861645936966,0.0006739013479091227,0.7624998688697815
1686332226024652800,0.54365283203125,-0.3720629811286926,0.011879583820700645,0.004394920077174902,0.928121030330658,0.025324469432234764,0.000681871606502682,0.7625168561935425
1686332226029702000,0.548701904296875,-0.3720635175704956,0.011877075769007206,0.004387415945529938,0.9281209111213684,0.025314228609204292,0.0006939480663277209,0.7625178098678589
1686332226034750700,0.553750732421875,-0.37206143140792847,0.01187194511294365,0.004380907863378525,0.9281218647956848,0.025299862027168274,0.0007021530182100832,0.7625131011009216
1686332226039799800,0.5587998046875,-0.37207141518592834,0.011878657154738903,0.004369376227259636,0.9281178116798401,0.025303736329078674,0.0007288251654244959,0.7625343203544617
1686332226044849000,0.563848876953125,-0.3720744848251343,0.011885052546858788,0.004376244265586138,0.9281164407730103,0.025320718064904213,0.0007209210307337344,0.7625411152839661
1686332226049898000,0.56889794921875,-0.37207600474357605,0.01188603974878788,0.004374402575194836,0.9281158447265625,0.025321178138256073,0.0007251157076098025,0.7625443339347839
1686332226054986000,0.573986083984375,-0.3720764219760895,0.011885421350598335,0.004371776711195707,0.928115725517273,0.025318073108792305,0.0007295404211618006,0.7625452280044556
1686332226060035000,0.57903515625,-0.37207409739494324,0.011884051375091076,0.00437489990144968,0.9281166195869446,0.025317855179309845,0.0007226607413031161,0.7625402212142944
1686332226065045000,0.584044921875,-0.3720691204071045,0.011881863698363304,0.004383419174700975,0.9281186461448669,0.02532014064490795,0.0007050829590298235,0.7625297904014587
1686332226070094000,0.589093994140625,-0.37206828594207764,0.011877105571329594,0.004374339245259762,0.9281190633773804,0.02530454844236374,0.000718373863492161,0.7625277638435364
1686332226075143200,0.59414306640625,-0.372067928314209,0.01188129186630249,0.004385339096188545,0.9281191229820251,0.02532050758600235,0.0007010615081526339,0.7625272274017334
1686332226080192300,0.599192138671875,-0.37206506729125977,0.01187936868518591,0.004388666246086359,0.9281202554702759,0.02531941421329975,0.000693376234266907,0.7625211477279663
1686332226085241000,0.604240966796875,-0.372062087059021,0.011874165385961533,0.004384434781968594,0.9281215667724609,0.02530660852789879,0.0006972766132093966,0.7625146508216858
1686332226090290200,0.609290283203125,-0.3720731735229492,0.01188437920063734,0.004378253128379583,0.9281169772148132,0.025320960208773613,0.0007166546420194209,0.7625383138656616
1686332226095339300,0.61433935546875,-0.3720644414424896,0.011875535361468792,0.004381144884973764,0.9281206130981445,0.0253066997975111,0.0007044673548080027,0.7625196576118469
1686332226100427500,0.619427490234375,-0.3720632493495941,0.011873302049934864,0.004379135090857744,0.9281210899353027,0.02530105970799923,0.0007065032259561121,0.762516975402832
1686332226105476400,0.624476318359375,-0.37205955386161804,0.011866130866110325,0.004372096620500088,0.9281226992607117,0.025282511487603188,0.0007141298265196383,0.7625088095664978
1686332226110486300,0.629486328125,-0.37205490469932556,0.011856427416205406,0.004361587110906839,0.928124725818634,0.025256676599383354,0.0007262901053763926,0.7624985575675964
1686332226115574500,0.634574462890625,-0.3720482885837555,0.01184326596558094,0.004348258022218943,0.928127646446228,0.025222329422831535,0.0007410571561194956,0.7624839544296265
1686332226120584400,0.63958447265625,-0.3720402121543884,0.011836141347885132,0.004353516269475222,0.9281309247016907,0.025213021785020828,0.0007257750839926302,0.7624666690826416
1686332226125633500,0.644633544921875,-0.3720381557941437,0.01183151826262474,0.004348078742623329,0.9281318187713623,0.025200393050909042,0.0007323716417886317,0.7624620795249939
1686332226130682600,0.6496826171875,-0.37202444672584534,0.01181518379598856,0.004346732050180435,0.9281375408172607,0.025169076398015022,0.0007223440916277468,0.7624325752258301
1686332226135731500,0.6547314453125,-0.3720243573188782,0.011812812648713589,0.0043412805534899235,0.9281376600265503,0.025160616263747215,0.0007306961924768984,0.7624322175979614
1686332226140780500,0.659780517578125,-0.37202757596969604,0.011813702061772346,0.004334505181759596,0.9281363487243652,0.025157222524285316,0.0007440224871970713,0.762438952922821
1686332226145829600,0.66482958984375,-0.37201744318008423,0.011802542954683304,0.004335662350058556,0.9281405806541443,0.02513737604022026,0.0007332955137826502,0.762417197227478
