"event","experiment time","system time","system time text"
"START",0.000000000E0,1686143608.991,"2023-06-07 15:13:28.991 UTC+02:00"
"PAUSE",1.001755095E2,1686143709.166,"2023-06-07 15:15:09.166 UTC+02:00"
