time,seconds_elapsed,z,y,x
1686428357649440800,12.997440673828125,-0.0855560302734375,0.8085479736328125,-0.2476959228515625
1686428357659387000,13.007386962890624,-0.116607666015625,0.8570556640625,-0.2798919677734375
1686428357669331700,13.017331787109375,-0.08685302734375,0.877044677734375,-0.250030517578125
1686428357679277800,13.02727783203125,-0.03289794921875,0.8429107666015625,-0.1720428466796875
1686428357689223000,13.037222900390624,0.0186004638671875,0.8059844970703125,-0.0713348388671875
1686428357699169000,13.0471689453125,-0.0208587646484375,0.8419342041015625,0.0026702880859375
1686428357709113900,13.05711376953125,-0.0758209228515625,0.9796295166015625,0.0204010009765625
1686428357719060000,13.06706005859375,-0.04681396484375,1.2121124267578125,0.00341796875
1686428357729004800,13.0770048828125,0.04571533203125,1.4690399169921875,-0.0380859375
1686428357738951000,13.086950927734375,0.1398468017578125,1.695098876953125,-0.1772613525390625
1686428357748896800,13.096896728515626,0.2100830078125,1.7489776611328125,-0.3567047119140625
1686428357758841900,13.106841796875,0.220855712890625,1.50518798828125,-0.385498046875
1686428357768788000,13.1167880859375,0.137054443359375,1.2113494873046875,-0.292755126953125
1686428357778732800,13.12673291015625,-0.0226593017578125,1.183013916015625,-0.1175079345703125
1686428357788679000,13.136678955078125,-0.4191131591796875,1.46185302734375,0.0537567138671875
1686428357798623700,13.146623779296876,-1.1399383544921875,1.7780303955078125,0.199249267578125
1686428357808569900,13.15656982421875,-1.50738525390625,2.0407562255859375,0.306243896484375
1686428357818515000,13.166514892578125,-0.9870452880859375,2.1876983642578125,0.2760467529296875
1686428357828461000,13.1764609375,-0.130615234375,1.8653717041015625,0.1766510009765625
1686428357838407000,13.186406982421875,0.2410736083984375,1.195892333984375,0.0915069580078125
1686428357848352000,13.19635205078125,0.21075439453125,0.8046112060546875,0.0516510009765625
1686428357858297900,13.2062978515625,0.0874481201171875,0.759429931640625,0.0417633056640625
1686428357868243000,13.216242919921875,-0.0572357177734375,0.923675537109375,0.0845794677734375
1686428357878188800,13.226188720703124,-0.2584075927734375,1.1639862060546875,0.1087493896484375
1686428357888134000,13.2361337890625,-0.4326171875,1.3274688720703125,0.0589141845703125
1686428357898080000,13.246080078125,-0.43243408203125,1.3448944091796875,-0.0287322998046875
1686428357908024800,13.25602490234375,-0.26171875,1.1882781982421875,-0.118865966796875
1686428357917971000,13.265970947265625,-0.0507965087890625,0.9574127197265625,-0.1657257080078125
1686428357927915800,13.275915771484375,0.0687255859375,0.7779693603515625,-0.1563262939453125
1686428357937862000,13.28586181640625,0.03839111328125,0.6689453125,-0.14544677734375
