time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1686428344770018800,0.118018798828125,0.6493498083329617,0.226128836314517,0.32773439893327944,0.169478617083887,0.9028597231484351,0.16217322730469827,0.5405699129891276
1686428344779965000,0.12796484375,0.6469782922322748,0.221781028494734,0.32951951029009874,0.1949670596705929,0.9012210862577603,0.17329318627320786,0.5397883552236991
1686428344789909800,0.13790966796875,0.6413900385689257,0.21690276551264717,0.3297938275105077,0.22054462037241304,0.9002160446180036,0.18384878575799962,0.5372590058428814
1686428344799855900,0.14785595703125,0.6347834665016314,0.21136827585701318,0.32934581335957863,0.2446578161440949,0.8997064137716788,0.19334735504455136,0.5325073054010123
1686428344809801000,0.157801025390625,0.6287776278566254,0.20486072167560995,0.3290430167818885,0.26890469892664826,0.8992571418923172,0.2027295955302657,0.5257460609522813
1686428344819747000,0.1677470703125,0.6232154029342928,0.1975949312064864,0.3289564368821356,0.2948402370363227,0.8985837210343507,0.21281729172331407,0.5179803251625826
1686428344829692000,0.17769189453125,0.6171475467227112,0.18961706350844343,0.3287123146209668,0.3233546922186895,0.8976873009185411,0.22394467527064316,0.509407895064962
1686428344839636700,0.18763671875,0.610303127220077,0.1804773682208521,0.32820592316925806,0.35550843943807897,0.8965399840487865,0.23648471161384654,0.49933486285071144
1686428344849582800,0.197582763671875,0.6023910453409107,0.1699938829588665,0.32729129764304543,0.3922510690422204,0.8950230916336196,0.2508309129865355,0.48757681338176256
1686428344859528000,0.20752783203125,0.5929846081521728,0.15821142300520713,0.3258231662244483,0.43524128979618987,0.8928107914435209,0.2677636585745466,0.4746115170875125
1686428344869474000,0.21747412109375,0.5818101425509625,0.14525085507490781,0.3236561791519299,0.4856354551141902,0.88954970713321,0.28783721362091674,0.4608798164230146
1686428344879419000,0.2274189453125,0.5689954124607165,0.1319786554226333,0.3206069673358792,0.5409567241181993,0.8852482335135793,0.31004593103004885,0.4472343081229476
1686428344889365000,0.237364990234375,0.5556056903148285,0.11949014859161683,0.31686525487293427,0.5961871235681211,0.8802797665019957,0.3323043385057034,0.4345044145480305
1686428344899309800,0.247309814453125,0.5434261838389115,0.10859664295129705,0.313111197836136,0.646601832705644,0.875088267367417,0.35268794387742897,0.42346777875398167
1686428344909256000,0.257255859375,0.5330799800781127,0.09936502299251869,0.3097356690832551,0.6911677522047995,0.8698970844641557,0.37076868356399517,0.4143065653736231
1686428344919201000,0.267200927734375,0.5231690988069612,0.09133530565668727,0.3062658699761579,0.7320006805372478,0.8647786662644381,0.3873203461118928,0.4063026050123651
1686428344929147000,0.27714697265625,0.5122647973331499,0.0837034528405304,0.30217041001048606,0.7729716366979404,0.859407785918153,0.403862753861343,0.3983971781109423
1686428344939092000,0.287092041015625,0.5003315021191832,0.07563604453421521,0.2974519951110606,0.8175807038376249,0.8531480321471363,0.42182944745912543,0.3898022496432622
1686428344949036800,0.297036865234375,0.4879905503721223,0.06668809882724724,0.29238821024401807,0.868159382475519,0.8452945375993292,0.44219783919500816,0.38043999455117944
1686428344958983000,0.30698291015625,0.4765317046811064,0.05661388918836829,0.2874424605711209,0.9250064601580609,0.8353975333983163,0.46506194242955345,0.3703559863653812
1686428344968927700,0.316927734375,0.467242544201111,0.045460746906696194,0.28305744633256064,0.986808734307403,0.8233451039446663,0.48981079075652145,0.35986613897366126
1686428344978873900,0.326873779296875,0.4597148326739508,0.03364352025017217,0.278890380498826,1.0510394778208922,0.8096853393970409,0.515264847676092,0.34892326039704596
1686428344988819000,0.33681884765625,0.4550688469610129,0.020515642138468435,0.27507174992456046,1.1171719291198507,0.7944518954391478,0.5410737923485754,0.3365849626528345
1686428344998765000,0.34676513671875,0.45054454359838086,0.0054378789541567035,0.26982632064162543,1.1887291669576536,0.7772464530840805,0.5683767634094675,0.32064543612029545
1686428345008710000,0.3567099609375,0.4451218064527064,-0.010925267693063272,0.2624714691208518,1.263941716363419,0.7585178174205647,0.596355780219915,0.30100349709379043
1686428345018656000,0.366656005859375,0.4378990075434273,-0.026798633185672206,0.2531530028570275,1.3398269732345356,0.738863086771725,0.6239204956853989,0.2799354921612826
1686428345028600800,0.376600830078125,0.42896764893689504,-0.040396055621632766,0.2427810468089597,1.4105457376087738,0.7198335808891917,0.6490493764921411,0.25991343912505704
1686428345038546000,0.3865458984375,0.41948175560421347,-0.05164013902017663,0.232312202092075,1.474740624689588,0.7018475817032823,0.6713973728402078,0.24181024009885732
1686428345048492000,0.396491943359375,0.40777763285752716,-0.060571542802616465,0.22110660265865253,1.5345624159973008,0.6846669502400222,0.6918628781419098,0.22489933568370182
1686428345058436400,0.406436279296875,0.39461818896543494,-0.0679590923552394,0.20911062756485213,1.5895082702883085,0.6686691244921729,0.7103069589715372,0.2076706645920277
1686428345068382500,0.416382568359375,0.38075355746836936,-0.07440989007968218,0.19621008532673634,1.6372918462818389,0.6548795607873259,0.7260148491182935,0.18855921118133823
1686428345078327300,0.426327392578125,0.3665144245258655,-0.08055803669950468,0.18211620692688618,1.6785302757646396,0.6432833931562195,0.7392771548595398,0.16639214446374115
1686428345088273400,0.4362734375,0.35233858096599335,-0.08672090438987462,0.16686566874816264,1.7132556082697528,0.6339323827983393,0.7501767963211761,0.14087260261763365
1686428345098218500,0.446218505859375,0.3387425630975421,-0.0930650584475874,0.15077920579809748,1.7422691103392531,0.6264888042562136,0.7590232159100647,0.11251867361206588
1686428345108164600,0.45616455078125,0.3265836571426627,-0.10003330123835223,0.13420968577363154,1.7690276819260373,0.6195569023686519,0.766896592572016,0.08198908402458575
