"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.303548792E0,3.706572205E-2,1.208269894E-1,4.332325608E-2
3.313492792E0,5.911616236E-2,1.083596647E-1,3.356197476E-2
3.323436792E0,7.430964708E-2,1.104698628E-1,2.277322672E-2
3.333380792E0,8.336279541E-2,1.146867126E-1,1.276666485E-2
3.343324792E0,8.872684836E-2,1.259328574E-1,5.868885666E-3
3.353269792E0,9.920532256E-2,1.471489370E-1,1.462685876E-3
3.363213792E0,1.069221124E-1,1.606278569E-1,-9.835185483E-4
3.373157792E0,1.113533452E-1,1.653275341E-1,-6.706918124E-3
3.383101792E0,1.219900921E-1,1.528484076E-1,-1.927014254E-2
3.393045792E0,1.231847852E-1,1.326209009E-1,-2.484120801E-2
3.402989792E0,1.215298921E-1,1.254687160E-1,-2.672060207E-2
3.412934792E0,1.141598597E-1,1.183753833E-1,-2.577118389E-2
3.422878792E0,1.041013449E-1,1.168877929E-1,-2.705617994E-2
3.432822792E0,1.032334194E-1,1.210774779E-1,-2.893610671E-2
3.442766792E0,9.996840358E-2,1.163322851E-1,-2.642334811E-2
3.452710792E0,1.031767130E-1,1.202945337E-1,-2.552532963E-2
3.462654792E0,1.095065176E-1,1.069813892E-1,2.450910397E-3
3.472599792E0,1.286104321E-1,1.026399061E-1,1.065584272E-2
3.482543792E0,1.579254419E-1,1.176734492E-1,-7.139931433E-3
3.492487792E0,1.701083481E-1,1.257835776E-1,-8.115713485E-3
3.502431792E0,1.821996272E-1,1.231539696E-1,-4.397940822E-3
3.512375792E0,1.724455357E-1,1.128105149E-1,-1.122388896E-2
3.522319792E0,1.507055014E-1,1.026278585E-1,-2.140829526E-2
3.532264792E0,1.219721287E-1,8.726088703E-2,7.915487513E-4
3.542208792E0,9.219337255E-2,6.078922004E-2,2.165216394E-2
3.552152792E0,5.680422485E-2,3.436533362E-2,3.972996771E-2
3.562096792E0,1.803915948E-2,3.265430778E-2,5.902373046E-2
3.572040792E0,6.077063736E-4,1.898030750E-2,6.114307791E-2
3.581984792E0,-8.051902056E-3,3.623953462E-2,6.227255240E-2
3.591929792E0,3.560012905E-3,3.036300279E-2,6.381584704E-2
3.601873792E0,3.670563549E-2,4.590732604E-2,6.035365909E-2
