"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.459679690E-1,3.102459908E1,-3.245199919E0,-4.221199799E1
1.559679690E-1,3.141499901E1,-2.866999865E0,-4.213879776E1
1.659679690E-1,3.158580017E1,-2.781599998E0,-4.229739761E1
1.759679690E-1,3.159799957E1,-2.940199852E0,-4.222419739E1
1.859679690E-1,3.161019897E1,-3.086599827E0,-4.222419739E1
1.959679690E-1,3.151259995E1,-3.257400036E0,-4.232180023E1
2.059679690E-1,3.134179878E1,-3.440399885E0,-4.244379807E1
2.159679690E-1,3.103679848E1,-3.733199835E0,-4.265119934E1
2.259679690E-1,3.065859985E1,-4.123600006E0,-4.289519882E1
2.359679690E-1,3.004859924E1,-4.697000027E0,-4.329779816E1
2.459679690E-1,2.935319901E1,-5.282599926E0,-4.356620026E1
2.559679690E-1,2.856019974E1,-5.819399834E0,-4.406639862E1
2.659679690E-1,2.763299942E1,-6.307399750E0,-4.459099960E1
2.759679690E-1,2.674239922E1,-6.783199787E0,-4.505459976E1
2.859679690E-1,2.586400032E1,-7.173599720E0,-4.546939850E1
2.959679690E-1,2.501000023E1,-7.344399929E0,-4.590859985E1
3.059679690E-1,2.416819954E1,-7.381000042E0,-4.639659882E1
3.159679690E-1,2.338739967E1,-7.222399712E0,-4.681139755E1
3.259679690E-1,2.254559898E1,-7.014999866E0,-4.738479996E1
3.359679690E-1,2.182579994E1,-6.648999691E0,-4.770199966E1
3.459679690E-1,2.122799873E1,-6.234200001E0,-4.809239960E1
3.559679690E-1,2.065460014E1,-5.685199738E0,-4.848279953E1
3.659679690E-1,2.019099998E1,-5.172800064E0,-4.878779984E1
3.759679690E-1,1.982499886E1,-4.697000027E0,-4.901959991E1
3.859679690E-1,1.949559975E1,-4.209000111E0,-4.917819977E1
3.959679690E-1,1.920279884E1,-3.903999805E0,-4.937339783E1
4.059679690E-1,1.900759888E1,-3.525799990E0,-4.937339783E1
4.159679690E-1,1.886120033E1,-3.245199919E0,-4.949539948E1
4.259679690E-1,1.867819977E1,-3.110999823E0,-4.945879745E1
4.359679690E-1,1.850740051E1,-3.086599827E0,-4.945879745E1
4.459679690E-1,1.823900032E1,-3.025599957E0,-4.949539948E1
4.559679690E-1,1.792179871E1,-3.049999952E0,-4.949539948E1
4.659679690E-1,1.743379974E1,-3.318399906E0,-4.964179993E1
4.759679690E-1,1.688479996E1,-3.574599981E0,-4.973939896E1
4.859679690E-1,1.623819923E1,-4.013800144E0,-4.982479858E1
4.959679690E-1,1.543299961E1,-4.550600052E0,-4.986140060E1
5.059679690E-1,1.460339928E1,-5.197199821E0,-4.995899963E1
5.159679690E-1,1.363959980E1,-6.148799896E0,-4.994680023E1
5.259679690E-1,1.267579937E1,-7.210199833E0,-5.011759949E1
5.359679690E-1,1.171199989E1,-8.356999397E0,-5.019079971E1
5.459679690E-1,1.094339943E1,-9.333000183E0,-5.017860031E1
5.559679690E-1,1.013819981E1,-1.024800014E1,-5.009320068E1
5.659679690E-1,9.296400070E0,-1.107759953E1,-5.021519852E1
5.759679690E-1,8.637599945E0,-1.172420025E1,-5.042259979E1
5.859679690E-1,7.783599854E0,-1.212679958E1,-5.053239822E1
5.959679690E-1,6.905200005E0,-1.212679958E1,-5.092279816E1
6.059679690E-1,5.965799809E0,-1.200479984E1,-5.111800003E1
6.159679690E-1,4.953199863E0,-1.184619999E1,-5.138639832E1
6.259679690E-1,3.867399931E0,-1.167539978E1,-5.150839996E1
6.359679690E-1,2.659600019E0,-1.154119968E1,-5.163039780E1
6.459679690E-1,1.451799989E0,-1.141919994E1,-5.169139862E1
6.559679690E-1,6.099999696E-2,-1.144359970E1,-5.161819839E1
6.659679690E-1,-1.256600022E0,-1.155340004E1,-5.158160019E1
6.759679690E-1,-2.537600040E0,-1.173639965E1,-5.131319809E1
6.859679690E-1,-4.062600136E0,-1.194379997E1,-5.104479980E1
6.959679690E-1,-5.563199997E0,-1.196819973E1,-5.067879868E1
7.059679690E-1,-7.173599720E0,-1.201700020E1,-5.049580002E1
7.159679690E-1,-8.783999443E0,-1.196819973E1,-5.020299911E1
7.259679690E-1,-1.077260017E1,-1.168760014E1,-4.978820038E1
7.359679690E-1,-1.287099934E1,-1.127279949E1,-4.922699738E1
7.459679690E-1,-1.495720005E1,-1.065059948E1,-4.860479736E1
7.559679690E-1,-1.714099884E1,-9.906399727E0,-4.801919937E1
7.659679690E-1,-1.916619873E1,-8.845000267E0,-4.734819794E1
7.759679690E-1,-2.110599899E1,-7.783599854E0,-4.667720032E1
7.859679690E-1,-2.292379951E1,-6.575799942E0,-4.600619888E1
7.959679690E-1,-2.458300018E1,-5.221600056E0,-4.535960007E1
8.059679690E-1,-2.582740021E1,-3.989399910E0,-4.485939789E1
8.159679690E-1,-2.707180023E1,-2.403399944E0,-4.432259750E1
8.259679690E-1,-2.827960014E1,-8.417999744E-1,-4.366379929E1
8.359679690E-1,-3.203720093E1,-2.757200003E0,-4.056499863E1
8.459679690E-1,-3.289120102E1,-1.256600022E0,-3.984519958E1
8.559679690E-1,-3.375740051E1,4.269999862E-1,-3.906439972E1
