"event","experiment time","system time","system time text"
"START",0.000000000E0,1686142205.541,"2023-06-07 14:50:05.541 UTC+02:00"
"PAUSE",2.013343640E1,1686142225.675,"2023-06-07 14:50:25.675 UTC+02:00"
