"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.855651833E0,1.117370635E1,1.584525509E1,-4.897875168E0
2.865595833E0,1.052000401E1,1.610796815E1,-3.873568408E0
2.875539833E0,9.005251218E0,1.651862746E1,-2.160194766E0
2.885483833E0,6.100410615E0,1.625648041E1,1.516901641E0
2.895428833E0,2.548380011E0,1.470622684E1,6.442054655E0
2.905372833E0,-2.915538669E-2,1.301180081E1,9.198178929E0
2.915316833E0,-6.107706186E-1,1.150412081E1,8.811526532E0
2.925260833E0,2.812047337E0,9.733441821E0,3.406817635E0
2.935205833E0,6.262542211E0,8.060439402E0,-3.136959862E0
2.945149833E0,5.866422586E0,5.820611406E0,-1.497915148E1
2.955093833E0,3.099759291E0,-3.284481604E0,-6.111709775E0
2.965037833E0,1.443952364E-1,-9.249211673E0,1.158022934E1
2.974982833E0,-2.693032817E0,-1.772880814E1,1.101458724E1
2.984926833E0,-9.542109230E-1,-2.747704868E1,7.922770218E0
2.994870833E0,2.616689231E0,-3.019414689E1,5.099537449E0
3.004814833E0,4.942212265E0,-2.241748338E1,1.269901219E-1
3.014758833E0,7.012053516E0,-1.096178220E1,-4.171707409E0
3.024703833E0,1.010833898E1,-5.077800425E0,-2.387423998E-1
3.034647833E0,1.205084483E1,-1.080884126E0,1.914992362E0
3.044591833E0,1.294447713E1,1.944809069E0,8.085275450E0
3.054535833E0,7.816781833E0,7.086644107E-1,1.263074244E1
3.064480833E0,-1.929774416E0,-2.910320613E0,1.378795553E1
3.074424500E0,-9.641228891E0,-5.943385393E0,1.451595844E1
3.084368500E0,-1.305178874E1,-9.000124379E0,9.964417949E0
3.094312500E0,-1.392626557E1,-1.302775318E1,1.477439952E0
3.104256500E0,-1.505760006E1,-1.783506492E1,-2.161604997E1
3.114201500E0,-1.310410495E1,-2.096139337E1,-2.064410942E1
3.124145500E0,-7.081383952E0,-1.685789461E1,-6.080066983E0
3.134089500E0,-6.543841231E0,-9.538689194E0,-3.117752635E0
3.144033500E0,-1.067877813E1,-5.087605621E0,-4.809806160E0
3.153978500E0,-1.441606812E1,-2.048762038E0,-5.057415862E0
3.163922500E0,-1.734234812E1,1.997408867E-1,-4.016966402E0
3.173866500E0,-1.910667879E1,3.458498250E0,-3.389971222E0
3.183810500E0,-1.927669711E1,7.579082576E0,-5.700367509E0
3.193754500E0,-1.868971033E1,1.125017857E1,-9.756838869E0
3.203699500E0,-1.658237732E1,1.383401639E1,-1.066636683E1
3.213643500E0,-1.238750295E1,1.491721777E1,-7.909829160E0
3.223587500E0,-6.720670972E0,1.555083609E1,-6.026073793E0
3.233531500E0,-7.170311916E-1,1.551929153E1,-5.112721167E0
3.243476500E0,3.913035652E0,1.439571396E1,-3.410769183E0
3.253420500E0,6.026884217E0,1.223442986E1,-1.244853063E0
3.263364500E0,4.584559718E0,9.590155216E0,-2.001729959E-1
3.273308500E0,1.784814485E0,6.977644406E0,-7.939577454E-1
3.283253500E0,-6.290577856E-1,5.153842880E0,-6.412664795E0
3.293197500E0,-6.998166963E0,-2.040716854E0,-3.092585342E0
3.303141500E0,-9.384815036E0,-1.105772799E1,9.975510117E0
3.313085500E0,-1.212735447E1,-2.312447023E1,2.045983880E0
3.323029500E0,-1.156546512E1,-3.923091343E1,2.938505947E0
3.332974500E0,-8.616054697E0,-4.613747382E1,1.360335660E1
3.342918500E0,-4.498534605E0,-4.594435198E1,1.149882791E1
3.352862500E0,6.324857157E-1,-3.671226271E1,7.458363885E0
3.362806500E0,4.468051023E0,-2.525231411E1,5.075930486E0
3.372751500E0,7.574008362E0,-1.654958262E1,3.147515840E0
3.382695500E0,9.809840956E0,-1.054876529E1,2.575131315E-1
3.392639500E0,1.087672860E1,-6.024221395E0,-2.662313300E0
3.402583500E0,1.044520876E1,-2.137636793E0,-3.740450404E0
3.412527500E0,9.293480358E0,1.584489607E0,-3.317104390E0
3.422472500E0,7.997214044E0,4.715708088E0,-2.187775497E0
3.432416500E0,7.202535921E0,7.825170833E0,-7.445259690E-2
3.442360500E0,8.613652661E0,1.038103791E1,4.838530022E-1
3.452304500E0,9.650555785E0,1.221904817E1,2.757300588E-1
3.462249500E0,1.052856901E1,1.348614214E1,-2.686421371E-1
3.472193500E0,1.160026774E1,1.397378589E1,-1.769819739E0
3.482137500E0,1.174331052E1,1.477882236E1,-4.640885362E0
3.492081500E0,1.094271326E1,1.530399705E1,-5.660049203E0
