"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.732591833E0,2.213297424E0,-2.351534958E1,2.557880859E0
2.742535833E0,4.533921661E0,-1.830722992E1,5.272036743E-1
2.752480833E0,5.287604370E0,-1.416190018E1,-2.157164154E0
2.762424833E0,4.171525269E0,-9.896669769E0,-3.099454651E0
2.772368833E0,2.143542480E0,-5.965843964E0,-2.605631561E0
2.782312833E0,2.704875183E-1,-2.913092194E0,-1.304986267E0
2.792256833E0,-4.700225830E-2,-2.032772827E-1,-1.713935852E-1
2.802201833E0,1.488055573E0,2.308798828E0,4.646337891E-1
2.812145833E0,2.664459229E0,4.295168152E0,5.900729370E-1
2.822089833E0,4.218976593E0,5.692512360E0,1.971400452E-1
2.832033833E0,5.834117889E0,6.432124329E0,-9.174421692E-1
2.841978833E0,6.343807983E0,7.062613220E0,-2.649490356E0
2.851922833E0,6.273903351E0,7.393874359E0,-4.002227325E0
2.861866833E0,6.032305756E0,7.422614594E0,-3.060385895E0
2.871810833E0,4.925207977E0,7.630532227E0,-1.391356659E0
2.881754833E0,2.378553772E0,7.213649139E0,2.298619995E0
2.891699833E0,-9.135502625E-1,5.568121033E0,7.305857391E0
2.901643833E0,-3.359613647E0,3.840114441E0,1.021026764E1
2.911587833E0,-3.916455688E0,2.343975677E0,9.994865570E0
2.921531833E0,-5.075944519E-1,5.948629761E-1,4.711602173E0
2.931476833E0,2.931952972E0,-1.068777466E0,-1.795067139E0
2.941420833E0,2.530787201E0,-3.312312012E0,-1.367556152E1
2.951364833E0,-2.465373230E-1,-1.241099121E1,-4.790637817E0
2.961308833E0,-3.242856445E0,-1.834315521E1,1.301648209E1
2.971253833E0,-6.131250000E0,-2.676658859E1,1.266785706E1
2.981197833E0,-4.396507416E0,-3.645713699E1,9.857900391E0
2.991141833E0,-7.506889343E-1,-3.913536758E1,7.324718170E0
3.001085833E0,1.717827759E0,-3.135724228E1,2.560126190E0
3.011029833E0,4.001029816E0,-1.994617172E1,-1.631906433E0
3.020974833E0,7.400460663E0,-1.415097290E1,2.326611786E0
3.030918833E0,9.767638092E0,-1.027104126E1,4.477039948E0
3.040862833E0,1.123563538E1,-7.360044708E0,1.068058960E1
3.050806833E0,6.754853210E0,-8.669072571E0,1.530776733E1
3.060751833E0,-2.418221283E0,-1.229094086E1,1.661664551E1
3.070695500E0,-9.715696106E0,-1.525462784E1,1.760324387E1
3.080639500E0,-1.284089722E1,-1.818448517E1,1.340522369E1
3.090583500E0,-1.344474152E1,-2.208956451E1,5.204078064E0
3.100527500E0,-1.424961777E1,-2.685655151E1,-1.784828430E1
3.110472500E0,-1.195189590E1,-2.996169434E1,-1.691542419E1
3.120416500E0,-5.595514069E0,-2.580588638E1,-2.343526611E0
3.130360500E0,-4.780458984E0,-1.841395798E1,6.712042236E-1
3.140304500E0,-8.701105957E0,-1.390204056E1,-9.848020935E-1
3.150249500E0,-1.230920288E1,-1.082863174E1,-1.221909027E0
3.160193500E0,-1.522723480E1,-8.579109650E0,-1.836680603E-1
3.170137500E0,-1.710448105E1,-5.358257446E0,4.168830872E-1
3.180081500E0,-1.749786301E1,-1.321302338E0,-1.978136444E0
3.190025500E0,-1.723590775E1,2.221979370E0,-6.205196228E0
3.199970500E0,-1.553215073E1,4.660857697E0,-7.351811829E0
3.209914500E0,-1.177795761E1,5.615123291E0,-4.854405212E0
3.219858500E0,-6.536457367E0,6.151607666E0,-3.223097534E0
3.229802500E0,-8.990304565E-1,6.052962799E0,-2.545307007E0
3.239747500E0,3.442541199E0,4.882696381E0,-1.061891785E0
3.249691500E0,5.328619080E0,2.688708801E0,9.063652039E-1
3.259635500E0,3.661984863E0,2.634521484E-2,1.779349823E0
