"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.755384590E-1,-2.150549412E0,-8.908179283E0,-3.445066452E0
1.780636150E-1,-2.313560486E0,-8.752346992E0,-3.425923824E0
1.805888240E-1,-2.495713949E0,-8.558229446E0,-3.397209883E0
1.831139800E-1,-2.713460922E0,-8.328517914E0,-3.387638569E0
1.856391360E-1,-3.003291607E0,-8.153543472E0,-3.430709362E0
1.881642930E-1,-3.271586657E0,-8.004889488E0,-3.442673683E0
1.906894490E-1,-3.525525093E0,-7.794320583E0,-3.442673683E0
1.932146570E-1,-3.762713671E0,-7.616952896E0,-3.449851990E0
1.957398130E-1,-4.040580273E0,-7.451549053E0,-3.488137245E0
1.982649700E-1,-4.304089546E0,-7.322336197E0,-3.543172121E0
2.007901780E-1,-4.534099579E0,-7.190432072E0,-3.579064369E0
2.033153340E-1,-4.742574692E0,-7.087540627E0,-3.670290947E0
2.058404900E-1,-4.977370262E0,-7.032505512E0,-3.722932816E0
2.083656470E-1,-5.130510807E0,-6.941279411E0,-3.777967930E0
2.108908030E-1,-5.300700188E0,-6.914958477E0,-3.840181351E0
2.134160110E-1,-5.432604790E0,-6.864708900E0,-3.938585997E0
2.159411680E-1,-5.528317451E0,-6.759424686E0,-3.950550079E0
2.184663240E-1,-5.635994434E0,-6.675376892E0,-3.974478483E0
2.209914800E-1,-5.698507309E0,-6.651448727E0,-4.082155228E0
2.235166360E-1,-5.801398277E0,-6.601199627E0,-4.199702740E0
2.260418450E-1,-5.801398277E0,-6.649055958E0,-4.348057747E0
2.285670010E-1,-5.846862316E0,-6.699604511E0,-4.623531342E0
2.310921570E-1,-5.873183250E0,-6.831209660E0,-4.910969257E0
2.336173130E-1,-5.849255085E0,-7.066005230E0,-5.337490082E0
2.361425220E-1,-5.875576019E0,-7.279265404E0,-5.732604980E0
2.386676780E-1,-5.832505226E0,-7.540382385E0,-6.257231236E0
2.411928340E-1,-5.767899036E0,-7.894819260E0,-6.827620506E0
2.437179900E-1,-5.739185333E0,-8.242077827E0,-7.376174927E0
2.462431470E-1,-5.710471153E0,-8.639883995E0,-8.039585114E0
2.487683550E-1,-5.662315845E0,-8.989535332E0,-8.595317841E0
2.512935110E-1,-5.659923077E0,-9.348757744E0,-9.225527763E0
2.538186680E-1,-5.626423359E0,-9.643673897E0,-9.814760208E0
2.563438240E-1,-5.628816128E0,-9.931111336E0,-1.034417248E1
2.588689800E-1,-5.580959797E0,-1.025922680E1,-1.077757263E1
2.613941880E-1,-5.446961880E0,-1.060648537E1,-1.114187908E1
2.639193450E-1,-5.188237667E0,-1.089392376E1,-1.130459118E1
2.664445010E-1,-4.907978535E0,-1.114546871E1,-1.137189007E1
2.689696570E-1,-4.634897232E0,-1.133240795E1,-1.121127129E1
2.714948650E-1,-4.284946918E0,-1.144008541E1,-1.080389309E1
2.740200220E-1,-3.904189348E0,-1.146640587E1,-1.018116093E1
2.765451780E-1,-3.583251953E0,-1.134676456E1,-9.536893845E0
2.790703860E-1,-3.228515863E0,-1.125105190E1,-8.834898949E0
2.815955430E-1,-2.917150021E0,-1.103779221E1,-8.188239098E0
2.841206990E-1,-2.679961443E0,-1.067587757E1,-7.524529934E0
2.866458550E-1,-2.440380096E0,-1.028794098E1,-7.004689217E0
2.891710630E-1,-2.284846544E0,-9.770493507E0,-6.518348217E0
2.916962200E-1,-2.196012974E0,-9.176474571E0,-6.123233318E0
2.942213760E-1,-2.205584288E0,-8.467302322E0,-5.941079617E0
2.967465320E-1,-2.054836512E0,-7.470691204E0,-6.144768715E0
2.992716880E-1,-1.920539260E0,-6.416653156E0,-6.077769279E0
3.017968970E-1,-2.085943222E0,-5.947360516E0,-5.586642742E0
3.043220530E-1,-2.136192322E0,-5.544768333E0,-5.478965759E0
3.068472090E-1,-2.136192322E0,-5.101797104E0,-5.414060116E0
3.093723650E-1,-2.229811668E0,-4.699204445E0,-5.653641701E0
3.118975220E-1,-2.315953255E0,-4.294518471E0,-5.962615013E0
3.144227300E-1,-2.423630238E0,-3.951746702E0,-6.269195557E0
3.169478860E-1,-2.495713949E0,-3.714558125E0,-6.389135361E0
3.194730430E-1,-2.596212626E0,-3.470191002E0,-6.506383896E0
3.219981990E-1,-2.799901485E0,-3.288336515E0,-6.472884178E0
3.245234070E-1,-3.025125980E0,-3.082254648E0,-6.298208237E0
3.270485630E-1,-3.195016384E0,-2.868994236E0,-5.852545261E0
3.295737200E-1,-3.398705482E0,-2.742174864E0,-5.478965759E0
3.320988760E-1,-3.561716557E0,-2.631805897E0,-4.910969257E0
3.346240840E-1,-3.693321705E0,-2.454736948E0,-4.319344044E0
3.371492400E-1,-3.779463291E0,-2.397010088E0,-3.646362543E0
3.396743970E-1,-3.899403572E0,-2.339582443E0,-3.093022346E0
3.421996050E-1,-4.009473324E0,-2.239083767E0,-2.489133835E0
3.447247610E-1,-4.059722900E0,-2.111965179E0,-2.024626970E0
3.472499180E-1,-4.069293976E0,-2.006680965E0,-1.600499272E0
3.497750740E-1,-4.071686745E0,-1.910967946E0,-1.274776220E0
3.523002300E-1,-4.035794258E0,-1.875075698E0,-1.138086319E0
3.548253860E-1,-3.940081596E0,-1.867598057E0,-1.121336460E0
3.573505950E-1,-3.849154234E0,-1.826920033E0,-1.200598717E0
3.598757510E-1,-3.719642878E0,-1.783849239E0,-1.370489120E0
3.624009070E-1,-3.604787350E0,-1.834098577E0,-1.665105462E0
3.649261150E-1,-3.468097210E0,-1.934896231E0,-1.998306036E0
3.674512720E-1,-3.374777317E0,-2.092822552E0,-2.458027124E0
3.699764280E-1,-3.269193888E0,-2.370688915E0,-2.827120066E0
3.725015840E-1,-3.216551781E0,-2.667698145E0,-3.217449188E0
3.750267400E-1,-3.242872953E0,-2.943171740E0,-3.531208038E0
3.775519490E-1,-3.288635731E0,-3.262015581E0,-3.804288864E0
3.800771050E-1,-3.362813234E0,-3.606881142E0,-4.125226021E0
3.826022610E-1,-3.477668524E0,-3.937389612E0,-4.400700092E0
3.851274700E-1,-3.573680639E0,-4.243969917E0,-4.637888432E0
3.876526260E-1,-3.686143398E0,-4.589134693E0,-4.858327389E0
3.901777820E-1,-3.741178274E0,-4.893322468E0,-4.983053207E0
3.927029380E-1,-3.825226068E0,-5.257330418E0,-5.081159115E0
3.952281470E-1,-3.849154234E0,-5.580660820E0,-5.088337421E0
3.977533030E-1,-3.853940010E0,-5.884848118E0,-5.083551884E0
4.002784590E-1,-3.830011845E0,-6.172585011E0,-5.023731232E0
4.028036150E-1,-3.793820381E0,-6.469594002E0,-4.901398182E0
4.053287720E-1,-3.712464333E0,-6.800102711E0,-4.753043175E0
4.078539800E-1,-3.561716557E0,-6.996613503E0,-4.606781960E0
4.103791360E-1,-3.436990738E0,-7.250551701E0,-4.458426952E0
4.129042930E-1,-3.350848913E0,-7.456334591E0,-4.242773533E0
4.154294490E-1,-3.195016384E0,-7.636095047E0,-4.063013077E0
4.179546570E-1,-3.041875839E0,-7.724629879E0,-3.861716747E0
4.204798130E-1,-2.912364244E0,-7.846962929E0,-3.734897137E0
4.230049700E-1,-2.816651344E0,-7.885247707E0,-3.562314749E0
4.255301260E-1,-2.656033039E0,-7.935497284E0,-3.471387386E0
4.280553340E-1,-2.510071039E0,-7.952247143E0,-3.394817114E0
4.305804900E-1,-2.327917337E0,-7.952247143E0,-3.346960783E0
4.331056470E-1,-2.124228239E0,-7.985746384E0,-3.294019461E0
4.356308030E-1,-2.042872429E0,-7.885247707E0,-3.325126171E0
4.381559590E-1,-1.985444546E0,-7.803892136E0,-3.358924866E0
4.406811680E-1,-1.956730723E0,-7.645666599E0,-3.428316593E0
4.432063240E-1,-1.956730723E0,-7.497311592E0,-3.459423304E0
4.457314800E-1,-1.939681888E0,-7.267301559E0,-3.543172121E0
4.482566360E-1,-1.910967946E0,-7.051648140E0,-3.682255030E0
4.507818450E-1,-1.843968987E0,-6.816852570E0,-3.763610840E0
4.533070010E-1,-1.788933992E0,-6.546164513E0,-3.866502285E0
4.558321570E-1,-1.793719649E0,-6.277869225E0,-3.945764542E0
4.583573130E-1,-1.774577141E0,-6.002395630E0,-4.106083870E0
4.608825220E-1,-1.731506228E0,-5.748457432E0,-4.261916161E0
4.634076780E-1,-1.712363720E0,-5.535196781E0,-4.424927235E0
4.659328340E-1,-1.683649778E0,-5.290830135E0,-4.530211449E0
4.684580430E-1,-1.633101463E0,-5.063212872E0,-4.678865433E0
4.709831990E-1,-1.674078584E0,-4.886143684E0,-4.721936226E0
4.735083550E-1,-1.698006749E0,-4.737489700E0,-4.779364109E0
4.760335110E-1,-1.698006749E0,-4.613062859E0,-4.774578571E0
4.785586680E-1,-1.762612939E0,-4.457230568E0,-4.750650406E0
4.810838760E-1,-1.836790442E0,-4.373481750E0,-4.688436985E0
4.836090320E-1,-1.949552298E0,-4.292125702E0,-4.645066738E0
4.861341880E-1,-2.059622049E0,-4.217648983E0,-4.515854359E0
4.886593970E-1,-2.121835470E0,-4.074079514E0,-4.441677094E0
4.911845530E-1,-2.174477577E0,-3.992424488E0,-4.326522350E0
4.937097090E-1,-2.251347065E0,-3.872783422E0,-4.242773533E0
4.962348650E-1,-2.296810627E0,-3.800998688E0,-4.159024715E0
4.987600740E-1,-2.394916296E0,-3.637987614E0,-4.043870449E0
5.012851780E-1,-2.502892494E0,-3.549453259E0,-3.979264021E0
5.038103860E-1,-2.639283419E0,-3.415156126E0,-3.907479286E0
5.063355430E-1,-2.737389088E0,-3.312264681E0,-3.905086517E0
5.088607510E-1,-2.850150824E0,-3.125325441E0,-3.926621914E0
5.113859070E-1,-2.986541748E0,-3.032005310E0,-3.948157310E0
5.139110630E-1,-3.101696253E0,-2.953042269E0,-3.943371773E0
5.164362200E-1,-3.175873756E0,-2.823530674E0,-4.007977962E0
5.189613760E-1,-3.226123095E0,-2.725425005E0,-4.048655987E0
5.214865840E-1,-3.307778120E0,-2.648555517E0,-4.173381805E0
5.240117400E-1,-3.324527979E0,-2.586342096E0,-4.235595226E0
5.265368970E-1,-3.288635731E0,-2.504986286E0,-4.381557465E0
5.290621050E-1,-3.250051260E0,-2.493022203E0,-4.393521309E0
5.315872610E-1,-3.185445070E0,-2.442772865E0,-4.456034184E0
5.341124180E-1,-3.087339401E0,-2.394617319E0,-4.446462631E0
5.366376260E-1,-2.945863724E0,-2.411666155E0,-4.523033142E0
5.391627820E-1,-2.826222658E0,-2.404188633E0,-4.549354076E0
5.416879380E-1,-2.732603550E0,-2.394617319E0,-4.558925152E0
5.442130950E-1,-2.565105915E0,-2.428415775E0,-4.511068821E0
5.467382510E-1,-2.399702072E0,-2.452344179E0,-4.525425911E0
5.492634070E-1,-2.277667999E0,-2.461915493E0,-4.503890514E0
5.517886150E-1,-2.105085611E0,-2.545664072E0,-4.515854359E0
5.543137720E-1,-1.913360834E0,-2.629412889E0,-4.551746845E0
5.568389280E-1,-1.769791484E0,-2.694318295E0,-4.515854359E0
5.593640840E-1,-1.647458434E0,-2.770888567E0,-4.503890514E0
5.618892930E-1,-1.508674622E0,-2.904886723E0,-4.484747887E0
5.644144490E-1,-1.417747378E0,-3.048755169E0,-4.534996986E0
5.669396570E-1,-1.398305774E0,-3.149253607E0,-4.482355118E0
5.694648130E-1,-1.345663667E0,-3.293122053E0,-4.599603176E0
5.719899700E-1,-1.271486163E0,-3.446262836E0,-4.537389755E0
5.745151260E-1,-1.257129192E0,-3.587738514E0,-4.523033142E0
5.770008550E-1,-1.211665511E0,-3.808177233E0,-4.494318962E0
5.795654900E-1,-1.170987606E0,-3.999603033E0,-4.499104977E0
5.820906470E-1,-1.096511006E0,-4.184149265E0,-4.352843285E0
5.846158030E-1,-1.010369420E0,-4.399802685E0,-4.252345085E0
5.871410110E-1,-9.457631707E-1,-4.622634411E0,-4.197309971E0
5.896661680E-1,-8.449655175E-1,-4.819144726E0,-4.156631947E0
5.921913240E-1,-7.636095285E-1,-5.079962254E0,-4.110869408E0
5.947164800E-1,-7.181459069E-1,-5.271687508E0,-4.036691666E0
5.972416880E-1,-6.918248534E-1,-5.518447399E0,-4.022335052E0
5.997668450E-1,-6.320042610E-1,-5.762814045E0,-4.063013077E0
6.022920010E-1,-5.455635786E-1,-5.978467464E0,-4.074976921E0
6.048171570E-1,-4.713860750E-1,-6.246762753E0,-3.902693748E0
6.073423650E-1,-3.299104273E-1,-6.565307140E0,-3.844966888E0
6.098675220E-1,-2.485544533E-1,-6.919744015E0,-3.801896095E0
6.123926780E-1,-1.959123611E-1,-7.255337238E0,-3.869194269E0
6.149178860E-1,-1.863410622E-1,-7.533204079E0,-3.881158352E0
6.174430430E-1,-1.959123611E-1,-7.873283863E0,-3.933800459E0
6.199681990E-1,-1.815554202E-1,-8.251648903E0,-3.861716747E0
6.224933550E-1,-1.217348501E-1,-8.589634895E0,-3.909872293E0
6.250185630E-1,-1.887338907E-1,-9.018249512E0,-3.883551121E0
6.275437200E-1,-2.868396044E-1,-9.394520760E0,-4.055834293E0
6.300688760E-1,-3.469592929E-1,-9.808777809E0,-4.149453640E0
6.325940320E-1,-3.972085714E-1,-1.026401234E1,-4.273880482E0
6.351192930E-1,-5.120640397E-1,-1.058255768E1,-4.278666019E0
6.376441880E-1,-6.391827464E-1,-1.093220806E1,-4.312165737E0
6.401691360E-1,-7.372884750E-1,-1.117896843E1,-4.281058788E0
6.426940320E-1,-7.923234105E-1,-1.130608654E1,-4.240380764E0
6.452189280E-1,-8.688937426E-1,-1.152891827E1,-4.173381805E0
6.477438760E-1,-9.936196208E-1,-1.172991562E1,-4.134797573E0
6.502687720E-1,-1.067797065E0,-1.176820087E1,-4.156631947E0
6.527936680E-1,-1.103689432E0,-1.169880867E1,-4.182952881E0
6.553186150E-1,-1.178166032E0,-1.161505985E1,-4.178167343E0
6.578435110E-1,-1.295414329E0,-1.146640587E1,-4.214059830E0
6.603684070E-1,-1.420140266E0,-1.133958626E1,-4.281058788E0
6.628933550E-1,-1.582852125E0,-1.108325577E1,-4.264308929E0
6.654213240E-1,-1.733899117E0,-1.081017494E1,-4.316951275E0
6.679462200E-1,-1.800898194E0,-1.058495045E1,-4.307379723E0
6.704711680E-1,-1.860718727E0,-1.043150997E1,-4.427320004E0
6.729960630E-1,-1.985444546E0,-1.026879883E1,-4.465605259E0
6.755209590E-1,-2.050050735E0,-1.015364361E1,-4.566103935E0
6.780459070E-1,-2.241775751E0,-1.002682400E1,-4.566103935E0
6.805708030E-1,-2.550748825E0,-9.976574898E0,-4.666602135E0
6.830956990E-1,-2.842972517E0,-9.955039978E0,-4.719543457E0
6.856206470E-1,-3.242872953E0,-9.892526627E0,-4.772185802E0
6.881455430E-1,-3.614358664E0,-9.866206169E0,-4.698008060E0
6.906704380E-1,-3.954438448E0,-9.799206734E0,-4.698008060E0
6.931953860E-1,-4.335196495E0,-9.782457352E0,-4.594817638E0
6.957233550E-1,-4.680361271E0,-9.753743172E0,-4.506283283E0
6.982482510E-1,-4.833501816E0,-9.693922997E0,-4.367200375E0
7.007731990E-1,-5.068297386E0,-9.573982239E0,-4.249952316E0
7.032980950E-1,-5.466104031E0,-9.276973724E0,-4.173381805E0
7.058229900E-1,-5.671886921E0,-9.023035049E0,-3.967299938E0
7.083479380E-1,-5.765506268E0,-8.814560890E0,-3.782753468E0
7.108728340E-1,-5.861218929E0,-8.651848793E0,-3.464209080E0
7.133977300E-1,-5.787041664E0,-8.500801086E0,-3.265305519E0
7.159226780E-1,-5.564209938E0,-8.321339607E0,-3.095415115E0
7.184475740E-1,-5.312664509E0,-8.177471161E0,-3.061616659E0
7.209724700E-1,-5.128118038E0,-7.995317936E0,-2.930011272E0
7.234974180E-1,-4.783252239E0,-7.861319542E0,-2.994617462E0
7.260253860E-1,-4.505385876E0,-7.738986492E0,-2.896511793E0
7.285502820E-1,-4.328018188E0,-7.652844906E0,-2.865405083E0
7.310752300E-1,-4.174877167E0,-7.631309509E0,-2.733500719E0
7.336001260E-1,-4.054936886E0,-7.636095047E0,-2.764607430E0
7.361250220E-1,-3.868296862E0,-7.652844906E0,-2.795714140E0
7.386499700E-1,-3.738785267E0,-7.700701237E0,-2.927618504E0
7.411748650E-1,-3.733999729E0,-7.820641518E0,-3.076272726E0
7.436997610E-1,-3.762713671E0,-7.913961887E0,-3.210270643E0
7.462247090E-1,-3.839582920E0,-8.069794655E0,-3.346960783E0
7.487496050E-1,-3.973581076E0,-8.378767967E0,-3.550350666E0
7.512745010E-1,-4.028615952E0,-8.673383713E0,-3.768396616E0
7.537994490E-1,-4.215555191E0,-9.023035049E0,-4.039084435E0
7.563274700E-1,-4.383351803E0,-9.394520760E0,-4.257130623E0
7.588523650E-1,-4.584349155E0,-9.760921478E0,-4.432105541E0
7.613773130E-1,-4.831109047E0,-1.011057281E1,-4.604389191E0
7.639022090E-1,-5.094618320E0,-1.055384350E1,-4.776971340E0
7.664271050E-1,-5.475675583E0,-1.099232769E1,-4.930111885E0
7.689520530E-1,-5.799005508E0,-1.131565857E1,-5.062016487E0
7.714769490E-1,-6.000301838E0,-1.166052341E1,-5.248955727E0
7.740018450E-1,-6.146264076E0,-1.199581814E1,-5.378168106E0
7.765267930E-1,-6.060122490E0,-1.229761314E1,-5.481358528E0
7.790516880E-1,-5.877968788E0,-1.258295727E1,-5.418846130E0
7.815765840E-1,-5.590530872E0,-1.284885979E1,-5.411667347E0
7.841015320E-1,-5.125725269E0,-1.299721432E1,-5.416453362E0
7.866295010E-1,-4.491028786E0,-1.308096313E1,-5.418846130E0
7.891543970E-1,-3.820440531E0,-1.309531975E1,-5.414060116E0
7.916793450E-1,-3.099303484E0,-1.317458248E1,-5.344668388E0
7.942042400E-1,-2.342274189E0,-1.331336594E1,-5.105087280E0
7.967291360E-1,-1.647458434E0,-1.356012630E1,-4.601995945E0
7.992540840E-1,-1.178166032E0,-1.384038544E1,-3.842574120E0
8.017789800E-1,-8.282157183E-1,-1.424776363E1,-2.726322412E0
8.043038760E-1,-4.737788737E-1,-1.465244961E1,-1.430309772E0
8.068288240E-1,-2.174477577E-1,-1.497577953E1,-3.044866920E-1
8.093537200E-1,-2.811566554E-2,-1.516750431E1,6.487540603E-1
8.118786150E-1,1.058823988E-1,-1.522971821E1,1.674078584E0
8.144035630E-1,3.191427290E-1,-1.516989708E1,2.598904610E0
8.169315840E-1,5.730810165E-1,-1.490160179E1,3.427718401E0
8.194564800E-1,9.825528264E-1,-1.435304737E1,4.028914928E0
8.219814280E-1,1.643869162E0,-1.355294704E1,4.404887199E0
8.245063240E-1,2.230708838E0,-1.269063377E1,4.575077057E0
8.270312200E-1,2.496611357E0,-1.187856960E1,4.565505505E0
8.295561680E-1,2.463111877E0,-1.104257774E1,4.488935471E0
8.320810630E-1,2.000698805E0,-1.037647533E1,4.187140465E0
8.346059590E-1,1.193420291E0,-9.981360435E0,3.655335665E0
8.371309070E-1,-5.204389244E-2,-9.943075180E0,2.979662418E0
8.396558030E-1,-1.729113460E0,-1.035015392E1,2.167598248E0
8.421806990E-1,-3.626322746E0,-1.131326580E1,1.120738268E0
8.447056470E-1,-5.466104031E0,-1.286082363E1,-2.422732860E-1
8.472336150E-1,-7.344171047E0,-1.510289860E1,-1.761117458E0
8.497585110E-1,-9.054440498E0,-1.795603943E1,-3.559921980E0
8.522834590E-1,-1.067856884E1,-2.146302032E1,-6.580860615E0
8.548083550E-1,-1.203918839E1,-2.535793877E1,-1.111077309E1
8.573332510E-1,-1.198893833E1,-2.829482841E1,-1.340548992E1
8.598581990E-1,-1.064746284E1,-2.941586685E1,-1.257188988E1
8.623830950E-1,-8.625527382E0,-2.940629387E1,-1.175982571E1
8.649079900E-1,-6.335596085E0,-2.861098099E1,-1.202094269E1
8.674329380E-1,-3.726821184E0,-2.718336296E1,-1.225334549E1
8.699578340E-1,-5.886343718E-1,-2.516172600E1,-1.139821053E1
8.724827300E-1,2.582752943E0,-2.251227379E1,-9.388239861E0
8.750076780E-1,5.222634315E0,-1.948415565E1,-6.748358250E0
8.775356990E-1,7.131807804E0,-1.643480301E1,-4.199702740E0
8.800605950E-1,8.173882484E0,-1.357448292E1,-2.187339067E0
8.825855430E-1,8.681758881E0,-1.110957623E1,-9.442676306E-1
8.851104380E-1,8.660223007E0,-9.114261627E0,-5.751747489E-1
8.876353340E-1,8.257929802E0,-7.581060410E0,-7.477570772E-1
8.901602820E-1,7.529614449E0,-6.421438694E0,-1.157228827E0
8.926851780E-1,6.712764740E0,-5.652744293E0,-1.614856124E0
8.952100740E-1,5.941378593E0,-5.221437931E0,-1.993221283E0
8.977350220E-1,5.277669430E0,-4.977071285E0,-2.278565407E0
9.002599180E-1,4.726722240E0,-4.883750916E0,-2.455634356E0
9.027848130E-1,4.192524433E0,-5.020142078E0,-2.637787819E0
9.053097610E-1,3.529114246E0,-5.362913609E0,-2.747857809E0
9.078377300E-1,2.841476917E0,-5.772385597E0,-2.839084148E0
9.103626260E-1,2.149353027E0,-6.337689877E0,-2.944368362E0
9.128875740E-1,1.444965720E0,-7.056434155E0,-2.944368362E0
9.154124700E-1,6.807580590E-1,-7.909176350E0,-2.839084148E0
9.179373650E-1,-2.365903407E-1,-8.809774399E0,-2.594717026E0
9.204623130E-1,-1.043868899E0,-9.787242889E0,-2.156232357E0
9.229872090E-1,-1.649851203E0,-1.069023418E1,-1.765903115E0
9.255121050E-1,-1.971087694E0,-1.158156109E1,-1.401595831E0
9.280370530E-1,-2.052443504E0,-1.246062374E1,-1.047158957E0
9.305619490E-1,-1.961516380E0,-1.330618763E1,-8.219345808E-1
9.330868450E-1,-1.671386600E0,-1.405364513E1,-7.094719410E-1
9.356117930E-1,-1.343270779E0,-1.464766407E1,-6.855437160E-1
9.381398130E-1,-1.130010486E0,-1.512921906E1,-7.501499057E-1
9.406647090E-1,-8.907282352E-1,-1.543579960E1,-7.381857634E-1
9.431896570E-1,-7.061817646E-1,-1.555813313E1,-6.592226624E-1
9.457145530E-1,-6.224330068E-1,-1.560359669E1,-5.249254704E-1
9.482394490E-1,-4.737788737E-1,-1.551954842E1,-3.834498227E-1
9.507643970E-1,-2.724826932E-1,-1.528265953E1,-2.853440940E-1
9.532892930E-1,-1.854437590E-2,-1.500718498E1,-1.872383654E-1
9.558141880E-1,2.904288471E-1,-1.465484238E1,-2.470589429E-1
9.583391360E-1,6.089733839E-1,-1.426451302E1,-3.571287692E-1
9.608640320E-1,9.059824944E-1,-1.381645679E1,-4.435695112E-1
9.633889280E-1,1.226919770E0,-1.336122227E1,-5.249254704E-1
9.659138760E-1,1.416251898E0,-1.288475132E1,-6.469594240E-1
9.684418970E-1,1.538285851E0,-1.242712402E1,-6.445665956E-1
9.709667930E-1,1.514357686E0,-1.196231842E1,-7.357929349E-1
9.734917400E-1,1.382752419E0,-1.155523968E1,-9.104689956E-1
9.760166360E-1,1.191027522E0,-1.126301575E1,-1.097408295E0
9.785415320E-1,9.155537486E-1,-1.106171989E1,-1.396810174E0
9.810664800E-1,6.137589812E-1,-1.094417286E1,-1.705783486E0
9.835913760E-1,3.215355575E-1,-1.081496048E1,-2.060519457E0
9.861162720E-1,2.691925503E-2,-1.070219803E1,-2.419741869E0
9.886412200E-1,-2.988037169E-1,-1.070728302E1,-2.894119024E0
9.911661150E-1,-6.128616929E-1,-1.075513935E1,-3.358924866E0
9.936910110E-1,-9.314061999E-1,-1.080538845E1,-3.852145433E0
9.962159590E-1,-1.254736423E0,-1.084845924E1,-4.350450516E0
