"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.484364800E-1,1.906859970E1,3.938159943E1,-1.089459991E1
1.584364800E-1,1.899539948E1,3.916199875E1,-1.068719959E1
1.684364800E-1,1.901980019E1,3.901559830E1,-1.091899967E1
1.784364800E-1,1.906859970E1,3.899119949E1,-1.094339943E1
1.884364800E-1,1.905640030E1,3.890579987E1,-1.099219990E1
1.984364800E-1,1.897099876E1,3.886919785E1,-1.104099941E1
2.084364800E-1,1.888559914E1,3.885699844E1,-1.107759953E1
2.184364800E-1,1.867819977E1,3.890579987E1,-1.111419964E1
2.284364800E-1,1.844639969E1,3.883259964E1,-1.119960022E1
2.384364800E-1,1.817799950E1,3.883259964E1,-1.149240017E1
2.484364800E-1,1.798279953E1,3.889360046E1,-1.169979954E1
2.584364800E-1,1.766559982E1,3.895459747E1,-1.195599937E1
2.684364800E-1,1.734840012E1,3.904000092E1,-1.218779945E1
2.784364800E-1,1.707999992E1,3.914979935E1,-1.234639931E1
2.884364800E-1,1.681159973E1,3.927180099E1,-1.246840000E1
2.984364800E-1,1.665299988E1,3.927180099E1,-1.250500011E1
3.084364800E-1,1.651879883E1,3.939379883E1,-1.234639931E1
3.184364800E-1,1.646999931E1,3.951580048E1,-1.198040009E1
3.284364800E-1,1.628699875E1,3.957679749E1,-1.160219955E1
3.384364800E-1,1.623819923E1,3.960120010E1,-1.116300011E1
3.484364800E-1,1.622599983E1,3.971099854E1,-1.069939995E1
3.584364800E-1,1.626259995E1,3.972319794E1,-1.013819981E1
3.684364800E-1,1.643339920E1,3.973539734E1,-9.662400246E0
3.784364800E-1,1.660420036E1,3.978419876E1,-9.125599861E0
3.884364800E-1,1.682379913E1,3.982080078E1,-8.796199799E0
3.984364800E-1,1.711660004E1,3.982080078E1,-8.430199623E0
4.084364800E-1,1.742160034E1,3.979639816E1,-8.064199448E0
4.184364800E-1,1.770219994E1,3.980859756E1,-7.673799992E0
4.284364800E-1,1.790959930E1,3.971099854E1,-7.210199833E0
4.384364800E-1,1.814139938E1,3.969879913E1,-6.905200005E0
4.484364800E-1,1.828779984E1,3.968659973E1,-6.539199829E0
4.584364800E-1,1.842199898E1,3.963779831E1,-6.441599846E0
4.684364800E-1,1.851959991E1,3.958900070E1,-6.160999775E0
4.784364800E-1,1.848299980E1,3.954019928E1,-6.112199783E0
4.884364800E-1,1.848299980E1,3.954019928E1,-6.039000034E0
4.984364800E-1,1.839760017E1,3.954019928E1,-6.087800026E0
5.084364800E-1,1.833659935E1,3.957679749E1,-6.368400097E0
5.184364800E-1,1.812919998E1,3.955239868E1,-6.722199917E0
5.284364800E-1,1.786079979E1,3.950360107E1,-7.234600067E0
5.384364800E-1,1.762899971E1,3.950360107E1,-7.746999741E0
5.484364800E-1,1.725079918E1,3.945479965E1,-8.552199364E0
5.584364800E-1,1.682379913E1,3.936940002E1,-9.333000183E0
5.684364800E-1,1.628699875E1,3.930839920E1,-1.010159969E1
5.784364800E-1,1.579899979E1,3.923519897E1,-1.100440025E1
5.884364800E-1,1.532319927E1,3.911320114E1,-1.185839939E1
5.984364800E-1,1.473759937E1,3.890579987E1,-1.293200016E1
6.084364800E-1,1.412759972E1,3.866180038E1,-1.394460011E1
6.184364800E-1,1.350539970E1,3.834460068E1,-1.492059994E1
6.284364800E-1,1.299300003E1,3.803960037E1,-1.584779930E1
