version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12 Pro Max,2023-06-10_19-44-49,ios,1.15.2,c73036fc-8bdd-4753-b379-4035d89733b2,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Location|Microphone|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|0|100||10|10|10
