time,seconds_elapsed,z,y,x
1686426574595886300,0.10388623046875,-123.8355712890625,-97.08535766601562,75.73690795898438
1686426574605958100,0.113958251953125,-124.12995910644531,-96.86064147949219,75.77020263671875
1686426574616031200,0.12403125,-124.10250854492188,-96.07797241210938,76.05520629882812
1686426574626104000,0.13410400390625,-124.68246459960938,-95.98037719726562,76.35325622558594
1686426574636176100,0.144176025390625,-125.07852172851562,-95.59092712402344,77.230224609375
1686426574646247200,0.1542470703125,-125.17364501953125,-95.35311889648438,77.46771240234375
1686426574656317200,0.164317138671875,-126.07804870605469,-94.4898681640625,78.03253173828125
1686426574666388200,0.17438818359375,-126.40289306640625,-94.19137573242188,78.15740966796875
1686426574676459000,0.184458984375,-126.38905334472656,-94.25666809082031,78.82133483886719
1686426574686529300,0.194529296875,-126.95075988769531,-94.2186279296875,79.39820861816406
1686426574696600300,0.204600341796875,-127.36447143554688,-93.95845031738281,79.77435302734375
1686426574706671400,0.21467138671875,-127.45465087890625,-93.60438537597656,80.46746826171875
1686426574716743200,0.2247431640625,-127.73870849609375,-93.61244201660156,81.40032958984375
1686426574726815200,0.234815185546875,-127.9671630859375,-93.55209350585938,81.95179748535156
1686426574736886300,0.24488623046875,-128.31947326660156,-93.14505004882812,83.05769348144531
1686426574746957300,0.254957275390625,-128.15171813964844,-93.18484497070312,84.19326782226562
1686426574757031200,0.26503125,-128.44625854492188,-92.51069641113281,85.1231689453125
1686426574767105000,0.27510498046875,-128.3525848388672,-92.85481262207031,85.85235595703125
1686426574777177000,0.285177001953125,-127.73466491699219,-92.53636169433594,87.08746337890625
1686426574787250200,0.295250244140625,-128.9559326171875,-92.00813293457031,88.39033508300781
1686426574797322200,0.305322265625,-129.04910278320312,-91.72398376464844,89.50740051269531
1686426574807394300,0.315394287109375,-128.87025451660156,-91.32136535644531,90.69149780273438
1686426574817465300,0.32546533203125,-129.59815979003906,-90.37265014648438,92.36807250976562
1686426574827537400,0.335537353515625,-129.724853515625,-90.140625,94.27711486816406
1686426574837609200,0.345609130859375,-129.40016174316406,-89.51316833496094,96.2763671875
1686426574847681300,0.355681396484375,-129.0313720703125,-89.01165771484375,98.44352722167969
1686426574857755100,0.365755126953125,-128.8597869873047,-88.54742431640625,101.31419372558594
