time,seconds_elapsed,z,y,x
1686426636967788500,62.47578857421875,0.5316380262374878,0.3663140833377838,-0.10260387510061264
1686426636977734400,62.485734375,0.47258245944976807,0.3650152385234833,-0.09073150157928467
1686426636987679500,62.49567944335938,0.38646355271339417,0.2788020670413971,-0.027961859479546547
1686426636997624300,62.50562426757813,0.3049252927303314,0.129935622215271,0.08715380728244781
1686426637007569400,62.5155693359375,0.2623352110385895,-0.013374394737184048,0.24451600015163422
1686426637017514500,62.52551440429688,0.20919449627399445,-0.11085008829832077,0.3825329840183258
1686426637027459300,62.53545922851563,0.128755584359169,-0.13085494935512543,0.4551509916782379
1686426637037404400,62.545404296875,0.03296647220849991,-0.09458136558532715,0.4762951731681824
1686426637047349500,62.555349609375,-0.03531697764992714,0.029992787167429924,0.49630483984947205
1686426637057294300,62.56529443359375,-0.042391132563352585,0.23692519962787628,0.5062949061393738
1686426637067239200,62.5752392578125,0.0018096179701387882,0.4986494779586792,0.4584573209285736
1686426637077184500,62.5851845703125,0.060436446219682693,0.7958348393440247,0.3417019546031952
1686426637087129300,62.59512939453125,0.11504270136356354,1.1041289567947388,0.1791127622127533
1686426637097074400,62.60507446289063,0.1744740754365921,1.324060320854187,0.03498008847236633
1686426637107019500,62.61501953125,0.21540312469005585,1.4226495027542114,-0.07266940921545029
1686426637116965400,62.62496533203125,0.25292786955833435,1.4398119449615479,-0.14726534485816956
1686426637126910500,62.63491040039062,0.2845989763736725,1.416637659072876,-0.1758762151002884
1686426637136855300,62.64485522460937,0.3054318130016327,1.380042314529419,-0.1457822322845459
1686426637146800600,62.654800537109374,0.32590726017951965,1.3423175811767578,-0.053632866591215134
1686426637156745500,62.66474536132812,0.3357311487197876,1.309627890586853,0.10394024848937988
1686426637166690300,62.67469018554687,0.3442343473434448,1.28917396068573,0.29560208320617676
1686426637176635400,62.68463549804687,0.35314953327178955,1.2883342504501343,0.48504045605659485
1686426637186580500,62.69458056640625,0.35879838466644287,1.286726474761963,0.6260393857955933
1686426637196525300,62.704525390625,0.356101393699646,1.2612600326538086,0.6908493041992188
1686426637206470400,62.71447045898437,0.3382813632488251,1.2372691631317139,0.6921289563179016
1686426637216415500,62.72441552734375,0.31225988268852234,1.1812328100204468,0.6498158574104309
1686426637226360300,62.7343603515625,0.2912406325340271,1.0768203735351562,0.5755120515823364
1686426637236305400,62.74430541992187,0.2614542543888092,0.957349956035614,0.5079364776611328
1686426637246250500,62.75425048828125,0.23767727613449097,0.8022685050964355,0.43731021881103516
1686426637256196600,62.764196533203126,0.21888548135757446,0.6523200273513794,0.36142051219940186
1686426637266141400,62.774141357421875,0.1975460946559906,0.5675438642501831,0.3057657778263092
1686426637276086300,62.784086181640625,0.17625252902507782,0.5332311391830444,0.27287760376930237
1686426637286031400,62.79403125,0.1681610494852066,0.5406893491744995,0.25052541494369507
1686426637295976400,62.8039765625,0.17063778638839722,0.5682751536369324,0.23488788306713104
1686426637305921300,62.81392138671875,0.15027259290218353,0.5625938177108765,0.21771687269210815
1686426637315866400,62.823866455078125,0.1554545760154724,0.4980843663215637,0.17577075958251953
1686426637325811500,62.8338115234375,0.18717068433761597,0.43120864033699036,0.13488563895225525
1686426637335756300,62.84375634765625,0.20654624700546265,0.39274168014526367,0.09978145360946655
1686426637345701400,62.853701416015625,0.22822144627571106,0.35367950797080994,0.10122328996658325
