time,seconds_elapsed,dBFS
1686445353621000000,0.051,-50.42103576660156
1686445353721000000,0.151,-48.87376022338867
1686445353822000000,0.252000244140625,-49.77537536621094
1686445353922000000,0.351999755859375,-49.529232025146484
1686445354022000000,0.452000244140625,-46.795204162597656
1686445354122000000,0.551999755859375,-48.247291564941406
1686445354222000000,0.652000244140625,-47.435306549072266
1686445354322000000,0.751999755859375,-45.39265060424805
1686445354422000000,0.852000244140625,-47.12948226928711
1686445354522000000,0.951999755859375,-48.88522720336914
1686445354622000000,1.052000244140625,-50.33705520629883
1686445354722000000,1.151999755859375,-46.57356262207031
1686445354822000000,1.252000244140625,-48.4014778137207
1686445354922000000,1.351999755859375,-45.81916046142578
1686445355022000000,1.452000244140625,-46.92693328857422
1686445355122000000,1.551999755859375,-44.28069305419922
1686445355222000000,1.652000244140625,-40.2656364440918
1686445355322000000,1.751999755859375,-40.31700134277344
1686445355422000000,1.852000244140625,-40.66403579711914
1686445355533000000,1.963,-40.237457275390625
1686445355639000000,2.069,-43.425167083740234
1686445355739000000,2.169,-45.06181716918945
1686445355839000000,2.269,-46.64995574951172
1686445355955000000,2.385,-41.225929260253906
1686445356055000000,2.485,-42.428977966308594
1686445356155000000,2.585,-45.441219329833984
1686445356255000000,2.685,-41.09065246582031
1686445356355000000,2.785,-43.4931755065918
1686445356455000000,2.885,-45.67835235595703
1686445356555000000,2.985,-46.59513473510742
1686445356655000000,3.085,-48.59074783325195
1686445356755000000,3.185,-50.64093780517578
1686445356855000000,3.285,-45.355037689208984
1686445356955000000,3.385,-44.065284729003906
1686445357055000000,3.485,-45.85852813720703
1686445357156000000,3.586,-46.84456253051758
1686445357272000000,3.702,-47.73115921020508
1686445357372000000,3.802,-48.30411911010742
1686445357472000000,3.902,-49.73548126220703
1686445357572000000,4.002,-48.80180358886719
1686445357672000000,4.102,-47.71004104614258
1686445357772000000,4.202,-49.69443130493164
1686445357872000000,4.302,-49.02568435668945
1686445357973000000,4.403,-46.20991134643555
1686445358073000000,4.503,-48.038604736328125
1686445358172000000,4.602,-49.08332443237305
1686445358272000000,4.702,-47.00940704345703
1686445358372000000,4.802,-45.460357666015625
1686445358472000000,4.902,-47.153289794921875
1686445358581000000,5.011,-48.21584701538086
1686445358689000000,5.119,-49.211822509765625
1686445358805000000,5.235,-44.910953521728516
1686445358906000000,5.335999755859375,-46.88197326660156
1686445359006000000,5.436000244140625,-48.675506591796875
1686445359106000000,5.535999755859375,-49.12374496459961
1686445359206000000,5.636000244140625,-46.543357849121094
1686445359322000000,5.751999755859375,-43.98002624511719
1686445359422000000,5.852000244140625,-46.29765701293945
1686445359522000000,5.951999755859375,-48.33131790161133
1686445359622000000,6.052000244140625,-46.61823654174805
1686445359722000000,6.151999755859375,-44.869140625
1686445359822000000,6.252000244140625,-47.365623474121094
1686445359922000000,6.351999755859375,-44.66249084472656
1686445360022000000,6.452000244140625,-47.17216110229492
1686445360122000000,6.551999755859375,-45.36240768432617
1686445360222000000,6.652000244140625,-46.81487274169922
1686445360322000000,6.751999755859375,-47.355918884277344
1686445360422000000,6.852000244140625,-45.84292984008789
1686445360522000000,6.951999755859375,-47.152801513671875
1686445360622000000,7.052000244140625,-47.7576904296875
1686445360722000000,7.151999755859375,-48.572330474853516
1686445360839000000,7.269,-46.85657501220703
1686445360939000000,7.369,-49.10570526123047
1686445361039000000,7.469,-48.573673248291016
1686445361155000000,7.585,-49.47158432006836
1686445361255000000,7.685,-51.31785202026367
1686445361355000000,7.785,-52.215476989746094
1686445361455000000,7.885,-48.520912170410156
1686445361555000000,7.985,-47.80653381347656
1686445361655000000,8.085,-49.162330627441406
1686445361755000000,8.185,-50.707767486572266
1686445361855000000,8.285,-47.63563919067383
1686445361955000000,8.385,-49.3967399597168
1686445362055000000,8.485,-50.29212951660156
1686445362155000000,8.585,-49.643165588378906
1686445362255000000,8.685,-50.88608169555664
1686445362355000000,8.785,-50.4008903503418
1686445362455000000,8.885,-45.90396499633789
1686445362555000000,8.985,-48.445762634277344
1686445362655000000,9.085,-49.3836669921875
1686445362755000000,9.185,-49.613525390625
1686445362855000000,9.285,-46.43062973022461
1686445362955000000,9.385,-46.754173278808594
1686445363055000000,9.485,-47.969112396240234
1686445363155000000,9.585,-49.8509635925293
1686445363255000000,9.685,-48.331783294677734
1686445363355000000,9.785,-47.77207565307617
1686445363472000000,9.902,-49.7177848815918
1686445363571000000,10.001,-49.79154586791992
1686445363671000000,10.101,-51.01864242553711
1686445363771000000,10.201,-46.34831237792969
1686445363871000000,10.301,-48.268470764160156
1686445363971000000,10.401,-46.00831604003906
1686445364071000000,10.501,-48.401397705078125
1686445364171000000,10.601,-47.531394958496094
1686445364271000000,10.701,-47.06602096557617
1686445364371000000,10.801,-46.408573150634766
1686445364471000000,10.901,-44.8977165222168
1686445364571000000,11.001,-44.93642807006836
1686445364671000000,11.101,-47.46049499511719
1686445364771000000,11.201,-49.23689651489258
1686445364871000000,11.301,-46.043800354003906
1686445364971000000,11.401,-48.708740234375
1686445365071000000,11.501,-50.463687896728516
1686445365171000000,11.601,-49.28761672973633
1686445365271000000,11.701,-47.658016204833984
1686445365371000000,11.801,-47.077728271484375
1686445365471000000,11.901,-48.565467834472656
1686445365571000000,12.001,-50.88259506225586
1686445365680000000,12.11,-48.26968765258789
1686445365788000000,12.218,-47.093448638916016
1686445365888000000,12.318,-48.97700881958008
1686445365988000000,12.418,-50.58831024169922
1686445366088000000,12.518,-51.8706169128418
1686445366205000000,12.635,-47.02909469604492
1686445366305000000,12.735,-48.756195068359375
1686445366421000000,12.851,-50.038787841796875
1686445366521000000,12.951,-51.45512390136719
1686445366621000000,13.051,-49.6345100402832
1686445366721000000,13.151,-50.608673095703125
1686445366821000000,13.251,-47.867305755615234
1686445366921000000,13.351,-48.694190979003906
1686445367021000000,13.451,-44.5847053527832
1686445367121000000,13.551,-47.915767669677734
1686445367221000000,13.651,-49.42523956298828
1686445367321000000,13.751,-45.41948318481445
1686445367421000000,13.851,-47.42123031616211
1686445367521000000,13.951,-49.78432083129883
1686445367621000000,14.051,-47.76630783081055
1686445367721000000,14.151,-50.26129150390625
1686445367838000000,14.268000244140625,-46.37123489379883
1686445367938000000,14.367999755859374,-45.54837417602539
1686445368038000000,14.468000244140624,-48.07930374145508
1686445368154000000,14.583999755859375,-49.535335540771484
1686445368254000000,14.684000244140625,-47.16281509399414
1686445368354000000,14.783999755859375,-49.29746627807617
1686445368454000000,14.884000244140625,-46.91043472290039
1686445368554000000,14.983999755859376,-46.92676544189453
1686445368654000000,15.084000244140626,-48.246238708496094
1686445368754000000,15.183999755859375,-49.681427001953125
1686445368854000000,15.284000244140625,-48.31879425048828
1686445368955000000,15.385,-50.172664642333984
1686445369054000000,15.484000244140624,-46.85060119628906
1686445369154000000,15.583999755859375,-48.60041809082031
1686445369254000000,15.684000244140625,-50.71370315551758
1686445369354000000,15.783999755859375,-46.860069274902344
1686445369454000000,15.884000244140625,-48.95991897583008
1686445369570000000,15.999999755859376,-48.9990234375
1686445369671000000,16.101,-49.92566680908203
1686445369787000000,16.217,-49.07844924926758
1686445369887000000,16.317,-49.71746063232422
1686445369987000000,16.417,-49.680442810058594
1686445370087000000,16.517,-45.021018981933594
1686445370187000000,16.617,-47.131874084472656
1686445370303000000,16.733,-49.6149787902832
1686445370403000000,16.833,-47.44283676147461
1686445370503000000,16.933,-45.948150634765625
1686445370604000000,17.034,-48.10643768310547
1686445370704000000,17.134,-47.39175796508789
1686445370804000000,17.234,-49.1165657043457
1686445370904000000,17.334,-48.327545166015625
1686445371020000000,17.45,-46.656211853027344
1686445371120000000,17.55,-48.902164459228516
1686445371237000000,17.667,-49.006046295166016
1686445371353000000,17.783,-47.49848175048828
1686445371453000000,17.883,-49.5011100769043
1686445371553000000,17.983,-49.48396301269531
1686445371653000000,18.083,-47.00608825683594
1686445371762000000,18.191999755859374,-49.45845413208008
1686445371870000000,18.300000244140627,-48.85079574584961
1686445371986000000,18.415999755859374,-46.56950759887695
1686445372086000000,18.516000244140624,-48.068504333496094
1686445372186000000,18.615999755859374,-48.454200744628906
1686445372287000000,18.717,-47.33071517944336
1686445372403000000,18.833,-46.34635543823242
1686445372503000000,18.933,-43.63331985473633
1686445372603000000,19.033,-45.65861129760742
1686445372719000000,19.149,-47.90407180786133
1686445372820000000,19.25,-48.397315979003906
1686445372919000000,19.349,-47.43303680419922
1686445373019000000,19.449,-48.672462463378906
1686445373119000000,19.549,-45.00801467895508
1686445373219000000,19.649,-46.92119216918945
1686445373319000000,19.749,-47.028438568115234
1686445373419000000,19.849,-47.20124053955078
1686445373519000000,19.949,-48.86335754394531
1686445373620000000,20.05,-48.54631042480469
1686445373736000000,20.166,-49.689998626708984
1686445373853000000,20.283,-50.46385192871094
1686445373952000000,20.382,-48.36872482299805
1686445374052000000,20.482,-46.87941360473633
1686445374152000000,20.582,-47.7742919921875
1686445374253000000,20.683,-49.21367263793945
1686445374352000000,20.782,-46.32347869873047
1686445374453000000,20.883,-48.21186447143555
1686445374553000000,20.983,-49.59076690673828
1686445374653000000,21.083,-45.8406982421875
1686445374753000000,21.183,-47.09825134277344
1686445374869000000,21.299,-47.951271057128906
1686445374969000000,21.399,-47.977352142333984
1686445375069000000,21.499,-45.667720794677734
1686445375169000000,21.599,-24.610450744628906
1686445375269000000,21.699,-29.339942932128906
1686445375369000000,21.799,-33.02992248535156
1686445375469000000,21.899,-37.45768356323242
1686445375569000000,21.999,-40.85141372680664
1686445375669000000,22.099,-43.082481384277344
1686445375769000000,22.199,-46.2464485168457
1686445375869000000,22.299,-48.453575134277344
1686445375985000000,22.415,-48.90111541748047
1686445376086000000,22.516000244140624,-47.9301643371582
1686445376186000000,22.615999755859374,-50.00728225708008
1686445376302000000,22.732000244140625,-50.33150100708008
1686445376402000000,22.831999755859375,-45.143829345703125
1686445376502000000,22.932000244140625,-38.139625549316406
1686445376602000000,23.031999755859374,-32.524662017822266
1686445376719000000,23.149,-36.40619659423828
1686445376819000000,23.249,-39.45496368408203
1686445376919000000,23.349,-42.12654495239258
1686445377019000000,23.449,-45.046112060546875
1686445377118000000,23.548000244140624,-46.50837707519531
1686445377218000000,23.647999755859374,-47.01710891723633
1686445377319000000,23.749,-46.38215255737305
1686445377419000000,23.849,-47.95384216308594
1686445377519000000,23.949,-46.1629524230957
1686445377619000000,24.049,-48.73262405395508
1686445377735000000,24.165,-49.17900466918945
1686445377835000000,24.265,-45.67765808105469
1686445377935000000,24.365,-47.53364181518555
1686445378052000000,24.482,-49.49364471435547
1686445378152000000,24.582,-50.895355224609375
1686445378252000000,24.682,-51.74794387817383
1686445378351000000,24.781,-48.634246826171875
1686445378451000000,24.881,-50.26151657104492
1686445378551000000,24.981,-49.02924728393555
1686445378651000000,25.081,-49.7169303894043
1686445378751000000,25.181,-48.875545501708984
1686445378851000000,25.281,-47.14984130859375
1686445378951000000,25.381,-45.12978744506836
