time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1686445463300815600,33.21481567382813,-0.8365437437387809,0.17434536069992174,-0.3672216674741037,0.7971978934517118,0.8451210224185149,0.3471631922468034,0.039724613338560824
1686445463310832400,33.224832275390625,-0.8366600332084145,0.17448020674328205,-0.36722042584421016,0.7973084690662248,0.8450963660411721,0.3471568694403055,0.039949616030797004
1686445463320849700,33.234849609375,-0.8367886266317941,0.1746040534325997,-0.36723156474847296,0.7972280696261771,0.8451062766910447,0.34705877960710896,0.04022693396153108
1686445463330865700,33.24486572265625,-0.8369026618725904,0.17468950965182578,-0.3672532195957695,0.7970021661446923,0.8451425049741227,0.3469046186700038,0.04048243974741399
1686445463340882400,33.25488232421875,-0.8369721418353909,0.17472330373964925,-0.3672754266304171,0.7967257135406051,0.8451898704494408,0.3467487255716198,0.04065535933411782
1686445463350899700,33.26489965820313,-0.8369994550779345,0.17470807640021319,-0.36729788490356985,0.7964424275856856,0.8452393172073501,0.3466120328682955,0.04073179925267292
1686445463360916700,33.27491674804688,-0.8369765885079437,0.17465238736321198,-0.367312689522933,0.7961763863390693,0.8452891568585793,0.3465028932467989,0.04072497551214724
1686445463370933500,33.28493359375,-0.8369192645121322,0.1745731388970272,-0.36732013801389324,0.7959546800313415,0.8453333615276077,0.3464271955036041,0.040656826021623356
1686445463380949500,33.29494946289063,-0.8368683086258988,0.17448924028925872,-0.367332383590856,0.7957802859572536,0.8453656658439923,0.34637752578122677,0.04055417652885819
1686445463390966500,33.30496655273438,-0.8368188673617856,0.17440802040582434,-0.36734374130698566,0.7956633626789289,0.8453864221629608,0.34635570214684896,0.04043216107938982
1686445463400983600,33.31498364257813,-0.8367619084176391,0.174332586528081,-0.367348437775934,0.7955986948469099,0.8453990855655602,0.3463577580050606,0.040304166809681935
1686445463411000600,33.32500048828125,-0.8367347137401917,0.17429345665848558,-0.3673519323048417,0.7955786001352844,0.8454024135307803,0.3463656108272341,0.04023091659097425
1686445463421016600,33.3350166015625,-0.8367320337288168,0.17427288870385618,-0.3673593125542675,0.7955965842162477,0.8453958859426766,0.3463840886949048,0.04017513139172924
1686445463431033600,33.34503369140625,-0.8367344868120654,0.17426935968819082,-0.36736184213701134,0.7956214678025023,0.8453897540181052,0.3463982586924508,0.04015484754168992
1686445463441050600,33.35505053710938,-0.8367529943229984,0.1742932354418399,-0.36736039902135065,0.7956681004038766,0.8453802442832,0.3464108642790962,0.040183662655055886
1686445463451067600,33.36506762695313,-0.8367715528317297,0.17432039391375714,-0.36735746462343205,0.7957252409388172,0.8453692145470663,0.3464272781608913,0.04021573511235503
1686445463461083600,33.37508374023437,-0.8367685895738659,0.17434770133303684,-0.3673434394200951,0.7958262021032823,0.8453536989064476,0.34646601663078924,0.04023776918874752
1686445463471100700,33.3851005859375,-0.8367538689256852,0.1743595670809988,-0.3673299184672198,0.7959579196318817,0.8453320918443619,0.34652739012777534,0.040214557581372254
1686445463481117400,33.39511743164063,-0.8367159406928405,0.17436996993823126,-0.36730518747922647,0.7961335384368009,0.8453059411920316,0.346611897357079,0.04017805610008587
1686445463491134700,33.405134765625,-0.8366842295639104,0.1743871749317649,-0.3672805603102327,0.7963126849150927,0.8452790133113474,0.34669501389569335,0.04015374967016412
1686445463501151500,33.4151513671875,-0.8366768244189514,0.1744013957129996,-0.36726951012670683,0.7964675215569952,0.8452513353427786,0.3467669835649828,0.04012290929011125
